Results Table 1


Results Table 2


Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
"0.7800","0.7167","0.0040","0.7167","1.4627","1.6488"
"0.8000","0.7331","0.0040","0.7331","1.4962","1.6707"
"0.8200","0.7495","0.0041","0.7495","1.5297","1.6985"
"0.8400","0.7662","0.0041","0.7662","1.5636","1.7203"
"0.8600","0.7829","0.0042","0.7829","1.5978","1.7472"
"0.8800","0.7998","0.0043","0.7998","1.6323","1.7783"
"0.9000","0.8167","0.0043","0.8167","1.6668","1.8025"
"0.9200","0.8335","0.0044","0.8335","1.7010","1.8334"
"0.9400","0.8501","0.0044","0.8501","1.7349","1.8501"
"0.9600","0.8665","0.0045","0.8665","1.7684","1.8837"
"0.9800","0.8832","0.0046","0.8832","1.8024","1.9121"
"1.0000","0.8999","0.0046","0.8999","1.8366","1.9174"
"1.0200","0.9167","0.0047","0.9167","1.8708","1.9538"
"1.0400","0.9332","0.0048","0.9332","1.9045","1.9819"
"1.0600","0.9500","0.0048","0.9500","1.9388","2.0018"
"1.0800","0.9665","0.0048","0.9665","1.9725","2.0043"
"1.1000","0.9829","0.0048","0.9829","2.0060","2.0073"
"1.1200","0.9995","0.0049","0.9995","2.0397","2.0383"
"1.1400","1.0165","0.0050","1.0165","2.0744","2.0629"
"1.1600","1.0332","0.0050","1.0332","2.1086","2.0895"
"1.1800","1.0500","0.0051","1.0500","2.1428","2.1070"
"1.2000","1.0667","0.0051","1.0667","2.1770","2.1272"
"1.2200","1.0833","0.0052","1.0833","2.2108","2.1562"
"1.2400","1.0997","0.0052","1.0997","2.2443","2.1774"
"1.2600","1.1162","0.0053","1.1162","2.2780","2.2017"
"1.2800","1.1329","0.0053","1.1329","2.3120","2.2137"
"1.3000","1.1499","0.0053","1.1499","2.3467","2.2240"
"1.3200","1.1665","0.0054","1.1665","2.3806","2.2348"
"1.3400","1.1830","0.0054","1.1830","2.4144","2.2645"
"1.3600","1.1997","0.0055","1.1997","2.4483","2.2812"
"1.3800","1.2162","0.0056","1.2162","2.4821","2.3365"
"1.4000","1.2330","0.0057","1.2330","2.5163","2.3544"
"1.4200","1.2497","0.0057","1.2497","2.5505","2.3568"
"1.4400","1.2667","0.0057","1.2667","2.5852","2.3791"
"1.4600","1.2835","0.0057","1.2835","2.6194","2.3937"
"1.4800","1.3001","0.0058","1.3001","2.6534","2.4296"
"1.5000","1.3166","0.0059","1.3166","2.6868","2.4537"
"1.5200","1.3331","0.0059","1.3331","2.7206","2.4662"
"1.5400","1.3496","0.0059","1.3496","2.7543","2.4715"
"1.5600","1.3664","0.0060","1.3664","2.7885","2.4828"
"1.5800","1.3834","0.0060","1.3834","2.8232","2.5052"
"1.6000","1.4004","0.0061","1.4004","2.8579","2.5354"
"1.6200","1.4170","0.0061","1.4170","2.8919","2.5505"
"1.6400","1.4334","0.0061","1.4334","2.9254","2.5585"
"1.6600","1.4500","0.0062","1.4500","2.9591","2.5775"
"1.6800","1.4665","0.0062","1.4665","2.9928","2.5844"
"1.7000","1.4831","0.0062","1.4831","3.0268","2.6004"
"1.7200","1.4998","0.0063","1.4998","3.0608","2.6173"
"1.7400","1.5165","0.0063","1.5165","3.0950","2.6248"
"1.7600","1.5333","0.0064","1.5333","3.1292","2.6708"
"1.7800","1.5498","0.0065","1.5498","3.1629","2.7050"
"1.8000","1.5661","0.0065","1.5661","3.1962","2.6924"
"1.8200","1.5827","0.0065","1.5827","3.2299","2.7037"
"1.8400","1.5995","0.0065","1.5995","3.2644","2.7233"
"1.8600","1.6163","0.0066","1.6163","3.2986","2.7504"
"1.8800","1.6331","0.0067","1.6331","3.3328","2.7765"
"1.9000","1.6501","0.0067","1.6501","3.3675","2.7979"
"1.9200","1.6668","0.0067","1.6668","3.4017","2.8031"
"1.9400","1.6831","0.0068","1.6831","3.4349","2.8138"
"1.9600","1.6996","0.0068","1.6996","3.4687","2.8319"
"1.9800","1.7165","0.0069","1.7165","3.5031","2.8559"
"2.0000","1.7332","0.0069","1.7332","3.5371","2.8582"
"2.0200","1.7497","0.0069","1.7497","3.5708","2.8696"
"2.0400","1.7666","0.0069","1.7666","3.6053","2.8876"
"2.0600","1.7832","0.0070","1.7832","3.6392","2.9152"
"2.0800","1.7996","0.0070","1.7996","3.6727","2.9368"
"2.1000","1.8162","0.0071","1.8162","3.7065","2.9572"
"2.1200","1.8333","0.0071","1.8333","3.7414","2.9752"
"2.1400","1.8502","0.0072","1.8502","3.7758","2.9937"
"2.1600","1.8666","0.0072","1.8666","3.8093","3.0118"
"2.1800","1.8833","0.0073","1.8833","3.8436","3.0361"
"2.2000","1.9002","0.0073","1.9002","3.8780","3.0492"
"2.2200","1.9167","0.0074","1.9167","3.9117","3.0729"
"2.2400","1.9328","0.0074","1.9328","3.9445","3.0850"
"2.2600","1.9497","0.0074","1.9497","3.9790","3.0939"
"2.2800","1.9667","0.0075","1.9667","4.0136","3.1069"
"2.3000","1.9833","0.0075","1.9833","4.0476","3.1246"
"2.3200","1.9995","0.0076","1.9995","4.0806","3.1487"
"2.3400","2.0163","0.0076","2.0163","4.1148","3.1635"
"2.3600","2.0330","0.0076","2.0330","4.1490","3.1802"
"2.3800","2.0493","0.0077","2.0493","4.1823","3.2005"
"2.4000","2.0660","0.0077","2.0660","4.2163","3.2263"
"2.4200","2.0832","0.0078","2.0832","4.2514","3.2311"
"2.4400","2.1002","0.0077","2.1002","4.2861","3.2245"
"2.4600","2.1167","0.0078","2.1167","4.3199","3.2327"
"2.4800","2.1333","0.0078","2.1333","4.3536","3.2642"
"2.5000","2.1500","0.0079","2.1500","4.3878","3.2766"
"2.5200","2.1666","0.0079","2.1666","4.4215","3.2740"
"2.5400","2.1830","0.0079","2.1830","4.4550","3.2992"
"2.5600","2.2000","0.0080","2.2000","4.4897","3.3376"
"2.5800","2.2170","0.0081","2.2170","4.5244","3.3718"
"2.6000","2.2334","0.0081","2.2334","4.5579","3.3778"
"2.6200","2.2498","0.0082","2.2498","4.5914","3.3969"
"2.6400","2.2667","0.0082","2.2667","4.6258","3.4090"
"2.6600","2.2834","0.0082","2.2834","4.6601","3.4280"
"2.6800","2.3001","0.0083","2.3001","4.6940","3.4388"
"2.7000","2.3166","0.0083","2.3166","4.7278","3.4412"
"2.7200","2.3336","0.0083","2.3336","4.7625","3.4641"
"2.7400","2.3504","0.0084","2.3504","4.7967","3.4827"
"2.7600","2.3665","0.0084","2.3665","4.8297","3.4997"
"2.7800","2.3830","0.0085","2.3830","4.8632","3.5293"
"2.8000","2.3997","0.0085","2.3997","4.8974","3.5536"
"2.8200","2.4165","0.0086","2.4165","4.9316","3.5741"
"2.8400","2.4328","0.0086","2.4328","4.9648","3.5926"
"2.8600","2.4497","0.0087","2.4497","4.9993","3.6093"
"2.8800","2.4668","0.0087","2.4668","5.0342","3.6272"
"2.9000","2.4835","0.0087","2.4835","5.0684","3.6217"
"2.9200","2.4999","0.0088","2.4999","5.1019","3.6652"
"2.9400","2.5164","0.0089","2.5164","5.1354","3.7061"
"2.9600","2.5332","0.0089","2.5332","5.1699","3.6935"
"2.9800","2.5499","0.0089","2.5499","5.2038","3.7063"
"3.0000","2.5664","0.0090","2.5664","5.2376","3.7333"
"3.0200","2.5834","0.0090","2.5834","5.2723","3.7686"
"3.0400","2.6001","0.0091","2.6001","5.3062","3.7799"
"3.0600","2.6165","0.0091","2.6165","5.3397","3.7754"
"3.0800","2.6330","0.0091","2.6330","5.3735","3.7931"
"3.1000","2.6499","0.0091","2.6499","5.4079","3.8089"
"3.1200","2.6668","0.0092","2.6668","5.4424","3.8278"
"3.1400","2.6832","0.0092","2.6832","5.4758","3.8485"
"3.1600","2.6999","0.0093","2.6999","5.5101","3.8684"
"3.1800","2.7170","0.0093","2.7170","5.5450","3.8813"
"3.2000","2.7336","0.0093","2.7336","5.5787","3.8949"
"3.2200","2.7496","0.0094","2.7496","5.6115","3.9109"
"3.2400","2.7664","0.0094","2.7664","5.6457","3.9284"
"3.2600","2.7834","0.0095","2.7834","5.6804","3.9562"
"3.2800","2.8002","0.0095","2.8002","5.7146","3.9727"
"3.3000","2.8167","0.0096","2.8167","5.7483","3.9837"
"3.3200","2.8335","0.0096","2.8335","5.7826","4.0170"
"3.3400","2.8501","0.0097","2.8501","5.8165","4.0410"
"3.3600","2.8663","0.0097","2.8663","5.8495","4.0567"
"3.3800","2.8826","0.0098","2.8826","5.8828","4.0787"
"3.4000","2.8996","0.0098","2.8996","5.9175","4.1004"
"3.4200","2.9166","0.0099","2.9166","5.9522","4.1372"
"3.4400","2.9332","0.0100","2.9332","5.9861","4.1608"
"3.4600","2.9500","0.0100","2.9500","6.0204","4.1822"
"3.4800","2.9667","0.0101","2.9667","6.0546","4.1977"
"3.5000","2.9833","0.0101","2.9833","6.0883","4.2128"
"3.5200","2.9996","0.0101","2.9996","6.1215","4.2280"
"3.5400","3.0162","0.0102","3.0162","6.1555","4.2466"
"3.5600","3.0332","0.0102","3.0332","6.1902","4.2699"
"3.5800","3.0498","0.0103","3.0498","6.2242","4.2721"
"3.6000","3.0665","0.0103","3.0665","6.2581","4.2758"
"3.6200","3.0833","0.0103","3.0833","6.2924","4.2952"
"3.6400","3.0998","0.0103","3.0998","6.3261","4.3118"
"3.6600","3.1162","0.0104","3.1162","6.3596","4.3330"
"3.6800","3.1330","0.0105","3.1330","6.3938","4.3632"
"3.7000","3.1502","0.0105","3.1502","6.4290","4.3822"
"3.7200","3.1670","0.0105","3.1670","6.4632","4.3936"
"3.7400","3.1835","0.0106","3.1835","6.4969","4.4026"
"3.7600","3.2001","0.0107","3.2001","6.5309","4.4399"
"3.7800","3.2169","0.0107","3.2169","6.5651","4.4745"
"3.8000","3.2333","0.0108","3.2333","6.5986","4.4864"
"3.8200","3.2497","0.0108","3.2497","6.6321","4.5118"
"3.8400","3.2666","0.0109","3.2666","6.6665","4.5368"
"3.8600","3.2835","0.0110","3.2835","6.7010","4.5687"
"3.8800","3.3001","0.0110","3.3001","6.7349","4.5898"
"3.9000","3.3165","0.0110","3.3165","6.7684","4.6026"
"3.9200","3.3333","0.0111","3.3333","6.8026","4.6223"
"3.9400","3.3498","0.0111","3.3498","6.8364","4.6342"
"3.9600","3.3664","0.0112","3.3664","6.8701","4.6663"
"3.9800","3.3831","0.0113","3.3831","6.9043","4.7022"
"4.0000","3.4001","0.0113","3.4001","6.9390","4.7217"
"4.0200","3.4168","0.0114","3.4168","6.9730","4.7367"
"4.0400","3.4333","0.0114","3.4333","7.0067","4.7553"
"4.0600","3.4499","0.0115","3.4499","7.0407","4.8005"
"4.0800","3.4666","0.0116","3.4666","7.0747","4.8254"
"4.1000","3.4833","0.0116","3.4833","7.1089","4.8339"
"4.1200","3.4999","0.0116","3.4999","7.1426","4.8454"
"4.1400","3.5166","0.0117","3.5166","7.1768","4.8560"
"4.1600","3.5333","0.0117","3.5333","7.2108","4.8754"
"4.1800","3.5498","0.0117","3.5498","7.2445","4.8892"
"4.2000","3.5662","0.0118","3.5662","7.2780","4.9098"
"4.2200","3.5831","0.0119","3.5831","7.3125","4.9389"
"4.2400","3.5999","0.0119","3.5999","7.3467","4.9476"
"4.2600","3.6164","0.0119","3.6164","7.3804","4.9695"
"4.2800","3.6334","0.0120","3.6334","7.4151","4.9934"
"4.3000","3.6504","0.0120","3.6504","7.4498","5.0183"
"4.3200","3.6669","0.0121","3.6669","7.4835","5.0492"
"4.3400","3.6831","0.0121","3.6831","7.5165","5.0536"
"4.3600","3.6995","0.0122","3.6995","7.5500","5.0704"
"4.3800","3.7165","0.0123","3.7165","7.5847","5.1163"
"4.4000","3.7334","0.0124","3.7334","7.6192","5.1488"
"4.4200","3.7500","0.0124","3.7500","7.6531","5.1755"
"4.4400","3.7667","0.0125","3.7667","7.6871","5.1924"
"4.4600","3.7836","0.0126","3.7836","7.7216","5.2385"
"4.4800","3.8000","0.0125","3.8000","7.7550","5.2291"
"4.5000","3.8164","0.0125","3.8164","7.7885","5.2271"
"4.5200","3.8331","0.0126","3.8331","7.8227","5.2522"
"4.5400","3.8500","0.0127","3.8500","7.8572","5.2819"
"4.5600","3.8666","0.0128","3.8666","7.8909","5.3192"
"4.5800","3.8832","0.0128","3.8832","7.9249","5.3470"
"4.6000","3.9001","0.0129","3.9001","7.9594","5.3542"
"4.6200","3.9166","0.0129","3.9166","7.9931","5.3735"
"4.6400","3.9329","0.0129","3.9329","8.0263","5.3954"
"4.6600","3.9495","0.0130","3.9495","8.0603","5.4218"
"4.6800","3.9665","0.0131","3.9665","8.0950","5.4504"
"4.7000","3.9832","0.0131","3.9832","8.1290","5.4731"
"4.7200","3.9998","0.0132","3.9998","8.1629","5.4869"
"4.7400","4.0168","0.0132","4.0168","8.1976","5.4942"
"4.7600","4.0337","0.0132","4.0337","8.2321","5.5084"
"4.7800","4.0499","0.0133","4.0499","8.2651","5.5269"
"4.8000","4.0663","0.0133","4.0663","8.2986","5.5504"
"4.8200","4.0833","0.0134","4.0833","8.3333","5.5928"
"4.8400","4.1001","0.0135","4.1001","8.3675","5.6252"
"4.8600","4.1165","0.0136","4.1165","8.4010","5.6667"
"4.8800","4.1331","0.0137","4.1331","8.4349","5.7130"
"4.9000","4.1500","0.0137","4.1500","8.4694","5.7272"
"4.9200","4.1665","0.0138","4.1665","8.5031","5.7529"
"4.9400","4.1828","0.0139","4.1828","8.5364","5.7725"
"4.9600","4.1996","0.0139","4.1996","8.5706","5.7917"
"4.9800","4.2167","0.0140","4.2167","8.6055","5.8131"
"5.0000","4.2332","0.0140","4.2332","8.6393","5.8267"
"5.0200","4.2498","0.0140","4.2498","8.6730","5.8470"
"5.0400","4.2665","0.0141","4.2665","8.7072","5.8589"
"5.0600","4.2833","0.0141","4.2833","8.7414","5.8869"
"5.0800","4.2998","0.0142","4.2998","8.7751","5.9300"
"5.1000","4.3163","0.0143","4.3163","8.8089","5.9498"
"5.1200","4.3333","0.0143","4.3333","8.8436","5.9607"
"5.1400","4.3503","0.0143","4.3503","8.8783","5.9687"
"5.1600","4.3669","0.0144","4.3669","8.9120","5.9973"
"5.1800","4.3832","0.0145","4.3832","8.9452","6.0432"
"5.2000","4.3998","0.0146","4.3998","8.9792","6.0746"
"5.2200","4.4163","0.0146","4.4163","9.0129","6.1038"
"5.2400","4.4329","0.0147","4.4329","9.0467","6.1236"
"5.2600","4.4497","0.0148","4.4497","9.0811","6.1490"
"5.2800","4.4669","0.0148","4.4669","9.1161","6.1682"
"5.3000","4.4835","0.0149","4.4835","9.1500","6.1976"
"5.3200","4.5000","0.0150","4.5000","9.1838","6.2320"
"5.3400","4.5166","0.0150","4.5166","9.2175","6.2528"
"5.3600","4.5332","0.0151","4.5332","9.2515","6.2859"
"5.3800","4.5500","0.0152","4.5500","9.2857","6.3143"
"5.4000","4.5665","0.0152","4.5665","9.3194","6.3265"
"5.4200","4.5835","0.0152","4.5835","9.3541","6.3376"
"5.4400","4.6004","0.0153","4.6004","9.3885","6.3567"
"5.4600","4.6168","0.0153","4.6168","9.4220","6.3827"
"5.4800","4.6331","0.0154","4.6331","9.4553","6.4173"
"5.5000","4.6500","0.0154","4.6500","9.4897","6.4260"
"5.5200","4.6667","0.0154","4.6667","9.5240","6.4339"
"5.5400","4.6834","0.0155","4.6834","9.5579","6.4565"
"5.5600","4.7000","0.0156","4.7000","9.5919","6.4955"
"5.5800","4.7169","0.0156","4.7169","9.6263","6.5044"
"5.6000","4.7334","0.0156","4.7334","9.6601","6.5056"
"5.6200","4.7497","0.0157","4.7497","9.6933","6.5411"
"5.6400","4.7663","0.0157","4.7663","9.7271","6.5484"
"5.6600","4.7834","0.0157","4.7834","9.7620","6.5620"
"5.6800","4.7999","0.0159","4.7999","9.7957","6.6089"
"5.7000","4.8165","0.0159","4.8165","9.8297","6.6317"
"5.7200","4.8332","0.0160","4.8332","9.8637","6.6689"
"5.7400","4.8501","0.0161","4.8501","9.8981","6.6917"
"5.7600","4.8664","0.0161","4.8664","9.9314","6.7186"
"5.7800","4.8828","0.0162","4.8828","9.9649","6.7573"
"5.8000","4.8998","0.0163","4.8998","9.9995","6.7895"
"5.8200","4.9167","0.0163","4.9167","10.0340","6.8089"
"5.8400","4.9332","0.0164","4.9332","10.0677","6.8272"
"5.8600","4.9500","0.0165","4.9500","10.1019","6.8611"
"5.8800","4.9668","0.0165","4.9668","10.1364","6.8943"
"5.9000","4.9834","0.0166","4.9834","10.1701","6.9133"
"5.9200","4.9995","0.0167","4.9995","10.2031","6.9570"
"5.9400","5.0163","0.0168","5.0163","10.2373","6.9937"
"5.9600","5.0333","0.0169","5.0333","10.2720","7.0314"
"5.9800","5.0501","0.0169","5.0501","10.3062","7.0586"
"6.0000","5.0666","0.0170","5.0666","10.3400","7.0888"
"6.0200","5.0834","0.0171","5.0834","10.3742","7.1390"
"6.0400","5.1000","0.0172","5.1000","10.4082","7.1841"
"6.0600","5.1164","0.0172","5.1164","10.4417","7.1812"
"6.0800","5.1331","0.0173","5.1331","10.4756","7.2000"
"6.1000","5.1499","0.0174","5.1499","10.5101","7.2442"
"6.1200","5.1667","0.0175","5.1667","10.5443","7.2866"
"6.1400","5.1833","0.0175","5.1833","10.5783","7.3018"
"6.1600","5.2000","0.0176","5.2000","10.6122","7.3320"
"6.1800","5.2168","0.0177","5.2168","10.6464","7.3683"
"6.2000","5.2330","0.0178","5.2330","10.6797","7.4012"
"6.2200","5.2495","0.0178","5.2495","10.7132","7.4324"
"6.2400","5.2665","0.0179","5.2665","10.7479","7.4507"
"6.2600","5.2833","0.0180","5.2833","10.7823","7.4906"
"6.2800","5.3000","0.0181","5.3000","10.8163","7.5276"
"6.3000","5.3166","0.0181","5.3166","10.8503","7.5534"
"6.3200","5.3334","0.0182","5.3334","10.8845","7.5843"
"6.3400","5.3499","0.0183","5.3499","10.9182","7.6195"
"6.3600","5.3663","0.0183","5.3663","10.9517","7.6437"
"6.3800","5.3830","0.0183","5.3830","10.9857","7.6416"
"6.4000","5.3999","0.0184","5.3999","11.0201","7.6598"
"6.4200","5.4167","0.0184","5.4167","11.0546","7.6672"
"6.4400","5.4333","0.0185","5.4333","11.0883","7.7048"
"6.4600","5.4499","0.0186","5.4499","11.1223","7.7556"
"6.4800","5.4666","0.0187","5.4666","11.1562","7.7922"
"6.5000","5.4830","0.0187","5.4830","11.1897","7.8060"
"6.5200","5.4995","0.0188","5.4995","11.2235","7.8319"
"6.5400","5.5164","0.0188","5.5164","11.2579","7.8523"
"6.5600","5.5334","0.0189","5.5334","11.2926","7.8913"
"6.5800","5.5500","0.0190","5.5500","11.3266","7.9270"
"6.6000","5.5666","0.0191","5.5666","11.3603","7.9642"
"6.6200","5.5832","0.0192","5.5832","11.3943","7.9916"
"6.6400","5.5997","0.0192","5.5997","11.4280","8.0122"
"6.6600","5.6164","0.0193","5.6164","11.4620","8.0475"
"6.6800","5.6331","0.0194","5.6331","11.4962","8.0887"
"6.7000","5.6503","0.0194","5.6503","11.5311","8.1030"
"6.7200","5.6670","0.0195","5.6670","11.5653","8.1081"
"6.7400","5.6834","0.0195","5.6834","11.5988","8.1172"
"6.7600","5.6998","0.0196","5.6998","11.6323","8.1485"
"6.7800","5.7164","0.0197","5.7164","11.6661","8.1920"
"6.8000","5.7330","0.0197","5.7330","11.7000","8.2206"
"6.8200","5.7497","0.0198","5.7497","11.7340","8.2430"
"6.8400","5.7667","0.0199","5.7667","11.7687","8.2945"
"6.8600","5.7835","0.0200","5.7835","11.8031","8.3337"
"6.8800","5.8000","0.0201","5.8000","11.8366","8.3617"
"6.9000","5.8164","0.0201","5.8164","11.8701","8.3878"
"6.9200","5.8331","0.0202","5.8331","11.9043","8.4270"
"6.9400","5.8500","0.0203","5.8500","11.9388","8.4519"
"6.9600","5.8665","0.0203","5.8665","11.9725","8.4786"
"6.9800","5.8833","0.0204","5.8833","12.0067","8.4996"
"7.0000","5.9002","0.0204","5.9002","12.0412","8.5197"
"7.0200","5.9167","0.0206","5.9167","12.0749","8.5664"
"7.0400","5.9330","0.0206","5.9330","12.1082","8.5993"
"7.0600","5.9495","0.0207","5.9495","12.1419","8.6109"
"7.0800","5.9666","0.0207","5.9666","12.1768","8.6349"
"7.1000","5.9833","0.0208","5.9833","12.2108","8.6619"
"7.1200","5.9999","0.0209","5.9999","12.2448","8.7074"
"7.1400","6.0167","0.0210","6.0167","12.2790","8.7320"
"7.1600","6.0335","0.0210","6.0335","12.3132","8.7498"
"7.1800","6.0499","0.0211","6.0499","12.3467","8.7876"
"7.2000","6.0662","0.0212","6.0662","12.3799","8.8192"
"7.2200","6.0830","0.0212","6.0830","12.4144","8.8414"
"7.2400","6.0999","0.0213","6.0999","12.4488","8.8770"
"7.2600","6.1166","0.0214","6.1166","12.4828","8.9144"
"7.2800","6.1333","0.0215","6.1333","12.5170","8.9547"
"7.3000","6.1502","0.0216","6.1502","12.5515","8.9857"
"7.3200","6.1667","0.0216","6.1667","12.5852","9.0107"
"7.3400","6.1829","0.0217","6.1829","12.6182","9.0325"
"7.3600","6.1997","0.0218","6.1997","12.6524","9.0687"
"7.3800","6.2167","0.0219","6.2167","12.6871","9.1120"
"7.4000","6.2333","0.0220","6.2333","12.7211","9.1549"
"7.4200","6.2499","0.0221","6.2499","12.7548","9.1918"
"7.4400","6.2667","0.0221","6.2667","12.7893","9.2142"
"7.4600","6.2834","0.0222","6.2834","12.8232","9.2371"
"7.4800","6.2998","0.0222","6.2998","12.8567","9.2667"
"7.5000","6.3163","0.0223","6.3163","12.8905","9.2974"
"7.5200","6.3333","0.0224","6.3333","12.9252","9.3293"
"7.5400","6.3503","0.0225","6.3503","12.9598","9.3729"
"7.5600","6.3667","0.0226","6.3667","12.9933","9.4131"
"7.5800","6.3831","0.0225","6.3831","13.0268","9.3858"
"7.6000","6.3999","0.0226","6.3999","13.0610","9.4032"
"7.6200","6.4163","0.0227","6.4163","13.0945","9.4430"
"7.6400","6.4328","0.0228","6.4328","13.1283","9.4793"
"7.6600","6.4496","0.0228","6.4496","13.1625","9.5159"
"7.6800","6.4667","0.0229","6.4667","13.1974","9.5542"
"7.7000","6.4835","0.0230","6.4835","13.2316","9.5831"
"7.7200","6.5000","0.0231","6.5000","13.2653","9.6084"
"7.7400","6.5165","0.0231","6.5165","13.2991","9.6233"
"7.7600","6.5332","0.0232","6.5332","13.3330","9.6559"
"7.7800","6.5497","0.0232","6.5497","13.3668","9.6863"
"7.8000","6.5662","0.0233","6.5662","13.4005","9.7098"
"7.8200","6.5832","0.0234","6.5832","13.4352","9.7383"
"7.8400","6.6002","0.0234","6.6002","13.4699","9.7678"
"7.8600","6.6167","0.0235","6.6167","13.5034","9.7938"
"7.8800","6.6331","0.0236","6.6331","13.5369","9.8280"
"7.9000","6.6497","0.0236","6.6497","13.5708","9.8450"
"7.9200","6.6665","0.0237","6.6665","13.6051","9.8701"
"7.9400","6.6831","0.0238","6.6831","13.6390","9.9082"
"7.9600","6.6999","0.0238","6.6999","13.6732","9.9076"
"7.9800","6.7169","0.0238","6.7169","13.7079","9.9350"
"8.0000","6.7337","0.0240","6.7337","13.7421","9.9829"
"8.0200","6.7498","0.0241","6.7498","13.7752","10.0242"
"8.0400","6.7662","0.0241","6.7662","13.8086","10.0447"
"8.0600","6.7829","0.0242","6.7829","13.8426","10.0817"
"8.0800","6.7995","0.0243","6.7995","13.8766","10.1134"
"8.1000","6.8161","0.0243","6.8161","13.9103","10.1449"
"8.1200","6.8332","0.0244","6.8332","13.9453","10.1623"
"8.1400","6.8502","0.0244","6.8502","13.9799","10.1869"
"8.1600","6.8666","0.0245","6.8666","14.0134","10.2205"
"8.1800","6.8829","0.0246","6.8829","14.0467","10.2559"
"8.2000","6.8998","0.0247","6.8998","14.0811","10.2735"
"8.2200","6.9165","0.0247","6.9165","14.1153","10.2948"
"8.2400","6.9332","0.0248","6.9332","14.1493","10.3291"
"8.2600","6.9499","0.0248","6.9499","14.1835","10.3510"
"8.2800","6.9669","0.0249","6.9669","14.2182","10.3822"
"8.3000","6.9833","0.0250","6.9833","14.2517","10.4046"
"8.3200","6.9996","0.0250","6.9996","14.2850","10.4328"
"8.3400","7.0163","0.0251","7.0163","14.3189","10.4532"
"8.3600","7.0333","0.0251","7.0333","14.3536","10.4775"
"8.3800","7.0497","0.0252","7.0497","14.3871","10.4925"
"8.4000","7.0665","0.0252","7.0665","14.4213","10.5160"
"8.4200","7.0835","0.0253","7.0835","14.4560","10.5322"
"8.4400","7.1001","0.0252","7.1001","14.4900","10.4953"
"8.4600","7.1163","0.0250","7.1163","14.5230","10.4298"
"8.4800","7.1326","0.0250","7.1326","14.5562","10.4087"
"8.5000","7.1496","0.0250","7.1496","14.5909","10.4208"
"8.5200","7.1664","0.0251","7.1664","14.6254","10.4638"
"8.5400","7.1830","0.0252","7.1830","14.6591","10.4928"
"8.5600","7.1999","0.0252","7.1999","14.6936","10.5121"
"8.5800","7.2167","0.0253","7.2167","14.7280","10.5479"
"8.6000","7.2330","0.0254","7.2330","14.7613","10.5697"
"8.6200","7.2496","0.0255","7.2496","14.7950","10.6083"
"8.6400","7.2664","0.0255","7.2664","14.8295","10.6406"
