Results Table 1


Results Table 2


Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
"8.6600","7.2902","0.0289","7.2902","14.8779","12.0526"
"8.6800","7.3070","0.0290","7.3070","14.9123","12.0711"
"8.7000","7.3240","0.0290","7.3240","14.9470","12.0953"
"8.7200","7.3408","0.0291","7.3408","14.9812","12.1117"
"8.7400","7.3570","0.0292","7.3570","15.0143","12.1501"
"8.7600","7.3733","0.0292","7.3733","15.0475","12.1780"
"8.7800","7.3902","0.0293","7.3902","15.0820","12.2104"
"8.8000","7.4072","0.0294","7.4072","15.1167","12.2371"
"8.8200","7.4237","0.0294","7.4237","15.1504","12.2675"
"8.8400","7.4402","0.0295","7.4402","15.1841","12.2953"
"8.8600","7.4569","0.0295","7.4569","15.2181","12.3087"
"8.8800","7.4733","0.0296","7.4733","15.2516","12.3332"
"8.9000","7.4898","0.0297","7.4898","15.2853","12.3569"
"8.9200","7.5066","0.0297","7.5066","15.3195","12.3907"
"8.9400","7.5236","0.0298","7.5236","15.3542","12.4325"
"8.9600","7.5403","0.0299","7.5403","15.3884","12.4545"
"8.9800","7.5569","0.0300","7.5569","15.4221","12.4887"
"9.0000","7.5734","0.0301","7.5734","15.4559","12.5210"
"9.0200","7.5901","0.0301","7.5901","15.4901","12.5592"
"9.0400","7.6067","0.0302","7.6067","15.5238","12.6018"
"9.0600","7.6232","0.0303","7.6232","15.5576","12.6327"
"9.0800","7.6402","0.0304","7.6402","15.5922","12.6574"
"9.1000","7.6572","0.0304","7.6572","15.6269","12.6659"
"9.1200","7.6737","0.0305","7.6737","15.6607","12.6963"
"9.1400","7.6900","0.0306","7.6900","15.6939","12.7332"
"9.1600","7.7065","0.0306","7.7065","15.7276","12.7542"
"9.1800","7.7232","0.0307","7.7232","15.7616","12.7838"
"9.2000","7.7397","0.0307","7.7397","15.7954","12.8093"
"9.2200","7.7566","0.0308","7.7566","15.8298","12.8397"
"9.2400","7.7736","0.0309","7.7736","15.8645","12.8812"
"9.2600","7.7901","0.0310","7.7901","15.8982","12.9120"
"9.2800","7.8065","0.0311","7.8065","15.9317","12.9477"
"9.3000","7.8232","0.0311","7.8232","15.9657","12.9637"
"9.3200","7.8401","0.0311","7.8401","16.0001","12.9787"
"9.3400","7.8567","0.0312","7.8567","16.0341","12.9976"
"9.3600","7.8735","0.0313","7.8735","16.0683","13.0280"
"9.3800","7.8904","0.0314","7.8904","16.1028","13.0733"
"9.4000","7.9074","0.0315","7.9074","16.1375","13.1169"
"9.4200","7.9238","0.0315","7.9238","16.1710","13.1304"
"9.4400","7.9399","0.0316","7.9399","16.2040","13.1485"
"9.4600","7.9566","0.0316","7.9566","16.2379","13.1761"
"9.4800","7.9735","0.0317","7.9735","16.2724","13.1925"
"9.5000","7.9901","0.0317","7.9901","16.3064","13.2117"
"9.5200","8.0066","0.0318","8.0066","16.3401","13.2424"
"9.5400","8.0236","0.0319","8.0236","16.3748","13.2903"
"9.5600","8.0402","0.0319","8.0402","16.4085","13.3041"
"9.5800","8.0566","0.0320","8.0566","16.4420","13.3369"
"9.6000","8.0730","0.0321","8.0730","16.4755","13.3558"
"9.6200","8.0899","0.0321","8.0899","16.5099","13.3674"
"9.6400","8.1068","0.0321","8.1068","16.5444","13.3908"
"9.6600","8.1234","0.0322","8.1234","16.5784","13.4089"
"9.6800","8.1404","0.0323","8.1404","16.6131","13.4526"
"9.7000","8.1572","0.0324","8.1572","16.6473","13.4943"
"9.7200","8.1735","0.0325","8.1735","16.6805","13.5244"
"9.7400","8.1896","0.0325","8.1896","16.7135","13.5443"
"9.7600","8.2065","0.0325","8.2065","16.7480","13.5475"
"9.7800","8.2235","0.0326","8.2235","16.7827","13.5671"
"9.8000","8.2402","0.0327","8.2402","16.8166","13.6086"
"9.8200","8.2567","0.0327","8.2567","16.8504","13.6374"
"9.8400","8.2736","0.0328","8.2736","16.8848","13.6710"
"9.8600","8.2900","0.0329","8.2900","16.9183","13.6955"
"9.8800","8.3062","0.0329","8.3062","16.9513","13.7180"
"9.9000","8.3230","0.0330","8.3230","16.9858","13.7365"
"9.9200","8.3400","0.0330","8.3400","17.0205","13.7610"
"9.9400","8.3568","0.0331","8.3568","17.0547","13.7771"
"9.9600","8.3734","0.0331","8.3734","17.0887","13.7902"
"9.9800","8.3903","0.0332","8.3903","17.1231","13.8180"
"10.0000","8.4070","0.0332","8.4070","17.1571","13.8436"
"10.0200","8.4233","0.0333","8.4233","17.1903","13.8738"
"10.0400","8.4398","0.0334","8.4398","17.2241","13.9009"
"10.0600","8.4568","0.0334","8.4568","17.2588","13.9126"
"10.0800","8.4738","0.0335","8.4738","17.2934","13.9428"
"10.1000","8.4902","0.0336","8.4902","17.3269","13.9811"
"10.1200","8.5070","0.0336","8.5070","17.3612","14.0063"
"10.1400","8.5237","0.0336","8.5237","17.3954","14.0162"
"10.1600","8.5401","0.0336","8.5401","17.4289","14.0085"
"10.1800","8.5564","0.0336","8.5564","17.4621","14.0119"
"10.2000","8.5731","0.0337","8.5731","17.4961","14.0403"
"10.2200","8.5902","0.0337","8.5902","17.5310","14.0596"
"10.2400","8.6068","0.0338","8.6068","17.5650","14.0769"
"10.2600","8.6234","0.0339","8.6234","17.5987","14.1050"
"10.2800","8.6402","0.0339","8.6402","17.6332","14.1299"
"10.3000","8.6568","0.0340","8.6568","17.6669","14.1477"
"10.3200","8.6732","0.0340","8.6732","17.7004","14.1731"
"10.3400","8.6899","0.0341","8.6899","17.7346","14.2113"
"10.3600","8.7068","0.0342","8.7068","17.7690","14.2450"
"10.3800","8.7236","0.0343","8.7236","17.8033","14.2737"
"10.4000","8.7402","0.0343","8.7402","17.8372","14.2903"
"10.4200","8.7569","0.0344","8.7569","17.8712","14.3234"
"10.4400","8.7735","0.0344","8.7735","17.9052","14.3493"
"10.4600","8.7901","0.0345","8.7901","17.9389","14.3744"
"10.4800","8.8067","0.0346","8.8067","17.9729","14.4008"
"10.5000","8.8235","0.0346","8.8235","18.0071","14.4253"
"10.5200","8.8404","0.0347","8.8404","18.0415","14.4458"
"10.5400","8.8569","0.0348","8.8569","18.0753","14.4798"
"10.5600","8.8733","0.0348","8.8733","18.1088","14.4939"
"10.5800","8.8899","0.0348","8.8899","18.1427","14.4878"
"10.6000","8.9066","0.0348","8.9066","18.1767","14.4955"
"10.6200","8.9233","0.0349","8.9233","18.2109","14.5284"
"10.6400","8.9400","0.0349","8.9400","18.2449","14.5267"
"10.6600","8.9569","0.0349","8.9569","18.2793","14.5362"
"10.6800","8.9738","0.0350","8.9738","18.3138","14.5889"
"10.7000","8.9902","0.0351","8.9902","18.3473","14.6177"
"10.7200","9.0066","0.0351","9.0066","18.3808","14.6302"
"10.7400","9.0232","0.0351","9.0232","18.4147","14.6433"
"10.7600","9.0400","0.0352","9.0400","18.4489","14.6620"
"10.7800","9.0567","0.0353","9.0567","18.4832","14.6910"
"10.8000","9.0735","0.0353","9.0735","18.5174","14.7127"
"10.8200","9.0904","0.0354","9.0904","18.5518","14.7300"
"10.8400","9.1068","0.0354","9.1068","18.5853","14.7629"
"10.8600","9.1231","0.0355","9.1231","18.6186","14.7890"
"10.8800","9.1399","0.0355","9.1399","18.6528","14.8097"
"10.9000","9.1569","0.0356","9.1569","18.6875","14.8402"
"10.9200","9.1735","0.0357","9.1735","18.7214","14.8694"
"10.9400","9.1903","0.0357","9.1903","18.7557","14.8780"
"10.9600","9.2070","0.0357","9.2070","18.7899","14.8871"
"10.9800","9.2236","0.0358","9.2236","18.8236","14.9145"
"11.0000","9.2397","0.0358","9.2397","18.8566","14.9272"
"11.0200","9.2563","0.0359","9.2563","18.8903","14.9595"
"11.0400","9.2731","0.0360","9.2731","18.9248","15.0094"
"11.0600","9.2900","0.0360","9.2900","18.9592","15.0125"
"11.0800","9.3067","0.0360","9.3067","18.9932","15.0167"
"11.1000","9.3236","0.0361","9.3236","19.0277","15.0366"
"11.1200","9.3403","0.0361","9.3403","19.0619","15.0594"
"11.1400","9.3566","0.0362","9.3566","19.0951","15.0868"
"11.1600","9.3729","0.0363","9.3729","19.1284","15.1076"
"11.1800","9.3899","0.0363","9.3899","19.1631","15.1209"
"11.2000","9.4069","0.0363","9.4069","19.1978","15.1448"
"11.2200","9.4235","0.0364","9.4235","19.2317","15.1721"
"11.2400","9.4403","0.0365","9.4403","19.2659","15.2102"
"11.2600","9.4571","0.0365","9.4571","19.3002","15.2262"
"11.2800","9.4735","0.0366","9.4735","19.3336","15.2567"
"11.3000","9.4899","0.0367","9.4899","19.3671","15.2756"
"11.3200","9.5065","0.0367","9.5065","19.4011","15.2815"
"11.3400","9.5234","0.0367","9.5234","19.4356","15.3011"
"11.3600","9.5401","0.0368","9.5401","19.4695","15.3188"
"11.3800","9.5566","0.0368","9.5566","19.5033","15.3480"
"11.4000","9.5732","0.0369","9.5732","19.5372","15.3549"
"11.4200","9.5899","0.0369","9.5899","19.5712","15.3747"
"11.4400","9.6063","0.0369","9.6063","19.6047","15.3703"
"11.4600","9.6228","0.0370","9.6228","19.6384","15.4020"
"11.4800","9.6397","0.0370","9.6397","19.6729","15.4275"
"11.5000","9.6569","0.0371","9.6569","19.7080","15.4512"
"11.5200","9.6737","0.0372","9.6737","19.7423","15.4809"
"11.5400","9.6904","0.0372","9.6904","19.7762","15.4950"
"11.5600","9.7070","0.0372","9.7070","19.8102","15.4927"
"11.5800","9.7235","0.0372","9.7235","19.8439","15.5010"
"11.6000","9.7401","0.0373","9.7401","19.8777","15.5226"
"11.6200","9.7567","0.0373","9.7567","19.9116","15.5357"
"11.6400","9.7737","0.0370","9.7737","19.9463","15.4325"
"11.6600","9.7905","0.0367","9.7905","19.9805","15.2889"
"11.6800","9.8070","0.0365","9.8070","20.0143","15.2261"
"11.7000","9.8235","0.0366","9.8235","20.0480","15.2316"
"11.7200","9.8400","0.0366","9.8400","20.0817","15.2332"
"11.7400","9.8565","0.0366","9.8565","20.1152","15.2314"
"11.7600","9.8731","0.0366","9.8731","20.1492","15.2298"
"11.7800","9.8901","0.0366","9.8901","20.1839","15.2300"
"11.8000","9.9071","0.0366","9.9071","20.2186","15.2546"
"11.8200","9.9235","0.0367","9.9235","20.2521","15.2723"
"11.8400","9.9399","0.0367","9.9399","20.2856","15.3051"
"11.8600","9.9564","0.0368","9.9564","20.3193","15.3165"
"11.8800","9.9733","0.0368","9.9733","20.3537","15.3274"
"11.9000","9.9900","0.0368","9.9900","20.3877","15.3475"
"11.9200","10.0067","0.0369","10.0067","20.4219","15.3738"
"11.9400","10.0237","0.0369","10.0237","20.4566","15.3832"
"11.9600","10.0405","0.0369","10.0405","20.4908","15.3732"
"11.9800","10.0569","0.0369","10.0569","20.5243","15.3677"
"12.0000","10.0733","0.0369","10.0733","20.5578","15.3795"
"12.0200","10.0901","0.0370","10.0901","20.5920","15.4026"
"12.0400","10.1070","0.0370","10.1070","20.6265","15.4189"
"12.0600","10.1235","0.0370","10.1235","20.6602","15.4192"
"12.0800","10.1403","0.0371","10.1403","20.6944","15.4466"
"12.1000","10.1570","0.0371","10.1570","20.7286","15.4430"
"12.1200","10.1736","0.0370","10.1736","20.7624","15.4141"
"12.1400","10.1900","0.0370","10.1900","20.7958","15.4057"
"12.1600","10.2066","0.0370","10.2066","20.8298","15.4188"
"12.1800","10.2235","0.0371","10.2235","20.8643","15.4603"
"12.2000","10.2401","0.0372","10.2401","20.8982","15.5072"
"12.2200","10.2569","0.0372","10.2569","20.9325","15.5102"
"12.2400","10.2737","0.0373","10.2737","20.9667","15.5295"
"12.2600","10.2903","0.0373","10.2903","21.0006","15.5416"
"12.2800","10.3066","0.0373","10.3066","21.0339","15.5620"
"12.3000","10.3231","0.0374","10.3231","21.0676","15.5757"
"12.3200","10.3401","0.0375","10.3401","21.1023","15.6050"
"12.3400","10.3571","0.0375","10.3571","21.1370","15.6455"
"12.3600","10.3737","0.0376","10.3737","21.1707","15.6694"
"12.3800","10.3902","0.0377","10.3902","21.2045","15.6905"
"12.4000","10.4071","0.0377","10.4071","21.2389","15.7023"
"12.4200","10.4235","0.0377","10.4235","21.2724","15.7009"
"12.4400","10.4397","0.0377","10.4397","21.3054","15.7247"
"12.4600","10.4564","0.0378","10.4564","21.3396","15.7334"
"12.4800","10.4734","0.0378","10.4734","21.3743","15.7556"
"12.5000","10.4901","0.0378","10.4901","21.4083","15.7686"
"12.5200","10.5067","0.0378","10.5067","21.4423","15.7657"
"12.5400","10.5234","0.0378","10.5234","21.4762","15.7583"
"12.5600","10.5398","0.0378","10.5398","21.5097","15.7469"
"12.5800","10.5563","0.0378","10.5563","21.5434","15.7316"
"12.6000","10.5731","0.0378","10.5731","21.5777","15.7353"
"12.6200","10.5901","0.0379","10.5901","21.6124","15.7814"
"12.6400","10.6069","0.0379","10.6069","21.6468","15.7852"
"12.6600","10.6235","0.0379","10.6235","21.6805","15.7905"
"12.6800","10.6400","0.0380","10.6400","21.7143","15.8238"
"12.7000","10.6565","0.0380","10.6565","21.7480","15.8432"
"12.7200","10.6729","0.0380","10.6729","21.7815","15.8478"
"12.7400","10.6895","0.0381","10.6895","21.8152","15.8668"
"12.7600","10.7063","0.0381","10.7063","21.8497","15.8853"
"12.7800","10.7233","0.0382","10.7233","21.8844","15.9053"
"12.8000","10.7400","0.0382","10.7400","21.9183","15.9015"
"12.8200","10.7566","0.0382","10.7566","21.9523","15.9032"
"12.8400","10.7733","0.0382","10.7733","21.9863","15.9178"
"12.8600","10.7898","0.0382","10.7898","22.0200","15.9316"
"12.8800","10.8064","0.0383","10.8064","22.0540","15.9545"
"12.9000","10.8235","0.0383","10.8235","22.0887","15.9739"
"12.9200","10.8403","0.0384","10.8403","22.1231","15.9978"
"12.9400","10.8571","0.0384","10.8571","22.1573","16.0141"
"12.9600","10.8735","0.0385","10.8735","22.1908","16.0318"
"12.9800","10.8902","0.0385","10.8902","22.2248","16.0455"
"13.0000","10.9068","0.0386","10.9068","22.2588","16.0728"
"13.0200","10.9236","0.0386","10.9236","22.2930","16.0995"
"13.0400","10.9402","0.0386","10.9402","22.3270","16.0958"
"13.0600","10.9570","0.0386","10.9570","22.3612","16.1042"
"13.0800","10.9737","0.0385","10.9737","22.3954","16.0590"
"13.1000","10.9901","0.0380","10.9901","22.4289","15.8135"
"13.1200","11.0067","0.0376","11.0067","22.4626","15.6660"
"13.1400","11.0232","0.0375","11.0232","22.4963","15.6362"
"13.1600","11.0400","0.0375","11.0400","22.5305","15.6361"
"13.1800","11.0566","0.0376","11.0566","22.5645","15.6521"
"13.2000","11.0734","0.0376","11.0734","22.5987","15.6852"
"13.2200","11.0904","0.0377","11.0904","22.6334","15.7007"
"13.2400","11.1069","0.0377","11.1069","22.6671","15.6879"
"13.2600","11.1234","0.0376","11.1234","22.7009","15.6524"
"13.2800","11.1400","0.0376","11.1400","22.7346","15.6533"
"13.3000","11.1567","0.0376","11.1567","22.7688","15.6713"
"13.3200","11.1736","0.0376","11.1736","22.8033","15.6462"
"13.3400","11.1902","0.0375","11.1902","22.8372","15.6340"
"13.3600","11.2071","0.0375","11.2071","22.8717","15.6391"
"13.3800","11.2238","0.0376","11.2238","22.9057","15.6509"
"13.4000","11.2401","0.0376","11.2401","22.9389","15.6609"
"13.4200","11.2564","0.0376","11.2564","22.9722","15.6523"
"13.4400","11.2730","0.0376","11.2730","23.0061","15.6618"
"13.4600","11.2900","0.0376","11.2900","23.0408","15.6862"
"13.4800","11.3065","0.0377","11.3065","23.0746","15.7155"
"13.5000","11.3233","0.0378","11.3233","23.1088","15.7338"
"13.5200","11.3402","0.0378","11.3402","23.1432","15.7423"
"13.5400","11.3567","0.0378","11.3567","23.1770","15.7668"
"13.5600","11.3731","0.0378","11.3731","23.2104","15.7623"
"13.5800","11.3899","0.0379","11.3899","23.2447","15.7754"
"13.6000","11.4068","0.0379","11.4068","23.2791","15.7950"
"13.6200","11.4235","0.0379","11.4235","23.3133","15.8075"
"13.6400","11.4402","0.0380","11.4402","23.3473","15.8200"
"13.6600","11.4569","0.0380","11.4569","23.3815","15.8197"
"13.6800","11.4736","0.0380","11.4736","23.4155","15.8318"
"13.7000","11.4899","0.0380","11.4899","23.4487","15.8413"
"13.7200","11.5064","0.0374","11.5064","23.4825","15.5999"
"13.7400","11.5234","0.0370","11.5234","23.5171","15.4051"
"13.7600","11.5402","0.0369","11.5402","23.5514","15.3619"
"13.7800","11.5568","0.0369","11.5568","23.5853","15.3754"
"13.8000","11.5735","0.0370","11.5735","23.6193","15.4168"
"13.8200","11.5902","0.0370","11.5902","23.6535","15.4262"
"13.8400","11.6066","0.0370","11.6066","23.6870","15.4078"
"13.8600","11.6229","0.0370","11.6229","23.7202","15.3979"
"13.8800","11.6399","0.0370","11.6399","23.7549","15.4206"
"13.9000","11.6569","0.0371","11.6569","23.7896","15.4423"
"13.9200","11.6737","0.0371","11.6737","23.8238","15.4640"
"13.9400","11.6902","0.0372","11.6902","23.8576","15.4904"
"13.9600","11.7069","0.0372","11.7069","23.8916","15.5014"
"13.9800","11.7234","0.0372","11.7234","23.9253","15.5062"
"14.0000","11.7398","0.0373","11.7398","23.9588","15.5312"
"14.0200","11.7566","0.0373","11.7566","23.9930","15.5434"
"14.0400","11.7734","0.0374","11.7734","24.0274","15.5711"
"14.0600","11.7903","0.0374","11.7903","24.0619","15.5759"
"14.0800","11.8067","0.0374","11.8067","24.0954","15.5886"
"14.1000","11.8234","0.0374","11.8234","24.1293","15.5965"
"14.1200","11.8400","0.0375","11.8400","24.1633","15.6135"
"14.1400","11.8566","0.0375","11.8566","24.1970","15.6379"
"14.1600","11.8731","0.0375","11.8731","24.2308","15.6378"
"14.1800","11.8900","0.0375","11.8900","24.2652","15.6409"
"14.2000","11.9068","0.0376","11.9068","24.2997","15.6823"
"14.2200","11.9235","0.0376","11.9235","24.3337","15.6474"
"14.2400","11.9399","0.0375","11.9399","24.3671","15.6371"
"14.2600","11.9565","0.0376","11.9565","24.4011","15.6535"
"14.2800","11.9731","0.0376","11.9731","24.4348","15.6736"
"14.3000","11.9897","0.0376","11.9897","24.4688","15.6578"
"14.3200","12.0064","0.0375","12.0064","24.5028","15.6111"
"14.3400","12.0236","0.0374","12.0236","24.5380","15.5783"
"14.3600","12.0406","0.0374","12.0406","24.5727","15.5737"
"14.3800","12.0570","0.0369","12.0570","24.6061","15.3751"
"14.4000","12.0734","0.0364","12.0734","24.6396","15.1845"
"14.4200","12.0903","0.0363","12.0903","24.6741","15.1145"
"14.4400","12.1069","0.0363","12.1069","24.7081","15.1248"
"14.4600","12.1236","0.0363","12.1236","24.7420","15.1365"
"14.4800","12.1405","0.0363","12.1405","24.7765","15.1242"
"14.5000","12.1571","0.0357","12.1571","24.8105","14.8723"
"14.5200","12.1735","0.0347","12.1735","24.8439","14.4593"
"14.5400","12.1898","0.0342","12.1898","24.8772","14.2312"
"14.5600","12.2065","0.0340","12.2065","24.9112","14.1638"
"14.5800","12.2234","0.0341","12.2234","24.9456","14.1888"
"14.6000","12.2401","0.0342","12.2401","24.9798","14.2348"
"14.6200","12.2569","0.0342","12.2569","25.0140","14.2354"
"14.6400","12.2736","0.0342","12.2736","25.0483","14.2341"
"14.6600","12.2903","0.0341","12.2903","25.0822","14.2153"
"14.6800","12.3068","0.0341","12.3068","25.1160","14.2224"
"14.7000","12.3232","0.0342","12.3232","25.1494","14.2431"
"14.7200","12.3400","0.0342","12.3400","25.1837","14.2497"
"14.7400","12.3569","0.0336","12.3569","25.2181","14.0002"
"14.7600","12.3734","0.0330","12.3734","25.2518","13.7418"
"14.7800","12.3900","0.0328","12.3900","25.2858","13.6676"
"14.8000","12.4068","0.0328","12.4068","25.3200","13.6699"
"14.8200","12.4233","0.0328","12.4233","25.3538","13.6703"
"14.8400","12.4394","0.0329","12.4394","25.3865","13.6913"
"14.8600","12.4563","0.0329","12.4563","25.4210","13.6943"
"14.8800","12.4732","0.0329","12.4732","25.4554","13.7021"
"14.9000","12.4899","0.0329","12.4899","25.4896","13.7126"
"14.9200","12.5067","0.0329","12.5067","25.5238","13.7280"
"14.9400","12.5236","0.0320","12.5236","25.5583","13.3405"
"14.9600","12.5401","0.0301","12.5401","25.5920","12.5606"
"14.9800","12.5564","0.0288","12.5564","25.6253","11.9806"
"15.0000","12.5732","0.0279","12.5731","25.6595","11.6079"
"15.0200","12.5903","0.0269","12.5903","25.6944","11.1968"
"15.0400","12.6070","0.0261","12.6070","25.7286","10.8955"
"15.0600","12.6236","0.0253","12.6236","25.7624","10.5373"
"15.0800","12.6403","0.0249","12.6403","25.7966","10.3773"
"15.1000","12.6570","0.0248","12.6570","25.8306","10.3517"
"15.1200","12.6733","0.0249","12.6733","25.8638","10.3576"
"15.1400","12.6899","0.0249","12.6899","25.8978","10.3818"
"15.1600","12.7069","0.0249","12.7069","25.9325","10.3816"
"15.1800","12.7237","0.0249","12.7237","25.9667","10.3932"
"15.2000","12.7402","0.0250","12.7402","26.0004","10.4008"
"15.2200","12.7567","0.0249","12.7567","26.0341","10.3819"
"15.2400","12.7735","0.0242","12.7735","26.0683","10.1001"
"15.2600","12.7899","0.0236","12.7899","26.1018","9.8322"
"15.2660","12.7949","0.0231","12.7949","26.1120","9.6341"

