Results Table 1


Results Table 2


1,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
"","8.3200","7.0399","0.0289","7.0399","14.3671","12.0459"
"","8.3400","7.0564","0.0289","7.0564","14.4008","12.0532"
"","8.3600","7.0733","0.0290","7.0733","14.4353","12.0919"
"","8.3800","7.0902","0.0291","7.0902","14.4698","12.1224"
"","8.4000","7.1065","0.0291","7.1065","14.5030","12.1403"
"","8.4200","7.1225","0.0292","7.1225","14.5358","12.1805"
"","8.4400","7.1393","0.0293","7.1393","14.5700","12.2127"
"","8.4600","7.1564","0.0294","7.1564","14.6049","12.2481"
"","8.4800","7.1731","0.0295","7.1731","14.6389","12.2779"
"","8.5000","7.1897","0.0295","7.1897","14.6729","12.3088"
"","8.5200","7.2067","0.0296","7.2067","14.7076","12.3433"
"","8.5400","7.2233","0.0297","7.2233","14.7415","12.3731"
"","8.5600","7.2396","0.0298","7.2396","14.7748","12.4129"
"","8.5800","7.2563","0.0299","7.2563","14.8087","12.4527"
"","8.6000","7.2734","0.0300","7.2734","14.8437","12.4913"
"","8.6200","7.2903","0.0301","7.2903","14.8781","12.5368"
"","8.6400","7.3068","0.0302","7.3068","14.9119","12.5729"
"","8.6600","7.3236","0.0303","7.3236","14.9461","12.6185"
"","8.6800","7.3403","0.0303","7.3403","14.9803","12.6333"
"","8.7000","7.3565","0.0304","7.3565","15.0133","12.6691"
"","8.7200","7.3728","0.0304","7.3728","15.0465","12.6772"
"","8.7400","7.3897","0.0305","7.3897","15.0810","12.7049"
"","8.7600","7.4067","0.0306","7.4067","15.1157","12.7433"
"","8.7800","7.4235","0.0307","7.4235","15.1499","12.7833"
"","8.8000","7.4399","0.0308","7.4399","15.1834","12.8132"
"","8.8200","7.4566","0.0308","7.4566","15.2176","12.8479"
"","8.8400","7.4732","0.0309","7.4732","15.2513","12.8705"
"","8.8600","7.4896","0.0310","7.4896","15.2848","12.8985"
"","8.8800","7.5063","0.0310","7.5063","15.3190","12.9268"
"","8.9000","7.5233","0.0311","7.5233","15.3537","12.9558"
"","8.9200","7.5402","0.0312","7.5402","15.3882","12.9953"
"","8.9400","7.5567","0.0313","7.5567","15.4219","13.0216"
"","8.9600","7.5734","0.0313","7.5734","15.4559","13.0549"
"","8.9800","7.5900","0.0314","7.5900","15.4899","13.0900"
"","9.0000","7.6064","0.0315","7.6064","15.5233","13.1135"
"","9.0200","7.6230","0.0315","7.6230","15.5571","13.1447"
"","9.0400","7.6400","0.0316","7.6400","15.5918","13.1815"
"","9.0600","7.6570","0.0317","7.6570","15.6265","13.2182"
"","9.0800","7.6734","0.0317","7.6734","15.6599","13.2240"
"","9.1000","7.6899","0.0318","7.6899","15.6937","13.2486"
"","9.1200","7.7065","0.0319","7.7065","15.7276","13.2891"
"","9.1400","7.7230","0.0320","7.7230","15.7611","13.3174"
"","9.1600","7.7395","0.0320","7.7395","15.7949","13.3422"
"","9.1800","7.7564","0.0321","7.7564","15.8293","13.3733"
"","9.2000","7.7734","0.0322","7.7734","15.8640","13.4082"
"","9.2200","7.7900","0.0322","7.7900","15.8980","13.4350"
"","9.2400","7.8064","0.0323","7.8064","15.9315","13.4703"
"","9.2600","7.8229","0.0324","7.8229","15.9652","13.4985"
"","9.2800","7.8399","0.0324","7.8399","15.9999","13.5128"
"","9.3000","7.8566","0.0324","7.8566","16.0339","13.5157"
"","9.3200","7.8732","0.0325","7.8732","16.0678","13.5425"
"","9.3400","7.8902","0.0326","7.8902","16.1025","13.5750"
"","9.3600","7.9072","0.0326","7.9072","16.1372","13.5960"
"","9.3800","7.9235","0.0327","7.9235","16.1705","13.6184"
"","9.4000","7.9397","0.0327","7.9397","16.2035","13.6449"
"","9.4200","7.9565","0.0328","7.9565","16.2377","13.6736"
"","9.4400","7.9731","0.0329","7.9731","16.2717","13.6941"
"","9.4600","7.9898","0.0330","7.9898","16.3056","13.7332"
"","9.4800","8.0064","0.0331","8.0064","16.3396","13.7815"
"","9.5000","8.0233","0.0332","8.0233","16.3741","13.8165"
"","9.5200","8.0399","0.0332","8.0399","16.4080","13.8467"
"","9.5400","8.0563","0.0333","8.0563","16.4415","13.8679"
"","9.5600","8.0729","0.0333","8.0729","16.4753","13.8854"
"","9.5800","8.0896","0.0334","8.0896","16.5095","13.9148"
"","9.6000","8.1065","0.0335","8.1065","16.5439","13.9497"
"","9.6200","8.1233","0.0336","8.1233","16.5781","13.9900"
"","9.6400","8.1403","0.0337","8.1403","16.6128","14.0252"
"","9.6600","8.1570","0.0337","8.1570","16.6470","14.0609"
"","9.6800","8.1732","0.0338","8.1732","16.6800","14.0956"
"","9.7000","8.1895","0.0339","8.1895","16.7133","14.1233"
"","9.7200","8.2063","0.0340","8.2063","16.7475","14.1503"
"","9.7400","8.2233","0.0340","8.2233","16.7822","14.1682"
"","9.7600","8.2400","0.0341","8.2400","16.8164","14.2045"
"","9.7800","8.2567","0.0342","8.2567","16.8504","14.2366"
"","9.8000","8.2734","0.0342","8.2734","16.8846","14.2524"
"","9.8200","8.2897","0.0342","8.2897","16.9178","14.2705"
"","9.8400","8.3059","0.0343","8.3059","16.9508","14.2961"
"","9.8600","8.3227","0.0343","8.3227","16.9851","14.3113"
"","9.8800","8.3398","0.0345","8.3398","17.0200","14.3748"
"","9.9000","8.3567","0.0346","8.3567","17.0544","14.4176"
"","9.9200","8.3733","0.0347","8.3733","17.0884","14.4584"
"","9.9400","8.3902","0.0348","8.3902","17.1229","14.4831"
"","9.9600","8.4069","0.0348","8.4069","17.1568","14.5060"
"","9.9800","8.4231","0.0349","8.4231","17.1901","14.5220"
"","10.0000","8.4397","0.0349","8.4397","17.2238","14.5482"
"","10.0200","8.4567","0.0350","8.4567","17.2585","14.5760"
"","10.0400","8.4736","0.0351","8.4736","17.2930","14.6089"
"","10.0600","8.4901","0.0352","8.4901","17.3267","14.6546"
"","10.0800","8.5068","0.0352","8.5068","17.3609","14.6850"
"","10.1000","8.5235","0.0353","8.5235","17.3949","14.7156"
"","10.1200","8.5399","0.0354","8.5399","17.4284","14.7492"
"","10.1400","8.5563","0.0355","8.5563","17.4619","14.7736"
"","10.1600","8.5731","0.0355","8.5731","17.4961","14.8007"
"","10.1800","8.5900","0.0356","8.5900","17.5305","14.8167"
"","10.2000","8.6066","0.0356","8.6066","17.5645","14.8483"
"","10.2200","8.6232","0.0357","8.6232","17.5985","14.8790"
"","10.2400","8.6399","0.0358","8.6399","17.6324","14.9050"
"","10.2600","8.6565","0.0358","8.6565","17.6664","14.9208"
"","10.2800","8.6731","0.0358","8.6731","17.7001","14.9340"
"","10.3000","8.6897","0.0359","8.6897","17.7341","14.9741"
"","10.3200","8.7067","0.0360","8.7067","17.7688","15.0037"
"","10.3400","8.7236","0.0361","8.7236","17.8033","15.0280"
"","10.3600","8.7401","0.0361","8.7401","17.8370","15.0296"
"","10.3800","8.7567","0.0360","8.7567","17.8707","14.9891"
"","10.4000","8.7733","0.0359","8.7733","17.9047","14.9779"
"","10.4200","8.7898","0.0360","8.7898","17.9384","15.0141"
"","10.4400","8.8065","0.0361","8.8065","17.9724","15.0448"
"","10.4600","8.8234","0.0362","8.8234","18.0068","15.0684"
"","10.4800","8.8401","0.0362","8.8401","18.0411","15.1021"
"","10.5000","8.8566","0.0363","8.8566","18.0748","15.1107"
"","10.5200","8.8731","0.0363","8.8731","18.1083","15.1308"
"","10.5400","8.8896","0.0364","8.8896","18.1420","15.1527"
"","10.5600","8.9065","0.0364","8.9065","18.1765","15.1736"
"","10.5800","8.9231","0.0365","8.9231","18.2104","15.1963"
"","10.6000","8.9399","0.0365","8.9399","18.2446","15.2187"
"","10.6200","8.9568","0.0367","8.9568","18.2791","15.2745"
"","10.6400","8.9736","0.0367","8.9736","18.3135","15.2988"
"","10.6600","8.9900","0.0367","8.9900","18.3470","15.3013"
"","10.6800","9.0065","0.0368","9.0065","18.3805","15.3245"
"","10.7000","9.0232","0.0368","9.0232","18.4147","15.3492"
"","10.7200","9.0399","0.0369","9.0399","18.4487","15.3811"
"","10.7400","9.0566","0.0370","9.0566","18.4829","15.4227"
"","10.7600","9.0734","0.0371","9.0734","18.5171","15.4541"
"","10.7800","9.0903","0.0372","9.0903","18.5516","15.4817"
"","10.8000","9.1066","0.0372","9.1066","18.5848","15.5028"
"","10.8200","9.1229","0.0373","9.1229","18.6181","15.5338"
"","10.8400","9.1396","0.0373","9.1396","18.6523","15.5606"
"","10.8600","9.1566","0.0374","9.1566","18.6870","15.5826"
"","10.8800","9.1734","0.0374","9.1734","18.7212","15.5973"
"","10.9000","9.1900","0.0375","9.1900","18.7552","15.6213"
"","10.9200","9.2069","0.0375","9.2069","18.7896","15.6419"
"","10.9400","9.2233","0.0376","9.2233","18.8231","15.6796"
"","10.9600","9.2395","0.0377","9.2395","18.8561","15.7144"
"","10.9800","9.2560","0.0378","9.2560","18.8898","15.7384"
"","11.0000","9.2731","0.0378","9.2731","18.9248","15.7566"
"","11.0200","9.2900","0.0379","9.2900","18.9592","15.7767"
"","11.0400","9.3066","0.0379","9.3066","18.9930","15.8016"
"","11.0600","9.3234","0.0380","9.3234","19.0274","15.8334"
"","11.0800","9.3401","0.0381","9.3401","19.0614","15.8574"
"","11.1000","9.3564","0.0381","9.3564","19.0946","15.8799"
"","11.1200","9.3728","0.0382","9.3728","19.1281","15.9050"
"","11.1400","9.3897","0.0382","9.3897","19.1626","15.9251"
"","11.1600","9.4067","0.0383","9.4067","19.1973","15.9499"
"","11.1800","9.4233","0.0384","9.4233","19.2312","15.9827"
"","11.2000","9.4401","0.0384","9.4401","19.2655","16.0104"
"","11.2200","9.4568","0.0385","9.4568","19.2997","16.0366"
"","11.2400","9.4735","0.0385","9.4735","19.3336","16.0356"
"","11.2600","9.4898","0.0385","9.4898","19.3669","16.0501"
"","11.2800","9.5063","0.0386","9.5063","19.4006","16.0792"
"","11.3000","9.5233","0.0386","9.5233","19.4353","16.0979"
"","11.3200","9.5399","0.0387","9.5399","19.4693","16.1141"
"","11.3400","9.5565","0.0387","9.5565","19.5030","16.1352"
"","11.3600","9.5732","0.0387","9.5732","19.5372","16.1457"
"","11.3800","9.5900","0.0388","9.5900","19.5714","16.1686"
"","11.4000","9.6063","0.0389","9.6063","19.6047","16.1876"
"","11.4200","9.6229","0.0388","9.6229","19.6387","16.1582"
"","11.4400","9.6399","0.0388","9.6399","19.6734","16.1624"
"","11.4600","9.6569","0.0388","9.6569","19.7080","16.1824"
"","11.4800","9.6735","0.0389","9.6735","19.7418","16.2134"
"","11.5000","9.6900","0.0390","9.6900","19.7755","16.2329"
"","11.5200","9.7066","0.0391","9.7066","19.8095","16.2768"
"","11.5400","9.7231","0.0391","9.7231","19.8430","16.3082"
"","11.5600","9.7396","0.0392","9.7396","19.8767","16.3128"
"","11.5800","9.7565","0.0392","9.7565","19.9112","16.3247"
"","11.6000","9.7736","0.0392","9.7736","19.9461","16.3396"
"","11.6200","9.7902","0.0393","9.7902","19.9801","16.3719"
"","11.6400","9.8066","0.0393","9.8066","20.0135","16.3846"
"","11.6600","9.8232","0.0393","9.8232","20.0473","16.3876"
"","11.6800","9.8398","0.0394","9.8398","20.0812","16.4069"
"","11.7000","9.8563","0.0394","9.8563","20.1150","16.4230"
"","11.7200","9.8730","0.0395","9.8730","20.1489","16.4501"
"","11.7400","9.8900","0.0395","9.8900","20.1836","16.4722"
"","11.7600","9.9070","0.0397","9.9070","20.2183","16.5229"
"","11.7800","9.9234","0.0397","9.9234","20.2518","16.5263"
"","11.8000","9.9397","0.0397","9.9397","20.2851","16.5487"
"","11.8200","9.9562","0.0398","9.9562","20.3188","16.5989"
"","11.8400","9.9731","0.0398","9.9731","20.3533","16.5978"
"","11.8600","9.9899","0.0398","9.9899","20.3875","16.6033"
"","11.8800","10.0066","0.0399","10.0066","20.4217","16.6189"
"","11.9000","10.0236","0.0399","10.0236","20.4564","16.6337"
"","11.9200","10.0403","0.0400","10.0403","20.4903","16.6564"
"","11.9400","10.0567","0.0400","10.0567","20.5238","16.6829"
"","11.9600","10.0731","0.0401","10.0731","20.5573","16.7123"
"","11.9800","10.0899","0.0402","10.0899","20.5915","16.7297"
"","12.0000","10.1066","0.0402","10.1066","20.6257","16.7600"
"","12.0200","10.1233","0.0403","10.1233","20.6597","16.7930"
"","12.0400","10.1400","0.0403","10.1400","20.6939","16.8098"
"","12.0600","10.1568","0.0403","10.1568","20.7281","16.8093"
"","12.0800","10.1733","0.0403","10.1733","20.7619","16.7920"
"","12.1000","10.1897","0.0403","10.1897","20.7954","16.7890"
"","12.1200","10.2064","0.0404","10.2064","20.8293","16.8158"
"","12.1400","10.2233","0.0404","10.2233","20.8638","16.8321"
"","12.1600","10.2400","0.0404","10.2400","20.8980","16.8523"
"","12.1800","10.2567","0.0405","10.2567","20.9320","16.8664"
"","12.2000","10.2735","0.0406","10.2735","20.9664","16.8995"
"","12.2200","10.2901","0.0406","10.2901","21.0002","16.9295"
"","12.2400","10.3064","0.0407","10.3064","21.0334","16.9549"
"","12.2600","10.3229","0.0407","10.3229","21.0671","16.9767"
"","12.2800","10.3399","0.0408","10.3399","21.1018","16.9873"
"","12.3000","10.3568","0.0408","10.3568","21.1363","17.0088"
"","12.3200","10.3733","0.0409","10.3733","21.1700","17.0481"
"","12.3400","10.3901","0.0410","10.3901","21.2042","17.0744"
"","12.3600","10.4067","0.0410","10.4067","21.2382","17.0938"
"","12.3800","10.4231","0.0411","10.4231","21.2717","17.1078"
"","12.4000","10.4395","0.0411","10.4395","21.3052","17.1237"
"","12.4200","10.4563","0.0412","10.4563","21.3394","17.1547"
"","12.4400","10.4733","0.0413","10.4733","21.3741","17.1894"
"","12.4600","10.4899","0.0413","10.4899","21.4080","17.2130"
"","12.4800","10.5065","0.0413","10.5065","21.4418","17.2284"
"","12.5000","10.5230","0.0414","10.5230","21.4755","17.2378"
"","12.5200","10.5395","0.0414","10.5395","21.5092","17.2531"
"","12.5400","10.5561","0.0415","10.5561","21.5430","17.2722"
"","12.5600","10.5728","0.0415","10.5728","21.5772","17.3005"
"","12.5800","10.5898","0.0415","10.5898","21.6119","17.3118"
"","12.6000","10.6067","0.0416","10.6067","21.6463","17.3243"
"","12.6200","10.6232","0.0417","10.6232","21.6801","17.3554"
"","12.6400","10.6399","0.0417","10.6399","21.7140","17.3900"
"","12.6600","10.6565","0.0418","10.6565","21.7480","17.4055"
"","12.6800","10.6729","0.0418","10.6729","21.7815","17.4355"
"","12.7000","10.6895","0.0419","10.6895","21.8152","17.4490"
"","12.7200","10.7063","0.0419","10.7063","21.8497","17.4715"
"","12.7400","10.7232","0.0420","10.7232","21.8841","17.4961"
"","12.7600","10.7400","0.0421","10.7400","21.9183","17.5236"
"","12.7800","10.7565","0.0421","10.7565","21.9521","17.5438"
"","12.8000","10.7730","0.0421","10.7730","21.9858","17.5468"
"","12.8200","10.7896","0.0421","10.7896","22.0195","17.5549"
"","12.8400","10.8063","0.0422","10.8063","22.0537","17.5737"
"","12.8600","10.8233","0.0423","10.8233","22.0884","17.6068"
"","12.8800","10.8401","0.0423","10.8401","22.1226","17.6276"
"","12.9000","10.8569","0.0423","10.8569","22.1569","17.6453"
"","12.9200","10.8734","0.0424","10.8734","22.1906","17.6649"
"","12.9400","10.8899","0.0424","10.8899","22.2243","17.6588"
"","12.9600","10.9064","0.0424","10.9064","22.2580","17.6484"
"","12.9800","10.9232","0.0424","10.9232","22.2923","17.6483"
"","13.0000","10.9399","0.0423","10.9399","22.3262","17.6238"
"","13.0200","10.9566","0.0423","10.9566","22.3604","17.6175"
"","13.0400","10.9735","0.0423","10.9735","22.3949","17.6237"
"","13.0600","10.9900","0.0423","10.9900","22.4286","17.6191"
"","13.0800","11.0066","0.0423","11.0066","22.4624","17.6187"
"","13.1000","11.0231","0.0423","11.0231","22.4961","17.6368"
"","13.1200","11.0398","0.0423","11.0398","22.5303","17.6418"
"","13.1400","11.0565","0.0424","11.0565","22.5643","17.6465"
"","13.1600","11.0733","0.0424","11.0733","22.5985","17.6710"
"","13.1800","11.0901","0.0424","11.0901","22.6329","17.6839"
"","13.2000","11.1068","0.0424","11.1068","22.6669","17.6782"
"","13.2200","11.1232","0.0425","11.1232","22.7004","17.6913"
"","13.2400","11.1398","0.0425","11.1398","22.7344","17.7110"
"","13.2600","11.1566","0.0425","11.1566","22.7686","17.7191"
"","13.2800","11.1734","0.0425","11.1734","22.8028","17.7209"
"","13.3000","11.1900","0.0426","11.1900","22.8368","17.7313"
"","13.3200","11.2069","0.0426","11.2069","22.8712","17.7574"
"","13.3400","11.2234","0.0427","11.2234","22.9049","17.8018"
"","13.3600","11.2398","0.0427","11.2398","22.9384","17.7999"
"","13.3800","11.2561","0.0427","11.2561","22.9717","17.8083"
"","13.4000","11.2728","0.0428","11.2728","23.0057","17.8297"
"","13.4200","11.2898","0.0429","11.2898","23.0403","17.8630"
"","13.4400","11.3064","0.0430","11.3064","23.0743","17.8961"
"","13.4600","11.3232","0.0430","11.3232","23.1085","17.9129"
"","13.4800","11.3399","0.0430","11.3399","23.1427","17.9348"
"","13.5000","11.3565","0.0431","11.3565","23.1765","17.9551"
"","13.5200","11.3729","0.0431","11.3729","23.2100","17.9774"
"","13.5400","11.3898","0.0432","11.3898","23.2444","17.9932"
"","13.5600","11.4068","0.0432","11.4068","23.2791","18.0122"
"","13.5800","11.4234","0.0433","11.4234","23.3131","18.0334"
"","13.6000","11.4399","0.0433","11.4399","23.3468","18.0445"
"","13.6200","11.4567","0.0434","11.4567","23.3810","18.0755"
"","13.6400","11.4733","0.0434","11.4733","23.4150","18.1005"
"","13.6600","11.4896","0.0435","11.4896","23.4482","18.1310"
"","13.6800","11.5063","0.0435","11.5063","23.4822","18.1428"
"","13.7000","11.5230","0.0436","11.5230","23.5164","18.1705"
"","13.7200","11.5399","0.0436","11.5399","23.5509","18.1580"
"","13.7400","11.5565","0.0436","11.5565","23.5846","18.1745"
"","13.7600","11.5732","0.0437","11.5732","23.6188","18.2092"
"","13.7800","11.5899","0.0438","11.5899","23.6528","18.2437"
"","13.8000","11.6063","0.0438","11.6063","23.6863","18.2677"
"","13.8200","11.6228","0.0439","11.6228","23.7200","18.2824"
"","13.8400","11.6398","0.0439","11.6398","23.7547","18.2910"
"","13.8600","11.6568","0.0439","11.6568","23.7894","18.2996"
"","13.8800","11.6734","0.0440","11.6734","23.8234","18.3149"
"","13.9000","11.6901","0.0440","11.6901","23.8573","18.3354"
"","13.9200","11.7067","0.0440","11.7067","23.8913","18.3519"
"","13.9400","11.7232","0.0441","11.7232","23.9248","18.3705"
"","13.9600","11.7396","0.0441","11.7396","23.9583","18.3940"
"","13.9800","11.7563","0.0442","11.7563","23.9925","18.4053"
"","14.0000","11.7733","0.0440","11.7733","24.0272","18.3515"
"","14.0200","11.7901","0.0437","11.7901","24.0614","18.1910"
"","14.0400","11.8066","0.0434","11.8066","24.0951","18.0932"
"","14.0600","11.8231","0.0434","11.8231","24.1289","18.0750"
"","14.0800","11.8399","0.0434","11.8399","24.1631","18.0903"
"","14.1000","11.8563","0.0434","11.8563","24.1966","18.0967"
"","14.1200","11.8730","0.0435","11.8730","24.2305","18.1072"
"","14.1400","11.8897","0.0435","11.8897","24.2647","18.1249"
"","14.1600","11.9067","0.0435","11.9067","24.2994","18.1250"
"","14.1800","11.9234","0.0435","11.9234","24.3334","18.1333"
"","14.2000","11.9398","0.0435","11.9398","24.3669","18.1367"
"","14.2200","11.9563","0.0435","11.9563","24.4006","18.1357"
"","14.2400","11.9730","0.0435","11.9730","24.4346","18.1388"
"","14.2600","11.9897","0.0436","11.9897","24.4688","18.1544"
"","14.2800","12.0065","0.0436","12.0065","24.5030","18.1820"
"","14.3000","12.0235","0.0436","12.0235","24.5377","18.1858"
"","14.3200","12.0404","0.0436","12.0404","24.5722","18.1821"
"","14.3400","12.0567","0.0436","12.0567","24.6054","18.1832"
"","14.3600","12.0732","0.0437","12.0732","24.6392","18.1927"
"","14.3800","12.0899","0.0437","12.0899","24.6734","18.2048"
"","14.4000","12.1067","0.0437","12.1067","24.7076","18.2104"
"","14.4200","12.1232","0.0437","12.1232","24.7413","18.2075"
"","14.4400","12.1401","0.0431","12.1401","24.7758","17.9719"
"","14.4600","12.1569","0.0428","12.1569","24.8100","17.8261"
"","14.4800","12.1734","0.0424","12.1734","24.8437","17.6813"
"","14.5000","12.1897","0.0417","12.1897","24.8770","17.3546"
"","14.5200","12.2064","0.0414","12.2064","24.9109","17.2305"
"","14.5400","12.2232","0.0413","12.2232","24.9454","17.2261"
"","14.5600","12.2400","0.0413","12.2400","24.9796","17.2094"
"","14.5800","12.2566","0.0404","12.2566","25.0136","16.8509"
"","14.6000","12.2735","0.0398","12.2735","25.0480","16.5911"
"","14.6200","12.2903","0.0397","12.2903","25.0822","16.5281"
"","14.6400","12.3066","0.0397","12.3066","25.1155","16.5379"
"","14.6600","12.3230","0.0397","12.3230","25.1490","16.5623"
"","14.6800","12.3399","0.0398","12.3399","25.1834","16.5831"
"","14.7000","12.3568","0.0398","12.3568","25.2179","16.5986"
"","14.7200","12.3732","0.0392","12.3732","25.2514","16.3467"
"","14.7400","12.3898","0.0386","12.3898","25.2853","16.1041"
"","14.7600","12.4067","0.0385","12.4067","25.3198","16.0309"
"","14.7800","12.4231","0.0385","12.4231","25.3533","16.0389"
"","14.8000","12.4393","0.0384","12.4393","25.3863","15.9941"
"","14.8200","12.4560","0.0382","12.4560","25.4205","15.9221"
"","14.8400","12.4729","0.0381","12.4729","25.4549","15.8686"
"","14.8600","12.4897","0.0381","12.4897","25.4892","15.8728"
"","14.8800","12.5064","0.0380","12.5064","25.5234","15.8392"
"","14.9000","12.5233","0.0380","12.5233","25.5578","15.8466"
"","14.9200","12.5399","0.0381","12.5399","25.5915","15.8588"
"","14.9400","12.5562","0.0381","12.5562","25.6248","15.8905"
"","14.9600","12.5729","0.0382","12.5729","25.6590","15.9180"
"","14.9800","12.5901","0.0382","12.5901","25.6942","15.9327"
"","15.0000","12.6068","0.0383","12.6068","25.7282","15.9584"
"","15.0200","12.6233","0.0384","12.6233","25.7619","15.9866"
"","15.0400","12.6400","0.0384","12.6400","25.7959","15.9908"
"","15.0600","12.6567","0.0381","12.6567","25.8301","15.8847"
"","15.0800","12.6730","0.0376","12.6730","25.8633","15.6732"
"","15.1000","12.6897","0.0372","12.6897","25.8973","15.5053"
"","15.1200","12.7067","0.0353","12.7067","25.9320","14.7232"
"","15.1400","12.7234","0.0334","12.7234","25.9662","13.9139"
"","15.1600","12.7400","0.0326","12.7400","25.9999","13.5949"
"","15.1800","12.7565","0.0326","12.7565","26.0337","13.5821"
"","15.2000","12.7730","0.0327","12.7730","26.0674","13.6450"
"","15.2200","12.7897","0.0328","12.7897","26.1014","13.6837"
"","15.2400","12.8063","0.0329","12.8063","26.1353","13.6961"
"","15.2600","12.8231","0.0329","12.8231","26.1695","13.7188"
"","15.2800","12.8400","0.0330","12.8400","26.2040","13.7420"
"","15.3000","12.8567","0.0330","12.8567","26.2382","13.7404"
"","15.3200","12.8732","0.0330","12.8732","26.2719","13.7597"
"","15.3400","12.8898","0.0331","12.8898","26.3057","13.7739"
"","15.3600","12.9063","0.0331","12.9063","26.3394","13.7795"
"","15.3800","12.9229","0.0331","12.9229","26.3734","13.7874"
"","15.4000","12.9396","0.0331","12.9396","26.4073","13.8073"
"","15.4200","12.9567","0.0331","12.9567","26.4423","13.8062"
"","15.4400","12.9737","0.0325","12.9737","26.4770","13.5362"
"","15.4600","12.9904","0.0319","12.9904","26.5109","13.2883"
"","15.4800","13.0067","0.0311","13.0067","26.5442","12.9485"
"","15.5000","13.0232","0.0306","13.0232","26.5779","12.7632"
"","15.5200","13.0397","0.0306","13.0397","26.6116","12.7426"
"","15.5400","13.0564","0.0306","13.0564","26.6456","12.7692"
"","15.5600","13.0731","0.0307","13.0731","26.6798","12.7869"
"","15.5800","13.0901","0.0307","13.0901","26.7145","12.8100"
"","15.6000","13.1068","0.0308","13.1068","26.7485","12.8220"
"","15.6200","13.1232","0.0308","13.1232","26.7820","12.8488"
"","15.6400","13.1397","0.0309","13.1397","26.8157","12.8667"
"","15.6600","13.1566","0.0305","13.1566","26.8502","12.7285"
"","15.6800","13.1733","0.0298","13.1733","26.8844","12.4146"
"","15.7000","13.1899","0.0290","13.1899","26.9181","12.0949"
"","15.7200","13.2069","0.0283","13.2069","26.9528","11.8073"
"","15.7400","13.2236","0.0281","13.2236","26.9870","11.7096"
"","15.7600","13.2400","0.0281","13.2400","27.0205","11.7102"
"","15.7800","13.2563","0.0282","13.2563","27.0538","11.7388"
"","15.8000","13.2730","0.0282","13.2730","27.0877","11.7615"
"","15.8200","13.2899","0.0276","13.2899","27.1222","11.4949"
"","15.8400","13.3064","0.0269","13.3064","27.1559","11.2220"
"","15.8520","13.3163","0.0265","13.3163","27.1761","11.0224"

