Results Table 1


Results Table 2


1,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
"","1.2000","1.1061","0.0059","1.1061","2.2573","2.4397"
"","1.2200","1.1226","0.0059","1.1226","2.2910","2.4623"
"","1.2400","1.1396","0.0060","1.1396","2.3257","2.4827"
"","1.2600","1.1566","0.0060","1.1566","2.3604","2.5050"
"","1.2800","1.1734","0.0061","1.1734","2.3946","2.5231"
"","1.3000","1.1900","0.0061","1.1900","2.4286","2.5358"
"","1.3200","1.2066","0.0062","1.2066","2.4625","2.5697"
"","1.3400","1.2232","0.0062","1.2232","2.4963","2.5910"
"","1.3600","1.2397","0.0062","1.2397","2.5300","2.5876"
"","1.3800","1.2565","0.0062","1.2565","2.5642","2.6006"
"","1.4000","1.2735","0.0063","1.2735","2.5989","2.6387"
"","1.4200","1.2902","0.0064","1.2902","2.6331","2.6737"
"","1.4400","1.3068","0.0065","1.3068","2.6669","2.6886"
"","1.4600","1.3232","0.0065","1.3232","2.7003","2.6973"
"","1.4800","1.3397","0.0065","1.3397","2.7341","2.7094"
"","1.5000","1.3563","0.0065","1.3563","2.7680","2.7284"
"","1.5200","1.3731","0.0066","1.3731","2.8023","2.7548"
"","1.5400","1.3900","0.0067","1.3900","2.8367","2.7844"
"","1.5600","1.4069","0.0067","1.4069","2.8712","2.8038"
"","1.5800","1.4234","0.0068","1.4234","2.9049","2.8253"
"","1.6000","1.4398","0.0068","1.4398","2.9384","2.8375"
"","1.6200","1.4566","0.0069","1.4566","2.9726","2.8677"
"","1.6400","1.4731","0.0069","1.4731","3.0063","2.8861"
"","1.6600","1.4896","0.0069","1.4896","3.0401","2.8930"
"","1.6800","1.5062","0.0070","1.5062","3.0738","2.9102"
"","1.7000","1.5229","0.0070","1.5229","3.1080","2.9346"
"","1.7200","1.5397","0.0071","1.5397","3.1422","2.9627"
"","1.7400","1.5562","0.0072","1.5562","3.1759","2.9798"
"","1.7600","1.5727","0.0072","1.5727","3.2097","2.9891"
"","1.7800","1.5896","0.0072","1.5896","3.2441","3.0124"
"","1.8000","1.6067","0.0073","1.6067","3.2791","3.0394"
"","1.8200","1.6233","0.0074","1.6233","3.3128","3.0771"
"","1.8400","1.6400","0.0074","1.6400","3.3470","3.0972"
"","1.8600","1.6568","0.0075","1.6568","3.3812","3.1145"
"","1.8800","1.6734","0.0075","1.6734","3.4152","3.1294"
"","1.9000","1.6896","0.0075","1.6896","3.4482","3.1336"
"","1.9200","1.7064","0.0076","1.7064","3.4824","3.1536"
"","1.9400","1.7234","0.0076","1.7234","3.5171","3.1806"
"","1.9600","1.7401","0.0077","1.7401","3.5513","3.2071"
"","1.9800","1.7568","0.0077","1.7568","3.5853","3.2144"
"","2.0000","1.7734","0.0077","1.7734","3.6192","3.2276"
"","2.0200","1.7900","0.0078","1.7900","3.6530","3.2655"
"","2.0400","1.8062","0.0079","1.8062","3.6862","3.2884"
"","2.0600","1.8228","0.0079","1.8228","3.7200","3.2967"
"","2.0800","1.8398","0.0079","1.8398","3.7546","3.3067"
"","2.1000","1.8564","0.0080","1.8564","3.7886","3.3438"
"","2.1200","1.8730","0.0080","1.8730","3.8223","3.3352"
"","2.1400","1.8897","0.0080","1.8897","3.8566","3.3452"
"","2.1600","1.9066","0.0081","1.9066","3.8910","3.3755"
"","2.1800","1.9230","0.0082","1.9230","3.9245","3.4029"
"","2.2000","1.9394","0.0082","1.9394","3.9580","3.4193"
"","2.2200","1.9565","0.0083","1.9565","3.9929","3.4414"
"","2.2400","1.9735","0.0083","1.9735","4.0276","3.4522"
"","2.2600","1.9902","0.0083","1.9902","4.0616","3.4691"
"","2.2800","2.0065","0.0084","2.0065","4.0948","3.4943"
"","2.3000","2.0230","0.0085","2.0230","4.1286","3.5286"
"","2.3200","2.0394","0.0085","2.0394","4.1621","3.5414"
"","2.3400","2.0558","0.0085","2.0558","4.1955","3.5500"
"","2.3600","2.0727","0.0086","2.0727","4.2300","3.5678"
"","2.3800","2.0899","0.0086","2.0899","4.2652","3.5808"
"","2.4000","2.1069","0.0086","2.1069","4.2999","3.5977"
"","2.4200","2.1233","0.0087","2.1233","4.3334","3.6164"
"","2.4400","2.1400","0.0087","2.1400","4.3673","3.6431"
"","2.4600","2.1569","0.0088","2.1569","4.4018","3.6628"
"","2.4800","2.1733","0.0089","2.1733","4.4353","3.6959"
"","2.5000","2.1900","0.0089","2.1900","4.4695","3.7165"
"","2.5200","2.2069","0.0090","2.2069","4.5039","3.7645"
"","2.5400","2.2236","0.0090","2.2236","4.5379","3.7578"
"","2.5600","2.2401","0.0090","2.2401","4.5716","3.7474"
"","2.5800","2.2566","0.0090","2.2566","4.6054","3.7671"
"","2.6000","2.2733","0.0091","2.2733","4.6393","3.7981"
"","2.6200","2.2898","0.0092","2.2898","4.6731","3.8158"
"","2.6400","2.3063","0.0092","2.3063","4.7068","3.8302"
"","2.6600","2.3230","0.0092","2.3230","4.7408","3.8483"
"","2.6800","2.3401","0.0093","2.3401","4.7757","3.8699"
"","2.7000","2.3567","0.0094","2.3567","4.8097","3.9045"
"","2.7200","2.3730","0.0094","2.3730","4.8429","3.9030"
"","2.7400","2.3897","0.0094","2.3897","4.8769","3.9024"
"","2.7600","2.4064","0.0094","2.4064","4.9111","3.9213"
"","2.7800","2.4232","0.0095","2.4232","4.9453","3.9443"
"","2.8000","2.4397","0.0095","2.4397","4.9791","3.9583"
"","2.8200","2.4565","0.0096","2.4565","5.0133","3.9897"
"","2.8400","2.4735","0.0096","2.4735","5.0480","4.0134"
"","2.8600","2.4900","0.0097","2.4900","5.0817","4.0242"
"","2.8800","2.5064","0.0097","2.5064","5.1152","4.0308"
"","2.9000","2.5230","0.0097","2.5230","5.1489","4.0362"
"","2.9200","2.5398","0.0098","2.5398","5.1834","4.0730"
"","2.9400","2.5565","0.0098","2.5565","5.2173","4.1019"
"","2.9600","2.5733","0.0099","2.5733","5.2515","4.1401"
"","2.9800","2.5901","0.0100","2.5901","5.2860","4.1664"
"","3.0000","2.6067","0.0100","2.6067","5.3197","4.1790"
"","3.0200","2.6231","0.0101","2.6231","5.3532","4.2050"
"","3.0400","2.6398","0.0101","2.6398","5.3874","4.2208"
"","3.0600","2.6567","0.0102","2.6567","5.4219","4.2430"
"","3.0800","2.6734","0.0103","2.6734","5.4559","4.2767"
"","3.1000","2.6899","0.0103","2.6899","5.4896","4.2888"
"","3.1200","2.7069","0.0104","2.7069","5.5243","4.3153"
"","3.1400","2.7235","0.0104","2.7235","5.5582","4.3438"
"","3.1600","2.7397","0.0105","2.7397","5.5913","4.3715"
"","3.1800","2.7561","0.0105","2.7561","5.6247","4.3801"
"","3.2000","2.7730","0.0105","2.7730","5.6592","4.3769"
"","3.2200","2.7900","0.0106","2.7900","5.6939","4.3975"
"","3.2400","2.8067","0.0106","2.8067","5.7279","4.4260"
"","3.2600","2.8232","0.0107","2.8232","5.7616","4.4568"
"","3.2800","2.8401","0.0108","2.8401","5.7960","4.4866"
"","3.3000","2.8566","0.0108","2.8566","5.8298","4.5113"
"","3.3200","2.8728","0.0109","2.8728","5.8628","4.5330"
"","3.3400","2.8895","0.0109","2.8895","5.8970","4.5509"
"","3.3600","2.9066","0.0110","2.9066","5.9319","4.5633"
"","3.3800","2.9233","0.0110","2.9233","5.9659","4.5802"
"","3.4000","2.9399","0.0111","2.9399","5.9999","4.6132"
"","3.4200","2.9568","0.0111","2.9568","6.0343","4.6332"
"","3.4400","2.9733","0.0112","2.9733","6.0681","4.6506"
"","3.4600","2.9896","0.0112","2.9896","6.1013","4.6656"
"","3.4800","3.0060","0.0113","3.0060","6.1348","4.6892"
"","3.5000","3.0230","0.0113","3.0230","6.1695","4.7139"
"","3.5200","3.0398","0.0114","3.0398","6.2037","4.7423"
"","3.5400","3.0565","0.0114","3.0565","6.2377","4.7518"
"","3.5600","3.0733","0.0115","3.0733","6.2721","4.7754"
"","3.5800","3.0902","0.0115","3.0902","6.3066","4.7974"
"","3.6000","3.1066","0.0116","3.1066","6.3401","4.8177"
"","3.6200","3.1230","0.0116","3.1230","6.3736","4.8438"
"","3.6400","3.1400","0.0117","3.1400","6.4082","4.8671"
"","3.6600","3.1569","0.0117","3.1569","6.4427","4.8944"
"","3.6800","3.1735","0.0119","3.1735","6.4764","4.9487"
"","3.7000","3.1900","0.0119","3.1900","6.5102","4.9521"
"","3.7200","3.2069","0.0119","3.2069","6.5446","4.9703"
"","3.7400","3.2233","0.0120","3.2233","6.5781","4.9951"
"","3.7600","3.2394","0.0121","3.2394","6.6111","5.0297"
"","3.7800","3.2563","0.0121","3.2563","6.6456","5.0594"
"","3.8000","3.2733","0.0122","3.2733","6.6803","5.0925"
"","3.8200","3.2903","0.0123","3.2903","6.7150","5.1233"
"","3.8400","3.3067","0.0123","3.3067","6.7484","5.1296"
"","3.8600","3.3233","0.0124","3.3233","6.7822","5.1488"
"","3.8800","3.3399","0.0124","3.3399","6.8161","5.1740"
"","3.9000","3.3566","0.0125","3.3566","6.8501","5.1885"
"","3.9200","3.3731","0.0125","3.3731","6.8838","5.2032"
"","3.9400","3.3900","0.0126","3.3900","6.9183","5.2330"
"","3.9600","3.4068","0.0126","3.4068","6.9527","5.2464"
"","3.9800","3.4233","0.0126","3.4233","6.9862","5.2543"
"","4.0000","3.4395","0.0126","3.4395","7.0195","5.2606"
"","4.0200","3.4564","0.0127","3.4564","7.0539","5.2979"
"","4.0400","3.4733","0.0128","3.4733","7.0884","5.3424"
"","4.0600","3.4901","0.0130","3.4901","7.1226","5.4018"
"","4.0800","3.5067","0.0130","3.5067","7.1566","5.4121"
"","4.1000","3.5237","0.0130","3.5237","7.1913","5.4161"
"","4.1200","3.5402","0.0131","3.5402","7.2250","5.4435"
"","4.1400","3.5565","0.0131","3.5565","7.2582","5.4720"
"","4.1600","3.5730","0.0132","3.5730","7.2917","5.4990"
"","4.1800","3.5897","0.0133","3.5897","7.3259","5.5212"
"","4.2000","3.6065","0.0133","3.6065","7.3602","5.5386"
"","4.2200","3.6231","0.0134","3.6231","7.3941","5.5772"
"","4.2400","3.6400","0.0134","3.6400","7.4286","5.5997"
"","4.2600","3.6568","0.0135","3.6568","7.4628","5.6325"
"","4.2800","3.6733","0.0136","3.6733","7.4965","5.6488"
"","4.3000","3.6896","0.0136","3.6896","7.5298","5.6665"
"","4.3200","3.7064","0.0137","3.7064","7.5640","5.6921"
"","4.3400","3.7235","0.0137","3.7235","7.5989","5.7199"
"","4.3600","3.7401","0.0138","3.7401","7.6329","5.7493"
"","4.3800","3.7566","0.0139","3.7566","7.6666","5.7719"
"","4.4000","3.7734","0.0140","3.7734","7.7008","5.8173"
"","4.4200","3.7903","0.0141","3.7903","7.7353","5.8598"
"","4.4400","3.8065","0.0141","3.8065","7.7683","5.8676"
"","4.4600","3.8229","0.0141","3.8229","7.8018","5.8684"
"","4.4800","3.8398","0.0141","3.8398","7.8362","5.8808"
"","4.5000","3.8564","0.0142","3.8564","7.8702","5.9174"
"","4.5200","3.8729","0.0142","3.8729","7.9039","5.9343"
"","4.5400","3.8897","0.0143","3.8897","7.9382","5.9590"
"","4.5600","3.9067","0.0144","3.9067","7.9728","6.0041"
"","4.5800","3.9232","0.0145","3.9232","8.0066","6.0279"
"","4.6000","3.9397","0.0145","3.9397","8.0403","6.0470"
"","4.6200","3.9566","0.0146","3.9566","8.0748","6.0830"
"","4.6400","3.9735","0.0146","3.9735","8.1092","6.1005"
"","4.6600","3.9900","0.0147","3.9900","8.1429","6.1076"
"","4.6800","4.0067","0.0147","4.0067","8.1769","6.1258"
"","4.7000","4.0235","0.0148","4.0235","8.2111","6.1622"
"","4.7200","4.0401","0.0149","4.0401","8.2451","6.2058"
"","4.7400","4.0563","0.0149","4.0563","8.2781","6.2174"
"","4.7600","4.0730","0.0149","4.0730","8.3123","6.2287"
"","4.7800","4.0900","0.0150","4.0900","8.3470","6.2485"
"","4.8000","4.1067","0.0151","4.1067","8.3810","6.2716"
"","4.8200","4.1232","0.0151","4.1232","8.4147","6.2995"
"","4.8400","4.1400","0.0152","4.1400","8.4489","6.3273"
"","4.8600","4.1567","0.0153","4.1567","8.4831","6.3605"
"","4.8800","4.1730","0.0153","4.1730","8.5164","6.3939"
"","4.9000","4.1896","0.0154","4.1896","8.5501","6.4124"
"","4.9200","4.2064","0.0154","4.2064","8.5846","6.4329"
"","4.9400","4.2234","0.0155","4.2234","8.6193","6.4506"
"","4.9600","4.2398","0.0155","4.2398","8.6527","6.4753"
"","4.9800","4.2565","0.0156","4.2565","8.6867","6.5131"
"","5.0000","4.2730","0.0157","4.2730","8.7204","6.5406"
"","5.0200","4.2895","0.0158","4.2895","8.7542","6.5708"
"","5.0400","4.3061","0.0159","4.3061","8.7879","6.6069"
"","5.0600","4.3230","0.0159","4.3230","8.8224","6.6328"
"","5.0800","4.3401","0.0160","4.3401","8.8573","6.6609"
"","5.1000","4.3572","0.0160","4.3572","8.8922","6.6855"
"","5.1200","4.3736","0.0161","4.3736","8.9257","6.7190"
"","5.1400","4.3902","0.0162","4.3902","8.9597","6.7459"
"","5.1600","4.4067","0.0163","4.4067","8.9932","6.7803"
"","5.1800","4.4231","0.0163","4.4231","9.0267","6.8015"
"","5.2000","4.4397","0.0164","4.4397","9.0606","6.8346"
"","5.2200","4.4566","0.0164","4.4566","9.0951","6.8432"
"","5.2400","4.4736","0.0165","4.4736","9.1298","6.8742"
"","5.2600","4.4900","0.0166","4.4900","9.1633","6.9263"
"","5.2800","4.5065","0.0167","4.5065","9.1970","6.9603"
"","5.3000","4.5232","0.0168","4.5232","9.2310","6.9829"
"","5.3200","4.5398","0.0169","4.5398","9.2649","7.0219"
"","5.3400","4.5565","0.0170","4.5565","9.2989","7.0662"
"","5.3600","4.5734","0.0170","4.5734","9.3334","7.0965"
"","5.3800","4.5902","0.0171","4.5902","9.3678","7.1230"
"","5.4000","4.6069","0.0171","4.6069","9.4018","7.1429"
"","5.4200","4.6233","0.0172","4.6233","9.4353","7.1707"
"","5.4400","4.6398","0.0173","4.6398","9.4690","7.2029"
"","5.4600","4.6567","0.0174","4.6567","9.5035","7.2365"
"","5.4800","4.6733","0.0174","4.6733","9.5374","7.2582"
"","5.5000","4.6898","0.0175","4.6898","9.5709","7.2892"
"","5.5200","4.7065","0.0176","4.7065","9.6051","7.3266"
"","5.5400","4.7232","0.0176","4.7232","9.6391","7.3514"
"","5.5600","4.7396","0.0177","4.7396","9.6726","7.3773"
"","5.5800","4.7562","0.0178","4.7562","9.7066","7.4018"
"","5.6000","4.7731","0.0179","4.7731","9.7410","7.4726"
"","5.6200","4.7902","0.0180","4.7902","9.7760","7.4990"
"","5.6400","4.8067","0.0180","4.8067","9.8097","7.5053"
"","5.6600","4.8234","0.0181","4.8234","9.8437","7.5397"
"","5.6800","4.8403","0.0182","4.8403","9.8781","7.5742"
"","5.7000","4.8567","0.0182","4.8567","9.9116","7.5934"
"","5.7200","4.8730","0.0183","4.8730","9.9449","7.6379"
"","5.7400","4.8896","0.0184","4.8896","9.9788","7.6757"
"","5.7600","4.9066","0.0185","4.9066","10.0135","7.7125"
"","5.7800","4.9232","0.0186","4.9232","10.0472","7.7326"
"","5.8000","4.9399","0.0186","4.9399","10.0815","7.7607"
"","5.8200","4.9567","0.0187","4.9567","10.1157","7.8107"
"","5.8400","4.9736","0.0188","4.9736","10.1501","7.8284"
"","5.8600","4.9897","0.0188","4.9897","10.1831","7.8482"
"","5.8800","5.0061","0.0189","5.0061","10.2166","7.8764"
"","5.9000","5.0231","0.0190","5.0231","10.2513","7.9028"
"","5.9200","5.0399","0.0191","5.0399","10.2855","7.9380"
"","5.9400","5.0566","0.0191","5.0566","10.3195","7.9546"
"","5.9600","5.0733","0.0192","5.0733","10.3537","7.9932"
"","5.9800","5.0902","0.0192","5.0902","10.3882","8.0123"
"","6.0000","5.1066","0.0193","5.1066","10.4217","8.0256"
"","6.0200","5.1230","0.0193","5.1230","10.4551","8.0598"
"","6.0400","5.1397","0.0194","5.1397","10.4891","8.1002"
"","6.0600","5.1567","0.0195","5.1567","10.5238","8.1376"
"","6.0800","5.1733","0.0196","5.1733","10.5578","8.1761"
"","6.1000","5.1900","0.0197","5.1900","10.5918","8.2011"
"","6.1200","5.2068","0.0198","5.2068","10.6262","8.2405"
"","6.1400","5.2235","0.0199","5.2235","10.6602","8.2846"
"","6.1600","5.2395","0.0200","5.2395","10.6929","8.3203"
"","6.1800","5.2562","0.0200","5.2562","10.7269","8.3393"
"","6.2000","5.2733","0.0201","5.2733","10.7618","8.3551"
"","6.2200","5.2902","0.0201","5.2902","10.7963","8.3851"
"","6.2400","5.3066","0.0202","5.3066","10.8298","8.4189"
"","6.2600","5.3232","0.0203","5.3232","10.8638","8.4612"
"","6.2800","5.3400","0.0204","5.3400","10.8980","8.4953"
"","6.3000","5.3564","0.0205","5.3564","10.9315","8.5238"
"","6.3200","5.3728","0.0205","5.3728","10.9650","8.5521"
"","6.3400","5.3897","0.0206","5.3897","10.9994","8.6015"
"","6.3600","5.4067","0.0207","5.4067","11.0341","8.6324"
"","6.3800","5.4235","0.0208","5.4235","11.0683","8.6618"
"","6.4000","5.4399","0.0208","5.4399","11.1018","8.6854"
"","6.4200","5.4565","0.0210","5.4565","11.1358","8.7297"
"","6.4400","5.4732","0.0210","5.4732","11.1697","8.7584"
"","6.4600","5.4896","0.0211","5.4896","11.2032","8.7851"
"","6.4800","5.5062","0.0212","5.5062","11.2372","8.8180"
"","6.5000","5.5231","0.0213","5.5231","11.2717","8.8547"
"","6.5200","5.5401","0.0213","5.5401","11.3063","8.8853"
"","6.5400","5.5566","0.0214","5.5566","11.3401","8.9185"
"","6.5600","5.5730","0.0215","5.5730","11.3736","8.9500"
"","6.5800","5.5898","0.0216","5.5898","11.4078","8.9875"
"","6.6000","5.6065","0.0216","5.6065","11.4418","9.0208"
"","6.6200","5.6230","0.0218","5.6230","11.4755","9.0643"
"","6.6400","5.6399","0.0218","5.6399","11.5099","9.0980"
"","6.6600","5.6570","0.0219","5.6570","11.5449","9.1303"
"","6.6800","5.6736","0.0220","5.6736","11.5788","9.1645"
"","6.7000","5.6899","0.0221","5.6899","11.6121","9.2011"
"","6.7200","5.7065","0.0222","5.7065","11.6458","9.2511"
"","6.7400","5.7231","0.0223","5.7231","11.6798","9.2912"
"","6.7600","5.7397","0.0223","5.7397","11.7138","9.2904"
"","6.7800","5.7565","0.0224","5.7565","11.7480","9.3325"
"","6.8000","5.7734","0.0225","5.7734","11.7824","9.3860"
"","6.8200","5.7900","0.0226","5.7900","11.8164","9.4250"
"","6.8400","5.8063","0.0227","5.8063","11.8496","9.4438"
"","6.8600","5.8229","0.0227","5.8229","11.8834","9.4755"
"","6.8800","5.8400","0.0228","5.8400","11.9183","9.5077"
"","6.9000","5.8569","0.0229","5.8569","11.9528","9.5507"
"","6.9200","5.8733","0.0230","5.8733","11.9862","9.5994"
"","6.9400","5.8900","0.0231","5.8900","12.0205","9.6317"
"","6.9600","5.9068","0.0232","5.9068","12.0547","9.6662"
"","6.9800","5.9233","0.0233","5.9233","12.0884","9.6968"
"","7.0000","5.9395","0.0233","5.9395","12.1214","9.7221"
"","7.0200","5.9563","0.0234","5.9563","12.1556","9.7452"
"","7.0400","5.9733","0.0235","5.9733","12.1903","9.7754"
"","7.0600","5.9900","0.0236","5.9900","12.2245","9.8218"
"","7.0800","6.0067","0.0237","6.0067","12.2585","9.8644"
"","7.1000","6.0234","0.0238","6.0234","12.2927","9.8975"
"","7.1200","6.0402","0.0239","6.0402","12.3269","9.9568"
"","7.1400","6.0564","0.0240","6.0564","12.3599","9.9958"
"","7.1600","6.0729","0.0241","6.0729","12.3937","10.0311"
"","7.1800","6.0898","0.0241","6.0898","12.4281","10.0226"
"","7.2000","6.1067","0.0241","6.1067","12.4626","10.0481"
"","7.2200","6.1233","0.0242","6.1233","12.4965","10.0944"
"","7.2400","6.1401","0.0243","6.1401","12.5308","10.1452"
"","7.2600","6.1570","0.0244","6.1569","12.5652","10.1856"
"","7.2800","6.1731","0.0245","6.1731","12.5982","10.2157"
"","7.3000","6.1895","0.0246","6.1895","12.6317","10.2370"
"","7.3200","6.2064","0.0247","6.2064","12.6662","10.2717"
"","7.3400","6.2234","0.0248","6.2234","12.7008","10.3172"
"","7.3600","6.2399","0.0249","6.2399","12.7346","10.3590"
"","7.3800","6.2565","0.0249","6.2565","12.7683","10.3891"
"","7.4000","6.2734","0.0250","6.2734","12.8028","10.4336"
"","7.4200","6.2900","0.0251","6.2900","12.8367","10.4694"
"","7.4400","6.3064","0.0252","6.3064","12.8702","10.4978"
"","7.4600","6.3232","0.0253","6.3232","12.9044","10.5382"
"","7.4800","6.3402","0.0254","6.3402","12.9391","10.5706"
"","7.5000","6.3569","0.0255","6.3569","12.9733","10.6130"
"","7.5200","6.3733","0.0255","6.3733","13.0068","10.6416"
"","7.5400","6.3900","0.0256","6.3900","13.0408","10.6687"
"","7.5600","6.4064","0.0257","6.4064","13.0743","10.6969"
"","7.5800","6.4229","0.0258","6.4229","13.1080","10.7560"
"","7.6000","6.4396","0.0259","6.4396","13.1420","10.7979"
"","7.6200","6.4566","0.0260","6.4566","13.1767","10.8305"
"","7.6400","6.4736","0.0261","6.4736","13.2114","10.8612"
"","7.6600","6.4901","0.0261","6.4901","13.2451","10.8939"
"","7.6800","6.5066","0.0262","6.5066","13.2788","10.9322"
"","7.7000","6.5233","0.0263","6.5233","13.3128","10.9790"
"","7.7200","6.5397","0.0264","6.5397","13.3463","11.0083"
"","7.7400","6.5563","0.0265","6.5563","13.3803","11.0409"
"","7.7600","6.5730","0.0266","6.5730","13.4142","11.0698"
"","7.7800","6.5901","0.0266","6.5901","13.4492","11.1032"
"","7.8000","6.6069","0.0267","6.6069","13.4834","11.1404"
"","7.8200","6.6233","0.0268","6.6233","13.5169","11.1774"
"","7.8400","6.6397","0.0269","6.6397","13.5504","11.2052"
"","7.8600","6.6566","0.0270","6.6566","13.5848","11.2425"
"","7.8800","6.6731","0.0271","6.6731","13.6185","11.2793"
"","7.9000","6.6896","0.0271","6.6896","13.6523","11.3119"
"","7.9200","6.7067","0.0272","6.7067","13.6872","11.3475"
"","7.9400","6.7237","0.0273","6.7237","13.7219","11.3778"
"","7.9600","6.7401","0.0274","6.7401","13.7554","11.4105"
"","7.9800","6.7563","0.0275","6.7563","13.7884","11.4550"
"","8.0000","6.7728","0.0275","6.7728","13.8221","11.4779"
"","8.0200","6.7894","0.0276","6.7894","13.8559","11.5034"
"","8.0400","6.8061","0.0277","6.8061","13.8901","11.5382"
"","8.0600","6.8230","0.0278","6.8230","13.9245","11.5734"
"","8.0800","6.8400","0.0278","6.8400","13.9592","11.6027"
"","8.1000","6.8567","0.0279","6.8567","13.9932","11.6387"
"","8.1200","6.8731","0.0280","6.8731","14.0267","11.6754"
"","8.1400","6.8896","0.0281","6.8896","14.0604","11.7018"
"","8.1600","6.9065","0.0282","6.9065","14.0949","11.7372"
"","8.1800","6.9231","0.0283","6.9231","14.1288","11.7732"
"","8.2000","6.9398","0.0284","6.9398","14.1628","11.8140"
"","8.2200","6.9568","0.0284","6.9568","14.1975","11.8432"
"","8.2400","6.9735","0.0285","6.9735","14.2317","11.8767"
"","8.2600","6.9900","0.0286","6.9900","14.2652","11.9204"
"","8.2800","7.0062","0.0287","7.0062","14.2985","11.9620"
"","8.3000","7.0231","0.0288","7.0231","14.3329","12.0115"
