Results Table 1


Results Table 2


1,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
,(s),(mm),(kN),(mm),(%),(MPa)
2,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
,(s),(mm),(kN),(mm),(%),(MPa)
"","12.6800","10.5677","0.0272","10.5677","21.5668","11.3241"
"","12.7000","10.5849","0.0272","10.5849","21.6018","11.3442"
"","12.7200","10.6019","0.0268","10.6019","21.6364","11.1619"
"","12.7400","10.6184","0.0261","10.6184","21.6702","10.8826"
"","12.7600","10.6349","0.0259","10.6349","21.7039","10.7762"
"","12.7800","10.6517","0.0259","10.6517","21.7381","10.7905"
"","12.8000","10.6681","0.0260","10.6681","21.7716","10.8443"
"","12.8200","10.6845","0.0260","10.6845","21.8051","10.8474"
"","12.8400","10.7014","0.0260","10.7014","21.8396","10.8531"
"","12.8600","10.7184","0.0261","10.7184","21.8742","10.8650"
"","12.8800","10.7351","0.0261","10.7351","21.9085","10.8779"
"","12.9000","10.7517","0.0262","10.7517","21.9422","10.9053"
"","12.9200","10.7682","0.0262","10.7682","21.9759","10.9145"
"","12.9400","10.7847","0.0262","10.7847","22.0096","10.9155"
"","12.9600","10.8015","0.0262","10.8015","22.0439","10.9142"
"","12.9800","10.8183","0.0262","10.8183","22.0781","10.9232"
"","13.0000","10.8353","0.0262","10.8353","22.1128","10.9152"
"","13.0200","10.8520","0.0254","10.8520","22.1470","10.5857"
"","13.0400","10.8685","0.0249","10.8685","22.1807","10.3702"
"","13.0600","10.8851","0.0247","10.8851","22.2144","10.3122"
"","13.0800","10.9017","0.0248","10.9017","22.2484","10.3298"
"","13.1000","10.9185","0.0248","10.9185","22.2826","10.3524"
"","13.1200","10.9350","0.0248","10.9350","22.3164","10.3470"
"","13.1400","10.9518","0.0249","10.9518","22.3506","10.3581"
"","13.1600","10.9687","0.0249","10.9687","22.3850","10.3571"
"","13.1800","10.9852","0.0249","10.9852","22.4187","10.3934"
"","13.2000","11.0017","0.0249","11.0017","22.4525","10.3932"
"","13.2200","11.0181","0.0249","11.0181","22.4860","10.3837"
"","13.2400","11.0349","0.0249","11.0349","22.5202","10.3933"
"","13.2600","11.0515","0.0250","11.0515","22.5541","10.4075"
"","13.2800","11.0682","0.0250","11.0682","22.5881","10.4325"
"","13.3000","11.0852","0.0251","11.0852","22.6228","10.4599"
"","13.3200","11.1019","0.0251","11.1019","22.6570","10.4745"
"","13.3400","11.1185","0.0252","11.1185","22.6908","10.4878"
"","13.3600","11.1349","0.0252","11.1349","22.7242","10.4871"
"","13.3800","11.1516","0.0252","11.1516","22.7585","10.5153"
"","13.4000","11.1685","0.0253","11.1685","22.7929","10.5411"
"","13.4200","11.1852","0.0253","11.1852","22.8269","10.5437"
"","13.4400","11.2019","0.0253","11.2019","22.8611","10.5517"
"","13.4600","11.2186","0.0251","11.2186","22.8951","10.4541"
"","13.4800","11.2352","0.0244","11.2352","22.9290","10.1783"
"","13.5000","11.2513","0.0241","11.2513","22.9618","10.0452"
"","13.5200","11.2679","0.0241","11.2679","22.9958","10.0251"
"","13.5400","11.2848","0.0241","11.2848","23.0302","10.0373"
"","13.5600","11.3016","0.0241","11.3016","23.0644","10.0577"
"","13.5800","11.3182","0.0242","11.3182","23.0984","10.0648"
"","13.6000","11.3351","0.0242","11.3351","23.1329","10.0791"
"","13.6200","11.3517","0.0242","11.3517","23.1668","10.0963"
"","13.6400","11.3680","0.0243","11.3680","23.2001","10.1247"
"","13.6600","11.3847","0.0243","11.3847","23.2340","10.1325"
"","13.6800","11.4016","0.0243","11.4016","23.2685","10.1397"
"","13.7000","11.4184","0.0244","11.4184","23.3030","10.1564"
"","13.7200","11.4351","0.0244","11.4351","23.3369","10.1712"
"","13.7400","11.4517","0.0244","11.4517","23.3709","10.1738"
"","13.7600","11.4686","0.0244","11.4686","23.4054","10.1752"
"","13.7800","11.4850","0.0243","11.4850","23.4388","10.1397"
"","13.8000","11.5014","0.0237","11.5014","23.4723","9.8594"
"","13.8200","11.5182","0.0232","11.5182","23.5065","9.6785"
"","13.8400","11.5350","0.0231","11.5350","23.5408","9.6437"
"","13.8600","11.5517","0.0232","11.5517","23.5750","9.6609"
"","13.8800","11.5684","0.0233","11.5684","23.6089","9.6952"
"","13.9000","11.5850","0.0233","11.5850","23.6429","9.6981"
"","13.9200","11.6016","0.0226","11.6016","23.6766","9.4085"
"","13.9400","11.6178","0.0221","11.6178","23.7099","9.1991"
"","13.9600","11.6347","0.0216","11.6347","23.7443","8.9847"
"","13.9800","11.6517","0.0209","11.6517","23.7790","8.6876"
"","14.0000","11.6686","0.0206","11.6686","23.8135","8.5806"
"","14.0200","11.6851","0.0206","11.6851","23.8472","8.5776"
"","14.0400","11.7018","0.0206","11.7018","23.8812","8.5899"
"","14.0600","11.7184","0.0206","11.7184","23.9152","8.5950"
"","14.0800","11.7348","0.0207","11.7348","23.9486","8.6170"
"","14.1000","11.7515","0.0207","11.7515","23.9826","8.6242"
"","14.1200","11.7684","0.0202","11.7684","24.0171","8.4246"
"","14.1400","11.7852","0.0196","11.7852","24.0515","8.1597"
"","14.1600","11.8018","0.0194","11.8018","24.0853","8.0655"
"","14.1800","11.8184","0.0194","11.8184","24.1192","8.0834"
"","14.2000","11.8351","0.0195","11.8351","24.1532","8.1202"
"","14.2200","11.8515","0.0195","11.8515","24.1867","8.1296"
"","14.2400","11.8681","0.0196","11.8681","24.2207","8.1511"
"","14.2600","11.8848","0.0196","11.8848","24.2546","8.1559"
"","14.2800","11.9018","0.0196","11.9018","24.2893","8.1615"
"","14.3000","11.9185","0.0196","11.9185","24.3235","8.1675"
"","14.3200","11.9349","0.0196","11.9349","24.3570","8.1827"
"","14.3400","11.9515","0.0196","11.9515","24.3908","8.1583"
"","14.3600","11.9680","0.0196","11.9680","24.4245","8.1539"
"","14.3800","11.9848","0.0197","11.9848","24.4587","8.1982"
"","14.4000","12.0015","0.0197","12.0015","24.4929","8.2085"
"","14.4200","12.0184","0.0197","12.0184","24.5274","8.2122"
"","14.4400","12.0354","0.0197","12.0354","24.5621","8.2184"
"","14.4600","12.0518","0.0197","12.0518","24.5955","8.2170"
"","14.4800","12.0682","0.0198","12.0682","24.6290","8.2365"
"","14.5000","12.0850","0.0198","12.0850","24.6632","8.2477"
"","14.5200","12.1016","0.0198","12.1016","24.6972","8.2447"
"","14.5400","12.1184","0.0198","12.1184","24.7314","8.2594"
"","14.5600","12.1352","0.0198","12.1352","24.7656","8.2704"
"","14.5800","12.1520","0.0199","12.1520","24.8001","8.2808"
"","14.6000","12.1687","0.0199","12.1687","24.8341","8.2915"
"","14.6200","12.1849","0.0199","12.1849","24.8671","8.2910"
"","14.6400","12.2014","0.0199","12.2014","24.9008","8.2979"
"","14.6600","12.2182","0.0194","12.2182","24.9350","8.0763"
"","14.6800","12.2349","0.0187","12.2349","24.9692","7.7914"
"","14.7000","12.2517","0.0184","12.2517","25.0034","7.6848"
"","14.7200","12.2686","0.0184","12.2686","25.0379","7.6727"
"","14.7400","12.2853","0.0185","12.2853","25.0721","7.6956"
"","14.7600","12.3017","0.0186","12.3017","25.1056","7.7303"
"","14.7800","12.3182","0.0186","12.3182","25.1391","7.7580"
"","14.8000","12.3349","0.0186","12.3349","25.1733","7.7646"
"","14.8200","12.3518","0.0186","12.3518","25.2077","7.7666"
"","14.8400","12.3683","0.0187","12.3683","25.2415","7.7741"
"","14.8600","12.3849","0.0187","12.3849","25.2752","7.7775"
"","14.8800","12.4019","0.0187","12.4019","25.3099","7.7898"
"","14.9000","12.4184","0.0187","12.4184","25.3436","7.8050"
"","14.9200","12.4344","0.0184","12.4344","25.3764","7.6695"
"","14.9400","12.4511","0.0177","12.4511","25.4104","7.3697"
"","14.9560","12.4647","0.0174","12.4647","25.4381","7.2392"

