Results Table 1


Results Table 2


1,Time,Displacement,Force,Compressive displacement,Compressive strain (Displacement),Compressive stress,PIP count
,(s),(mm),(kN),(mm),(%),(MPa),
"","32.6180","27.1835","0.9711","27.1835","67.9587","97.1077","0.0000"
"","32.6380","27.2002","0.9716","27.2002","68.0006","97.1641","0.0000"
"","32.6580","27.2169","0.9722","27.2169","68.0422","97.2231","0.0000"
"","32.6780","27.2338","0.9728","27.2338","68.0844","97.2841","0.0000"
"","32.6980","27.2503","0.9734","27.2503","68.1257","97.3428","0.0000"
"","32.7180","27.2666","0.9736","27.2666","68.1665","97.3645","0.0000"
"","32.7380","27.2832","0.9737","27.2832","68.2081","97.3684","0.0000"
"","32.7580","27.3001","0.9739","27.3001","68.2503","97.3885","0.0000"
"","32.7780","27.3168","0.9744","27.3168","68.2919","97.4354","0.0000"
"","32.7980","27.3334","0.9748","27.3334","68.3335","97.4762","0.0000"
"","32.8180","27.3503","0.9751","27.3503","68.3757","97.5079","0.0000"
"","32.8380","27.3672","0.9754","27.3672","68.4179","97.5427","0.0000"
"","32.8580","27.3835","0.9757","27.3835","68.4586","97.5722","0.0000"
"","32.8780","27.3997","0.9757","27.3997","68.4994","97.5747","0.0000"
"","32.8980","27.4165","0.9758","27.4165","68.5413","97.5787","0.0000"
"","32.9180","27.4333","0.9761","27.4333","68.5832","97.6085","0.0000"
"","32.9380","27.4498","0.9764","27.4498","68.6245","97.6396","0.0000"
"","32.9580","27.4666","0.9767","27.4666","68.6664","97.6667","0.0000"
"","32.9780","27.4835","0.9770","27.4835","68.7086","97.7031","0.0000"
"","32.9980","27.5000","0.9775","27.5000","68.7499","97.7522","0.0000"
"","33.0180","27.5165","0.9778","27.5165","68.7913","97.7785","0.0000"
"","33.0380","27.5334","0.9778","27.5334","68.8335","97.7849","0.0000"
"","33.0580","27.5503","0.9782","27.5503","68.8757","97.8188","0.0000"
"","33.0780","27.5669","0.9787","27.5669","68.9173","97.8679","0.0000"
"","33.0980","27.5834","0.9789","27.5834","68.9586","97.8891","0.0000"
"","33.1180","27.6002","0.9789","27.6002","69.0005","97.8940","0.0000"
"","33.1380","27.6169","0.9791","27.6169","69.0421","97.9068","0.0000"
"","33.1580","27.6330","0.9791","27.6330","69.0826","97.9141","0.0000"
"","33.1780","27.6497","0.9790","27.6497","69.1242","97.8986","0.0000"
"","33.1980","27.6666","0.9790","27.6666","69.1664","97.9015","0.0000"
"","33.2180","27.6832","0.9793","27.6832","69.2080","97.9320","0.0000"
"","33.2380","27.6997","0.9795","27.6997","69.2493","97.9550","0.0000"
"","33.2580","27.7166","0.9797","27.7166","69.2915","97.9658","0.0000"
"","33.2780","27.7335","0.9799","27.7335","69.3337","97.9919","0.0000"
"","33.2980","27.7499","0.9802","27.7499","69.3748","98.0192","0.0000"
"","33.3180","27.7665","0.9802","27.7665","69.4164","98.0211","0.0000"
"","33.3380","27.7835","0.9803","27.7835","69.4589","98.0335","0.0000"
"","33.3580","27.8004","0.9808","27.8004","69.5011","98.0761","0.0000"
"","33.3780","27.8168","0.9812","27.8168","69.5421","98.1242","0.0000"
"","33.3980","27.8334","0.9813","27.8334","69.5834","98.1324","0.0000"
"","33.4180","27.8503","0.9814","27.8503","69.6256","98.1434","0.0000"
"","33.4380","27.8668","0.9817","27.8668","69.6669","98.1741","0.0000"
"","33.4580","27.8833","0.9820","27.8833","69.7083","98.1986","0.0000"
"","33.4780","27.9000","0.9822","27.9000","69.7499","98.2168","0.0000"
"","33.4980","27.9170","0.9825","27.9170","69.7924","98.2461","0.0000"
"","33.5180","27.9336","0.9831","27.9336","69.8340","98.3094","0.0000"
"","33.5380","27.9500","0.9835","27.9500","69.8750","98.3545","0.0000"
"","33.5580","27.9667","0.9837","27.9667","69.9166","98.3707","0.0000"
"","33.5780","27.9833","0.9840","27.9833","69.9582","98.3971","0.0000"
"","33.5980","27.9998","0.9843","27.9998","69.9996","98.4300","0.0000"
"","33.6180","28.0165","0.9847","28.0165","70.0412","98.4743","0.0000"
"","33.6380","28.0336","0.9852","28.0336","70.0840","98.5250","0.0000"
"","33.6580","28.0504","0.9861","28.0504","70.1259","98.6079","0.0000"
"","33.6780","28.0669","0.9868","28.0669","70.1672","98.6823","0.0000"
"","33.6980","28.0834","0.9872","28.0834","70.2085","98.7222","0.0000"
"","33.7180","28.1002","0.9875","28.1002","70.2504","98.7526","0.0000"
"","33.7380","28.1168","0.9880","28.1168","70.2920","98.7951","0.0000"
"","33.7580","28.1331","0.9884","28.1331","70.3328","98.8379","0.0000"
"","33.7780","28.1500","0.9886","28.1500","70.3750","98.8604","0.0000"
"","33.7980","28.1669","0.9890","28.1669","70.4172","98.9036","0.0000"
"","33.8180","28.1835","0.9896","28.1835","70.4588","98.9600","0.0000"
"","33.8380","28.1999","0.9900","28.1999","70.4998","99.0028","0.0000"
"","33.8580","28.2166","0.9902","28.2166","70.5414","99.0249","0.0000"
"","33.8780","28.2335","0.9905","28.2335","70.5836","99.0472","0.0000"
"","33.8980","28.2500","0.9909","28.2500","70.6250","99.0890","0.0000"
"","33.9180","28.2668","0.9913","28.2668","70.6669","99.1279","0.0000"
"","33.9380","28.2837","0.9916","28.2837","70.7094","99.1635","0.0000"
"","33.9580","28.3004","0.9920","28.3004","70.7510","99.2025","0.0000"
"","33.9780","28.3167","0.9923","28.3167","70.7917","99.2350","0.0000"
"","33.9980","28.3331","0.9924","28.3331","70.8327","99.2357","0.0000"
"","34.0180","28.3496","0.9923","28.3496","70.8741","99.2315","0.0000"
"","34.0380","28.3664","0.9925","28.3664","70.9160","99.2469","0.0000"
"","34.0580","28.3832","0.9929","28.3832","70.9579","99.2908","0.0000"
"","34.0780","28.3999","0.9934","28.3999","70.9998","99.3397","0.0000"
"","34.0980","28.4168","0.9939","28.4168","71.0420","99.3865","0.0000"
"","34.1180","28.4333","0.9943","28.4333","71.0833","99.4329","0.0000"
"","34.1380","28.4497","0.9946","28.4497","71.1243","99.4623","0.0000"
"","34.1580","28.4664","0.9949","28.4664","71.1660","99.4850","0.0000"
"","34.1780","28.4835","0.9954","28.4835","71.2088","99.5376","0.0000"
"","34.1980","28.5003","0.9962","28.5003","71.2507","99.6176","0.0000"
"","34.2180","28.5169","0.9970","28.5169","71.2923","99.6964","0.0000"
"","34.2380","28.5338","0.9976","28.5338","71.3345","99.7554","0.0000"
"","34.2580","28.5506","0.9983","28.5506","71.3764","99.8278","0.0000"
"","34.2780","28.5668","0.9990","28.5668","71.4171","99.8960","0.0000"
"","34.2980","28.5831","0.9994","28.5831","71.4579","99.9372","0.0000"
"","34.3180","28.5999","0.9997","28.5999","71.4998","99.9745","0.0000"
"","34.3380","28.6169","1.0004","28.6169","71.5423","100.0434","0.0000"
"","34.3580","28.6336","1.0014","28.6336","71.5839","100.1395","0.0000"
"","34.3780","28.6501","1.0021","28.6501","71.6252","100.2141","0.0000"
"","34.3980","28.6668","1.0027","28.6668","71.6671","100.2724","0.0000"
"","34.4180","28.6834","1.0032","28.6834","71.7084","100.3242","0.0000"
"","34.4380","28.6997","1.0037","28.6997","71.7492","100.3685","0.0000"
"","34.4580","28.7163","1.0040","28.7163","71.7908","100.3985","0.0000"
"","34.4780","28.7334","1.0045","28.7334","71.8336","100.4465","0.0000"
"","34.4980","28.7502","1.0052","28.7502","71.8755","100.5222","0.0000"
"","34.5180","28.7668","1.0059","28.7668","71.9171","100.5873","0.0000"
"","34.5380","28.7837","1.0063","28.7837","71.9593","100.6307","0.0000"
"","34.5580","28.8004","1.0066","28.8004","72.0009","100.6645","0.0000"
"","34.5780","28.8167","1.0068","28.8167","72.0416","100.6803","0.0000"
"","34.5980","28.8332","1.0067","28.8332","72.0830","100.6654","0.0000"
"","34.6180","28.8501","1.0066","28.8501","72.1252","100.6561","0.0000"
"","34.6380","28.8669","1.0067","28.8669","72.1674","100.6660","0.0000"
"","34.6580","28.8835","1.0066","28.8835","72.2087","100.6596","0.0000"
"","34.6780","28.9001","1.0060","28.9001","72.2503","100.6006","0.0000"
"","34.6980","28.9169","1.0040","28.9169","72.2922","100.3970","0.0000"
"","34.7120","28.9286","0.9896","28.9286","72.3214","98.9597","0.0000"
"","34.7200","28.9352","0.9768","28.9352","72.3379","97.6773","0.0000"
"","34.7300","28.9434","0.9617","28.9434","72.3586","96.1684","0.0000"
"","34.7420","28.9534","0.9483","28.9534","72.3834","94.8262","0.0000"
"","34.7620","28.9701","0.9375","28.9701","72.4253","93.7453","0.0000"
"","34.7820","28.9870","0.9348","28.9870","72.4675","93.4797","0.0000"
"","34.8020","29.0037","0.9344","29.0037","72.5091","93.4405","0.0000"
"","34.8220","29.0203","0.9338","29.0203","72.5507","93.3789","0.0000"
"","34.8420","29.0368","0.9329","29.0368","72.5921","93.2886","0.0000"
"","34.8620","29.0532","0.9320","29.0532","72.6331","93.1971","0.0000"
"","34.8820","29.0699","0.9310","29.0699","72.6747","93.1046","0.0000"
"","34.9020","29.0866","0.9303","29.0866","72.7166","93.0271","0.0000"
"","34.9220","29.1035","0.9297","29.1035","72.7588","92.9719","0.0000"
"","34.9420","29.1202","0.9293","29.1202","72.8004","92.9346","0.0000"
"","34.9620","29.1368","0.9289","29.1368","72.8420","92.8926","0.0000"
"","34.9820","29.1533","0.9283","29.1533","72.8834","92.8311","0.0000"
"","35.0020","29.1700","0.9276","29.1700","72.9250","92.7625","0.0000"
"","35.0220","29.1866","0.9270","29.1866","72.9666","92.7043","0.0000"
"","35.0420","29.2034","0.9265","29.2034","73.0085","92.6454","0.0000"
"","35.0620","29.2202","0.9259","29.2202","73.0504","92.5866","0.0000"
"","35.0820","29.2369","0.9254","29.2369","73.0923","92.5385","0.0000"
"","35.1020","29.2537","0.9249","29.2537","73.1342","92.4890","0.0000"
"","35.1220","29.2702","0.9243","29.2702","73.1756","92.4305","0.0000"
"","35.1420","29.2867","0.9235","29.2867","73.2169","92.3477","0.0000"
"","35.1620","29.3033","0.9226","29.3033","73.2582","92.2577","0.0000"
"","35.1820","29.3200","0.9217","29.3200","73.3001","92.1722","0.0000"
"","35.2020","29.3367","0.9209","29.3367","73.3417","92.0894","0.0000"
"","35.2220","29.3535","0.9201","29.3535","73.3836","92.0090","0.0000"
"","35.2420","29.3702","0.9191","29.3702","73.4255","91.9107","0.0000"
"","35.2620","29.3869","0.9180","29.3869","73.4672","91.7976","0.0000"
"","35.2820","29.4034","0.9169","29.4034","73.5085","91.6906","0.0000"
"","35.3020","29.4200","0.9157","29.4200","73.5501","91.5679","0.0000"
"","35.3220","29.4366","0.9144","29.4366","73.5914","91.4367","0.0000"
"","35.3420","29.4533","0.9131","29.4533","73.6333","91.3054","0.0000"
"","35.3620","29.4700","0.9120","29.4700","73.6749","91.2021","0.0000"
"","35.3820","29.4867","0.9112","29.4867","73.7168","91.1180","0.0000"
"","35.4020","29.5034","0.9104","29.5034","73.7585","91.0376","0.0000"
"","35.4220","29.5198","0.9095","29.5198","73.7995","90.9457","0.0000"
"","35.4420","29.5363","0.9084","29.5363","73.8408","90.8421","0.0000"
"","35.4620","29.5531","0.9074","29.5531","73.8827","90.7417","0.0000"
"","35.4820","29.5700","0.9065","29.5700","73.9249","90.6461","0.0000"
"","35.5020","29.5867","0.9054","29.5867","73.9668","90.5376","0.0000"
"","35.5220","29.6036","0.9040","29.6036","74.0090","90.3985","0.0000"
"","35.5420","29.6201","0.9024","29.6201","74.0503","90.2446","0.0000"
"","35.5620","29.6368","0.9007","29.6368","74.0920","90.0662","0.0000"
"","35.5820","29.6533","0.8986","29.6533","74.1333","89.8632","0.0000"
"","35.6020","29.6700","0.8966","29.6700","74.1749","89.6576","0.0000"
"","35.6220","29.6867","0.8947","29.6867","74.2168","89.4707","0.0000"
"","35.6420","29.7035","0.8929","29.7035","74.2587","89.2910","0.0000"
"","35.6620","29.7203","0.8913","29.7203","74.3006","89.1335","0.0000"
"","35.6820","29.7369","0.8900","29.7369","74.3422","88.9978","0.0000"
"","35.7020","29.7533","0.8888","29.7533","74.3833","88.8761","0.0000"
"","35.7220","29.7697","0.8876","29.7697","74.4243","88.7595","0.0000"
"","35.7420","29.7865","0.8865","29.7865","74.4662","88.6464","0.0000"
"","35.7620","29.8034","0.8856","29.8034","74.5084","88.5641","0.0000"
"","35.7820","29.8201","0.8851","29.8201","74.5503","88.5097","0.0000"
"","35.8020","29.8368","0.8846","29.8368","74.5919","88.4615","0.0000"
"","35.8220","29.8535","0.8841","29.8535","74.6338","88.4091","0.0000"
"","35.8420","29.8701","0.8836","29.8701","74.6752","88.3559","0.0000"
"","35.8620","29.8867","0.8830","29.8867","74.7168","88.3014","0.0000"
"","35.8820","29.9034","0.8825","29.9034","74.7584","88.2499","0.0000"
"","35.9020","29.9200","0.8820","29.9200","74.8000","88.1966","0.0000"
"","35.9220","29.9366","0.8815","29.9366","74.8416","88.1548","0.0000"
"","35.9420","29.9533","0.8812","29.9533","74.8832","88.1209","0.0000"
"","35.9620","29.9701","0.8808","29.9701","74.9251","88.0830","0.0000"
"","35.9820","29.9867","0.8804","29.9867","74.9668","88.0362","0.0000"
"","36.0020","30.0032","0.8799","30.0032","75.0081","87.9850","0.0000"
"","36.0220","30.0198","0.8793","30.0198","75.0494","87.9310","0.0000"
"","36.0420","30.0365","0.8788","30.0365","75.0913","87.8751","0.0000"
"","36.0620","30.0533","0.8783","30.0533","75.1332","87.8337","0.0000"
"","36.0820","30.0699","0.8780","30.0699","75.1748","87.7964","0.0000"
"","36.1020","30.0867","0.8776","30.0867","75.2167","87.7551","0.0000"
"","36.1220","30.1033","0.8771","30.1033","75.2584","87.7056","0.0000"
"","36.1420","30.1200","0.8765","30.1200","75.3000","87.6508","0.0000"
"","36.1620","30.1366","0.8759","30.1366","75.3416","87.5942","0.0000"
"","36.1820","30.1534","0.8754","30.1534","75.3835","87.5387","0.0000"
"","36.2020","30.1704","0.8749","30.1704","75.4260","87.4913","0.0000"
"","36.2220","30.1869","0.8745","30.1869","75.4673","87.4513","0.0000"
"","36.2420","30.2035","0.8739","30.2035","75.5086","87.3948","0.0000"
"","36.2620","30.2201","0.8733","30.2201","75.5502","87.3266","0.0000"
"","36.2820","30.2365","0.8725","30.2365","75.5913","87.2536","0.0000"
"","36.3020","30.2532","0.8718","30.2532","75.6329","87.1788","0.0000"
"","36.3220","30.2700","0.8712","30.2700","75.6751","87.1245","0.0000"
"","36.3420","30.2869","0.8709","30.2869","75.7173","87.0851","0.0000"
"","36.3620","30.3036","0.8704","30.3036","75.7589","87.0409","0.0000"
"","36.3820","30.3202","0.8697","30.3202","75.8005","86.9736","0.0000"
"","36.4020","30.3366","0.8690","30.3366","75.8415","86.9022","0.0000"
"","36.4220","30.3534","0.8683","30.3534","75.8835","86.8297","0.0000"
"","36.4420","30.3700","0.8676","30.3700","75.9251","86.7637","0.0000"
"","36.4620","30.3867","0.8671","30.3867","75.9667","86.7053","0.0000"
"","36.4820","30.4036","0.8665","30.4036","76.0089","86.6524","0.0000"
"","36.5020","30.4203","0.8661","30.4203","76.0508","86.6051","0.0000"
"","36.5220","30.4371","0.8654","30.4371","76.0927","86.5449","0.0000"
"","36.5420","30.4534","0.8648","30.4534","76.1334","86.4757","0.0000"
"","36.5620","30.4699","0.8639","30.4699","76.1748","86.3917","0.0000"
"","36.5820","30.4865","0.8631","30.4865","76.2164","86.3105","0.0000"
"","36.6020","30.5033","0.8624","30.5033","76.2583","86.2371","0.0000"
"","36.6220","30.5200","0.8617","30.5200","76.2999","86.1749","0.0000"
"","36.6420","30.5367","0.8611","30.5367","76.3418","86.1136","0.0000"
"","36.6620","30.5535","0.8605","30.5535","76.3837","86.0491","0.0000"
"","36.6820","30.5700","0.8597","30.5700","76.4250","85.9741","0.0000"
"","36.7020","30.5865","0.8589","30.5865","76.4664","85.8921","0.0000"
"","36.7220","30.6033","0.8580","30.6033","76.5083","85.8027","0.0000"
"","36.7420","30.6202","0.8573","30.6202","76.5505","85.7314","0.0000"
"","36.7620","30.6368","0.8567","30.6368","76.5921","85.6685","0.0000"
"","36.7820","30.6535","0.8559","30.6535","76.6337","85.5945","0.0000"
"","36.8020","30.6702","0.8552","30.6702","76.6756","85.5168","0.0000"
"","36.8220","30.6869","0.8544","30.6869","76.7172","85.4449","0.0000"
"","36.8420","30.7033","0.8536","30.7033","76.7582","85.3599","0.0000"
"","36.8620","30.7197","0.8526","30.7197","76.7993","85.2618","0.0000"
"","36.8820","30.7365","0.8516","30.7365","76.8412","85.1649","0.0000"
"","36.9020","30.7535","0.8509","30.7535","76.8837","85.0874","0.0000"
"","36.9220","30.7701","0.8502","30.7701","76.9253","85.0247","0.0000"
"","36.9420","30.7870","0.8495","30.7870","76.9675","84.9547","0.0000"
"","36.9620","30.8035","0.8488","30.8035","77.0088","84.8812","0.0000"
"","36.9820","30.8201","0.8479","30.8201","77.0501","84.7932","0.0000"
"","37.0020","30.8365","0.8469","30.8365","77.0912","84.6871","0.0000"
"","37.0220","30.8532","0.8457","30.8532","77.1331","84.5719","0.0000"
"","37.0420","30.8701","0.8448","30.8701","77.1753","84.4795","0.0000"
"","37.0620","30.8869","0.8440","30.8869","77.2172","84.4031","0.0000"
"","37.0820","30.9038","0.8433","30.9038","77.2594","84.3307","0.0000"
"","37.1020","30.9202","0.8427","30.9202","77.3004","84.2692","0.0000"
"","37.1220","30.9368","0.8420","30.9368","77.3420","84.2012","0.0000"
"","37.1420","30.9533","0.8413","30.9533","77.3834","84.1287","0.0000"
"","37.1620","30.9700","0.8406","30.9700","77.4250","84.0588","0.0000"
"","37.1820","30.9867","0.8401","30.9867","77.4669","84.0102","0.0000"
"","37.2020","31.0036","0.8397","31.0036","77.5091","83.9672","0.0000"
"","37.2220","31.0204","0.8394","31.0204","77.5510","83.9356","0.0000"
"","37.2420","31.0368","0.8390","31.0368","77.5920","83.8972","0.0000"
"","37.2620","31.0533","0.8383","31.0533","77.6333","83.8335","0.0000"
"","37.2820","31.0700","0.8376","31.0700","77.6749","83.7598","0.0000"
"","37.3020","31.0866","0.8369","31.0866","77.7166","83.6877","0.0000"
"","37.3220","31.1033","0.8362","31.1033","77.7582","83.6248","0.0000"
"","37.3420","31.1200","0.8356","31.1200","77.8001","83.5623","0.0000"
"","37.3620","31.1369","0.8350","31.1369","77.8423","83.5012","0.0000"
"","37.3820","31.1534","0.8344","31.1534","77.8836","83.4425","0.0000"
"","37.4020","31.1697","0.8337","31.1697","77.9243","83.3694","0.0000"
"","37.4220","31.1864","0.8328","31.1864","77.9660","83.2804","0.0000"
"","37.4420","31.2033","0.8320","31.2033","78.0082","83.1968","0.0000"
"","37.4620","31.2200","0.8313","31.2200","78.0501","83.1311","0.0000"
"","37.4820","31.2368","0.8307","31.2368","78.0920","83.0734","0.0000"
"","37.5020","31.2536","0.8301","31.2536","78.1339","83.0070","0.0000"
"","37.5220","31.2703","0.8293","31.2703","78.1758","82.9332","0.0000"
"","37.5420","31.2868","0.8285","31.2868","78.2171","82.8450","0.0000"
"","37.5620","31.3034","0.8275","31.3034","78.2584","82.7503","0.0000"
"","37.5820","31.3201","0.8267","31.3201","78.3003","82.6659","0.0000"
"","37.6020","31.3368","0.8260","31.3368","78.3420","82.5968","0.0000"
"","37.6220","31.3534","0.8255","31.3534","78.3836","82.5542","0.0000"
"","37.6420","31.3702","0.8255","31.3702","78.4255","82.5460","0.0000"
"","37.6620","31.3871","0.8255","31.3871","78.4677","82.5534","0.0000"
"","37.6820","31.4036","0.8257","31.4036","78.5090","82.5662","0.0000"
"","37.7020","31.4199","0.8257","31.4199","78.5497","82.5667","0.0000"
"","37.7220","31.4365","0.8256","31.4365","78.5914","82.5597","0.0000"
"","37.7420","31.4533","0.8256","31.4533","78.6333","82.5600","0.0000"
"","37.7620","31.4701","0.8257","31.4701","78.6752","82.5658","0.0000"
"","37.7820","31.4867","0.8258","31.4867","78.7168","82.5771","0.0000"
"","37.8020","31.5035","0.8258","31.5035","78.7587","82.5796","0.0000"
"","37.8220","31.5201","0.8258","31.5201","78.8003","82.5805","0.0000"
"","37.8420","31.5367","0.8256","31.5367","78.8416","82.5585","0.0000"
"","37.8620","31.5533","0.8253","31.5533","78.8832","82.5285","0.0000"
"","37.8820","31.5702","0.8251","31.5702","78.9255","82.5091","0.0000"
"","37.9020","31.5869","0.8251","31.5869","78.9674","82.5063","0.0000"
"","37.9220","31.6036","0.8250","31.6036","79.0090","82.5042","0.0000"
"","37.9420","31.6204","0.8250","31.6204","79.0509","82.4973","0.0000"
"","37.9620","31.6369","0.8249","31.6369","79.0922","82.4860","0.0000"
"","37.9820","31.6533","0.8246","31.6533","79.1332","82.4588","0.0000"
"","38.0020","31.6697","0.8243","31.6697","79.1743","82.4302","0.0000"
"","38.0220","31.6865","0.8243","31.6865","79.2162","82.4265","0.0000"
"","38.0420","31.7033","0.8246","31.7033","79.2584","82.4641","0.0000"
"","38.0620","31.7201","0.8253","31.7201","79.3003","82.5335","0.0000"
"","38.0820","31.7368","0.8261","31.7368","79.3419","82.6075","0.0000"
"","38.1020","31.7534","0.8268","31.7534","79.3835","82.6779","0.0000"
"","38.1220","31.7699","0.8275","31.7699","79.4248","82.7494","0.0000"
"","38.1420","31.7866","0.8282","31.7866","79.4664","82.8210","0.0000"
"","38.1620","31.8031","0.8290","31.8031","79.5078","82.8985","0.0000"
"","38.1820","31.8200","0.8297","31.8200","79.5500","82.9695","0.0000"
"","38.2020","31.8369","0.8307","31.8369","79.5922","83.0664","0.0000"
"","38.2220","31.8536","0.8318","31.8536","79.6341","83.1783","0.0000"
"","38.2420","31.8702","0.8328","31.8702","79.6754","83.2848","0.0000"
"","38.2620","31.8867","0.8337","31.8867","79.7167","83.3742","0.0000"
"","38.2820","31.9032","0.8345","31.9032","79.7580","83.4543","0.0000"
"","38.3020","31.9201","0.8353","31.9201","79.8002","83.5319","0.0000"
"","38.3220","31.9367","0.8361","31.9367","79.8419","83.6133","0.0000"
"","38.3420","31.9534","0.8369","31.9534","79.8835","83.6894","0.0000"
"","38.3620","31.9701","0.8377","31.9701","79.9254","83.7661","0.0000"
"","38.3820","31.9867","0.8385","31.9867","79.9667","83.8490","0.0000"
"","38.4020","32.0031","0.8393","32.0031","80.0077","83.9268","0.0000"
"","38.4220","32.0195","0.8400","32.0195","80.0488","84.0029","0.0000"
"","38.4420","32.0365","0.8412","32.0365","80.0912","84.1200","0.0000"
"","38.4620","32.0534","0.8430","32.0534","80.1335","84.2998","0.0000"
"","38.4820","32.0701","0.8450","32.0701","80.1754","84.5014","0.0000"
"","38.5020","32.0869","0.8469","32.0869","80.2173","84.6922","0.0000"
"","38.5220","32.1036","0.8487","32.1036","80.2589","84.8687","0.0000"
"","38.5420","32.1200","0.8504","32.1200","80.2999","85.0358","0.0000"
"","38.5620","32.1364","0.8518","32.1364","80.3409","85.1831","0.0000"
"","38.5820","32.1531","0.8532","32.1531","80.3828","85.3195","0.0000"
"","38.6020","32.1699","0.8549","32.1699","80.4247","85.4902","0.0000"
"","38.6220","32.1867","0.8570","32.1867","80.4667","85.6959","0.0000"
"","38.6420","32.2036","0.8592","32.2036","80.5089","85.9213","0.0000"
"","38.6620","32.2203","0.8615","32.2203","80.5508","86.1485","0.0000"
"","38.6820","32.2367","0.8636","32.2367","80.5918","86.3591","0.0000"
"","38.7020","32.2533","0.8655","32.2533","80.6331","86.5456","0.0000"
"","38.7220","32.2700","0.8673","32.2700","80.6750","86.7304","0.0000"
"","38.7420","32.2869","0.8694","32.2869","80.7172","86.9399","0.0000"
"","38.7620","32.3037","0.8718","32.3037","80.7592","87.1773","0.0000"
"","38.7820","32.3203","0.8741","32.3203","80.8008","87.4132","0.0000"
"","38.8020","32.3367","0.8763","32.3367","80.8418","87.6310","0.0000"
"","38.8220","32.3532","0.8784","32.3532","80.8831","87.8369","0.0000"
"","38.8420","32.3697","0.8804","32.3697","80.9241","88.0390","0.0000"
"","38.8620","32.3863","0.8824","32.3863","80.9657","88.2424","0.0000"
"","38.8820","32.4032","0.8848","32.4032","81.0079","88.4791","0.0000"
"","38.9020","32.4201","0.8876","32.4201","81.0502","88.7567","0.0000"
"","38.9220","32.4367","0.8904","32.4367","81.0918","89.0387","0.0000"
"","38.9420","32.4534","0.8930","32.4534","81.1334","89.3007","0.0000"
"","38.9620","32.4699","0.8956","32.4699","81.1747","89.5569","0.0000"
"","38.9820","32.4865","0.8981","32.4865","81.2163","89.8141","0.0000"
"","39.0020","32.5032","0.9006","32.5032","81.2579","90.0585","0.0000"
"","39.0220","32.5199","0.9030","32.5199","81.2998","90.3045","0.0000"
"","39.0420","32.5368","0.9058","32.5368","81.3420","90.5757","0.0000"
"","39.0620","32.5535","0.9085","32.5535","81.3837","90.8541","0.0000"
"","39.0820","32.5701","0.9112","32.5701","81.4253","91.1220","0.0000"
"","39.1020","32.5868","0.9139","32.5868","81.4669","91.3913","0.0000"
"","39.1220","32.6035","0.9166","32.6035","81.5088","91.6588","0.0000"
"","39.1420","32.6198","0.9191","32.6198","81.5495","91.9083","0.0000"
"","39.1620","32.6366","0.9213","32.6366","81.5914","92.1302","0.0000"
"","39.1820","32.6533","0.9237","32.6533","81.6334","92.3655","0.0000"
"","39.2020","32.6701","0.9263","32.6701","81.6753","92.6277","0.0000"
"","39.2220","32.6867","0.9289","32.6867","81.7169","92.8890","0.0000"
"","39.2420","32.7033","0.9314","32.7033","81.7582","93.1369","0.0000"
"","39.2620","32.7198","0.9338","32.7198","81.7995","93.3769","0.0000"
"","39.2820","32.7365","0.9361","32.7365","81.8411","93.6129","0.0000"
"","39.3020","32.7531","0.9384","32.7531","81.8827","93.8435","0.0000"
"","39.3220","32.7699","0.9408","32.7699","81.9246","94.0770","0.0000"
"","39.3420","32.7869","0.9432","32.7869","81.9672","94.3181","0.0000"
"","39.3620","32.8037","0.9458","32.8037","82.0094","94.5802","0.0000"
"","39.3820","32.8200","0.9482","32.8200","82.0501","94.8244","0.0000"
"","39.4020","32.8366","0.9503","32.8366","82.0914","95.0330","0.0000"
"","39.4220","32.8533","0.9525","32.8533","82.1333","95.2528","0.0000"
"","39.4420","32.8701","0.9549","32.8701","82.1752","95.4884","0.0000"
"","39.4620","32.8867","0.9574","32.8867","82.2168","95.7356","0.0000"
"","39.4820","32.9034","0.9598","32.9034","82.2585","95.9762","0.0000"
"","39.5020","32.9201","0.9621","32.9201","82.3004","96.2138","0.0000"
"","39.5220","32.9366","0.9644","32.9366","82.3414","96.4427","0.0000"
"","39.5420","32.9530","0.9664","32.9530","82.3824","96.6385","0.0000"
"","39.5620","32.9698","0.9684","32.9698","82.4246","96.8405","0.0000"
"","39.5820","32.9869","0.9707","32.9869","82.4671","97.0750","0.0000"
"","39.6020","33.0036","0.9731","33.0036","82.5090","97.3092","0.0000"
"","39.6220","33.0204","0.9753","33.0204","82.5509","97.5284","0.0000"
"","39.6420","33.0369","0.9775","33.0369","82.5923","97.7464","0.0000"
"","39.6620","33.0534","0.9795","33.0534","82.6336","97.9475","0.0000"
"","39.6820","33.0698","0.9812","33.0698","82.6746","98.1188","0.0000"
"","39.7020","33.0864","0.9828","33.0864","82.7159","98.2845","0.0000"
"","39.7220","33.1032","0.9847","33.1032","82.7581","98.4746","0.0000"
"","39.7420","33.1201","0.9869","33.1201","82.8003","98.6900","0.0000"
"","39.7620","33.1368","0.9890","33.1368","82.8419","98.8998","0.0000"
"","39.7820","33.1534","0.9910","33.1534","82.8836","99.0995","0.0000"
"","39.8020","33.1700","0.9929","33.1700","82.9249","99.2934","0.0000"
"","39.8220","33.1865","0.9948","33.1865","82.9662","99.4763","0.0000"
"","39.8420","33.2031","0.9965","33.2031","83.0078","99.6457","0.0000"
"","39.8620","33.2200","0.9984","33.2200","83.0500","99.8378","0.0000"
"","39.8820","33.2369","1.0006","33.2369","83.0922","100.0612","0.0000"
