Results Table 1


Results Table 2


1,Time,Displacement,Force,Compressive displacement,Compressive strain (Displacement),Compressive stress,PIP count
,(s),(mm),(kN),(mm),(%),(MPa),
"","19.2800","16.0683","0.3987","16.0683","40.1708","39.8745","0.0000"
"","19.3000","16.0848","0.3992","16.0848","40.2121","39.9216","0.0000"
"","19.3200","16.1018","0.3998","16.1018","40.2546","39.9781","0.0000"
"","19.3400","16.1186","0.4004","16.1186","40.2965","40.0433","0.0000"
"","19.3600","16.1352","0.4010","16.1352","40.3381","40.1044","0.0000"
"","19.3800","16.1518","0.4016","16.1518","40.3794","40.1556","0.0000"
"","19.4000","16.1685","0.4021","16.1685","40.4213","40.2061","0.0000"
"","19.4200","16.1851","0.4025","16.1851","40.4627","40.2549","0.0000"
"","19.4400","16.2015","0.4030","16.2015","40.5037","40.2970","0.0000"
"","19.4600","16.2182","0.4034","16.2182","40.5456","40.3354","0.0000"
"","19.4800","16.2352","0.4038","16.2352","40.5881","40.3796","0.0000"
"","19.5000","16.2520","0.4043","16.2520","40.6300","40.4277","0.0000"
"","19.5200","16.2685","0.4047","16.2685","40.6713","40.4675","0.0000"
"","19.5400","16.2851","0.4050","16.2851","40.7126","40.5011","0.0000"
"","19.5600","16.3017","0.4054","16.3017","40.7543","40.5373","0.0000"
"","19.5800","16.3182","0.4057","16.3182","40.7956","40.5714","0.0000"
"","19.6000","16.3348","0.4061","16.3348","40.8369","40.6055","0.0000"
"","19.6200","16.3518","0.4064","16.3518","40.8794","40.6434","0.0000"
"","19.6400","16.3685","0.4069","16.3685","40.9213","40.6933","0.0000"
"","19.6600","16.3850","0.4074","16.3850","40.9626","40.7428","0.0000"
"","19.6800","16.4016","0.4079","16.4016","41.0039","40.7868","0.0000"
"","19.7000","16.4183","0.4083","16.4183","41.0459","40.8268","0.0000"
"","19.7200","16.4349","0.4087","16.4349","41.0872","40.8709","0.0000"
"","19.7400","16.4515","0.4092","16.4515","41.1288","40.9182","0.0000"
"","19.7600","16.4685","0.4097","16.4685","41.1713","40.9710","0.0000"
"","19.7800","16.4854","0.4103","16.4854","41.2135","41.0303","0.0000"
"","19.8000","16.5022","0.4109","16.5022","41.2554","41.0925","0.0000"
"","19.8200","16.5186","0.4115","16.5186","41.2964","41.1457","0.0000"
"","19.8400","16.5351","0.4120","16.5351","41.3377","41.1956","0.0000"
"","19.8600","16.5517","0.4125","16.5517","41.3794","41.2478","0.0000"
"","19.8800","16.5683","0.4130","16.5683","41.4207","41.3012","0.0000"
"","19.9000","16.5850","0.4135","16.5850","41.4626","41.3482","0.0000"
"","19.9200","16.6018","0.4140","16.6018","41.5045","41.3970","0.0000"
"","19.9400","16.6187","0.4145","16.6187","41.5467","41.4455","0.0000"
"","19.9600","16.6351","0.4149","16.6351","41.5877","41.4925","0.0000"
"","19.9800","16.6517","0.4153","16.6517","41.6293","41.5317","0.0000"
"","20.0000","16.6685","0.4157","16.6685","41.6712","41.5745","0.0000"
"","20.0200","16.6853","0.4162","16.6853","41.7132","41.6205","0.0000"
"","20.0400","16.7020","0.4167","16.7020","41.7551","41.6693","0.0000"
"","20.0600","16.7188","0.4172","16.7188","41.7970","41.7221","0.0000"
"","20.0800","16.7356","0.4178","16.7356","41.8389","41.7767","0.0000"
"","20.1000","16.7521","0.4182","16.7521","41.8802","41.8227","0.0000"
"","20.1200","16.7684","0.4186","16.7684","41.9209","41.8589","0.0000"
"","20.1400","16.7850","0.4189","16.7850","41.9626","41.8915","0.0000"
"","20.1600","16.8017","0.4193","16.8017","42.0042","41.9311","0.0000"
"","20.1800","16.8183","0.4198","16.8183","42.0458","41.9752","0.0000"
"","20.2000","16.8351","0.4202","16.8351","42.0877","42.0200","0.0000"
"","20.2200","16.8520","0.4206","16.8520","42.1299","42.0620","0.0000"
"","20.2400","16.8686","0.4211","16.8686","42.1715","42.1054","0.0000"
"","20.2600","16.8850","0.4214","16.8850","42.2125","42.1443","0.0000"
"","20.2800","16.9015","0.4218","16.9015","42.2539","42.1841","0.0000"
"","20.3000","16.9183","0.4222","16.9183","42.2958","42.2208","0.0000"
"","20.3200","16.9352","0.4227","16.9352","42.3380","42.2663","0.0000"
"","20.3400","16.9517","0.4231","16.9517","42.3793","42.3097","0.0000"
"","20.3600","16.9686","0.4235","16.9686","42.4215","42.3512","0.0000"
"","20.3800","16.9854","0.4240","16.9854","42.4634","42.4023","0.0000"
"","20.4000","17.0018","0.4245","17.0018","42.5044","42.4531","0.0000"
"","20.4200","17.0182","0.4249","17.0182","42.5455","42.4924","0.0000"
"","20.4400","17.0351","0.4253","17.0351","42.5877","42.5308","0.0000"
"","20.4600","17.0519","0.4258","17.0519","42.6299","42.5788","0.0000"
"","20.4800","17.0685","0.4263","17.0685","42.6712","42.6290","0.0000"
"","20.5000","17.0851","0.4267","17.0851","42.7128","42.6717","0.0000"
"","20.5200","17.1020","0.4271","17.1020","42.7550","42.7129","0.0000"
"","20.5400","17.1185","0.4276","17.1185","42.7963","42.7604","0.0000"
"","20.5600","17.1349","0.4281","17.1349","42.8373","42.8088","0.0000"
"","20.5800","17.1516","0.4285","17.1516","42.8790","42.8504","0.0000"
"","20.6000","17.1683","0.4290","17.1683","42.9209","42.9006","0.0000"
"","20.6200","17.1849","0.4295","17.1849","42.9622","42.9545","0.0000"
"","20.6400","17.2015","0.4301","17.2015","43.0038","43.0148","0.0000"
"","20.6600","17.2184","0.4307","17.2184","43.0460","43.0747","0.0000"
"","20.6800","17.2352","0.4314","17.2352","43.0879","43.1424","0.0000"
"","20.7000","17.2513","0.4320","17.2513","43.1283","43.2032","0.0000"
"","20.7200","17.2680","0.4325","17.2680","43.1700","43.2488","0.0000"
"","20.7400","17.2851","0.4330","17.2851","43.2128","43.2985","0.0000"
"","20.7600","17.3021","0.4336","17.3021","43.2553","43.3646","0.0000"
"","20.7800","17.3185","0.4343","17.3185","43.2963","43.4261","0.0000"
"","20.8000","17.3352","0.4348","17.3352","43.3379","43.4778","0.0000"
"","20.8200","17.3520","0.4352","17.3520","43.3801","43.5246","0.0000"
"","20.8400","17.3685","0.4357","17.3685","43.4211","43.5692","0.0000"
"","20.8600","17.3850","0.4361","17.3850","43.4624","43.6079","0.0000"
"","20.8800","17.4019","0.4365","17.4019","43.5046","43.6470","0.0000"
"","20.9000","17.4189","0.4370","17.4189","43.5472","43.6978","0.0000"
"","20.9200","17.4355","0.4376","17.4355","43.5888","43.7550","0.0000"
"","20.9400","17.4518","0.4379","17.4518","43.6295","43.7950","0.0000"
"","20.9600","17.4683","0.4383","17.4683","43.6708","43.8257","0.0000"
"","20.9800","17.4849","0.4386","17.4849","43.7121","43.8615","0.0000"
"","21.0000","17.5013","0.4390","17.5013","43.7532","43.9046","0.0000"
"","21.0200","17.5179","0.4395","17.5179","43.7948","43.9459","0.0000"
"","21.0400","17.5351","0.4400","17.5351","43.8379","43.9980","0.0000"
"","21.0600","17.5519","0.4406","17.5519","43.8798","44.0642","0.0000"
"","21.0800","17.5684","0.4412","17.5684","43.9211","44.1214","0.0000"
"","21.1000","17.5851","0.4417","17.5851","43.9627","44.1692","0.0000"
"","21.1200","17.6020","0.4422","17.6020","44.0049","44.2196","0.0000"
"","21.1400","17.6186","0.4427","17.6186","44.0465","44.2739","0.0000"
"","21.1600","17.6353","0.4432","17.6353","44.0881","44.3229","0.0000"
"","21.1800","17.6520","0.4437","17.6520","44.1301","44.3741","0.0000"
"","21.2000","17.6689","0.4443","17.6689","44.1723","44.4347","0.0000"
"","21.2200","17.6854","0.4449","17.6854","44.2136","44.4913","0.0000"
"","21.2400","17.7018","0.4454","17.7018","44.2546","44.5360","0.0000"
"","21.2600","17.7184","0.4458","17.7184","44.2959","44.5775","0.0000"
"","21.2800","17.7351","0.4462","17.7351","44.3378","44.6223","0.0000"
"","21.3000","17.7517","0.4467","17.7517","44.3791","44.6684","0.0000"
"","21.3200","17.7683","0.4472","17.7683","44.4208","44.7162","0.0000"
"","21.3400","17.7852","0.4477","17.7852","44.4630","44.7659","0.0000"
"","21.3600","17.8020","0.4482","17.8020","44.5049","44.8205","0.0000"
"","21.3800","17.8184","0.4487","17.8184","44.5459","44.8683","0.0000"
"","21.4000","17.8348","0.4492","17.8348","44.5869","44.9214","0.0000"
"","21.4200","17.8517","0.4498","17.8517","44.6291","44.9752","0.0000"
"","21.4400","17.8685","0.4504","17.8685","44.6713","45.0358","0.0000"
"","21.4600","17.8853","0.4510","17.8853","44.7132","45.1048","0.0000"
"","21.4800","17.9019","0.4517","17.9019","44.7549","45.1728","0.0000"
"","21.5000","17.9189","0.4524","17.9189","44.7974","45.2391","0.0000"
"","21.5200","17.9354","0.4530","17.9354","44.8384","45.3027","0.0000"
"","21.5400","17.9515","0.4535","17.9515","44.8788","45.3528","0.0000"
"","21.5600","17.9683","0.4540","17.9683","44.9207","45.4008","0.0000"
"","21.5800","17.9851","0.4546","17.9851","44.9626","45.4584","0.0000"
"","21.6000","18.0018","0.4552","18.0018","45.0046","45.5248","0.0000"
"","21.6200","18.0183","0.4559","18.0183","45.0459","45.5866","0.0000"
"","21.6400","18.0352","0.4564","18.0352","45.0881","45.6425","0.0000"
"","21.6600","18.0518","0.4570","18.0518","45.1294","45.7033","0.0000"
"","21.6800","18.0682","0.4576","18.0682","45.1704","45.7582","0.0000"
"","21.7000","18.0847","0.4580","18.0847","45.2117","45.8043","0.0000"
"","21.7200","18.1016","0.4586","18.1016","45.2539","45.8566","0.0000"
"","21.7400","18.1185","0.4592","18.1185","45.2962","45.9247","0.0000"
"","21.7600","18.1351","0.4598","18.1351","45.3378","45.9840","0.0000"
"","21.7800","18.1520","0.4604","18.1520","45.3800","46.0379","0.0000"
"","21.8000","18.1688","0.4610","18.1688","45.4219","46.0956","0.0000"
"","21.8200","18.1852","0.4615","18.1852","45.4629","46.1481","0.0000"
"","21.8400","18.2016","0.4619","18.2016","45.5039","46.1881","0.0000"
"","21.8600","18.2182","0.4622","18.2182","45.5455","46.2208","0.0000"
"","21.8800","18.2353","0.4627","18.2353","45.5883","46.2679","0.0000"
"","21.9000","18.2519","0.4632","18.2519","45.6297","46.3250","0.0000"
"","21.9200","18.2686","0.4638","18.2686","45.6716","46.3795","0.0000"
"","21.9400","18.2853","0.4643","18.2853","45.7132","46.4298","0.0000"
"","21.9600","18.3018","0.4648","18.3018","45.7545","46.4793","0.0000"
"","21.9800","18.3181","0.4652","18.3181","45.7952","46.5184","0.0000"
"","22.0000","18.3347","0.4655","18.3347","45.8368","46.5547","0.0000"
"","22.0200","18.3517","0.4661","18.3517","45.8793","46.6074","0.0000"
"","22.0400","18.3685","0.4667","18.3685","45.9213","46.6735","0.0000"
"","22.0600","18.3853","0.4674","18.3853","45.9632","46.7361","0.0000"
"","22.0800","18.4020","0.4679","18.4020","46.0051","46.7944","0.0000"
"","22.1000","18.4186","0.4685","18.4186","46.0464","46.8529","0.0000"
"","22.1200","18.4351","0.4690","18.4351","46.0877","46.9011","0.0000"
"","22.1400","18.4517","0.4695","18.4517","46.1293","46.9473","0.0000"
"","22.1600","18.4685","0.4700","18.4685","46.1712","47.0039","0.0000"
"","22.1800","18.4851","0.4707","18.4851","46.2128","47.0692","0.0000"
"","22.2000","18.5020","0.4714","18.5020","46.2551","47.1393","0.0000"
"","22.2200","18.5185","0.4721","18.5185","46.2964","47.2127","0.0000"
"","22.2400","18.5351","0.4728","18.5351","46.3377","47.2786","0.0000"
"","22.2600","18.5516","0.4734","18.5516","46.3790","47.3424","0.0000"
"","22.2800","18.5683","0.4741","18.5683","46.4206","47.4093","0.0000"
"","22.3000","18.5850","0.4748","18.5850","46.4625","47.4785","0.0000"
"","22.3200","18.6020","0.4755","18.6020","46.5050","47.5528","0.0000"
"","22.3400","18.6187","0.4763","18.6187","46.5466","47.6259","0.0000"
"","22.3600","18.6353","0.4769","18.6353","46.5883","47.6892","0.0000"
"","22.3800","18.6517","0.4775","18.6517","46.6293","47.7461","0.0000"
"","22.4000","18.6682","0.4780","18.6682","46.6706","47.8046","0.0000"
"","22.4200","18.6850","0.4787","18.6850","46.7125","47.8659","0.0000"
"","22.4400","18.7018","0.4793","18.7018","46.7544","47.9292","0.0000"
"","22.4600","18.7185","0.4799","18.7185","46.7963","47.9945","0.0000"
"","22.4800","18.7353","0.4806","18.7353","46.8382","48.0613","0.0000"
"","22.5000","18.7521","0.4812","18.7521","46.8802","48.1196","0.0000"
"","22.5200","18.7685","0.4818","18.7685","46.9212","48.1758","0.0000"
"","22.5400","18.7850","0.4823","18.7850","46.9625","48.2274","0.0000"
"","22.5600","18.8016","0.4828","18.8016","47.0041","48.2803","0.0000"
"","22.5800","18.8184","0.4834","18.8184","47.0460","48.3369","0.0000"
"","22.6000","18.8353","0.4840","18.8353","47.0882","48.4040","0.0000"
"","22.6200","18.8519","0.4847","18.8519","47.1298","48.4675","0.0000"
"","22.6400","18.8686","0.4852","18.8686","47.1715","48.5237","0.0000"
"","22.6600","18.8851","0.4857","18.8851","47.2128","48.5711","0.0000"
"","22.6800","18.9015","0.4861","18.9015","47.2538","48.6069","0.0000"
"","22.7000","18.9182","0.4865","18.9182","47.2954","48.6453","0.0000"
"","22.7200","18.9347","0.4869","18.9347","47.3367","48.6937","0.0000"
"","22.7400","18.9516","0.4874","18.9516","47.3789","48.7439","0.0000"
"","22.7600","18.9685","0.4880","18.9685","47.4212","48.8043","0.0000"
"","22.7800","18.9852","0.4887","18.9852","47.4631","48.8713","0.0000"
"","22.8000","19.0019","0.4893","19.0019","47.5047","48.9343","0.0000"
"","22.8200","19.0185","0.4898","19.0185","47.5463","48.9840","0.0000"
"","22.8400","19.0353","0.4904","19.0353","47.5882","49.0413","0.0000"
"","22.8600","19.0519","0.4910","19.0519","47.6298","49.0975","0.0000"
"","22.8800","19.0687","0.4915","19.0687","47.6717","49.1539","0.0000"
"","22.9000","19.0855","0.4922","19.0855","47.7136","49.2185","0.0000"
"","22.9200","19.1021","0.4929","19.1021","47.7552","49.2880","0.0000"
"","22.9400","19.1186","0.4936","19.1186","47.7966","49.3563","0.0000"
"","22.9600","19.1349","0.4942","19.1349","47.8373","49.4199","0.0000"
"","22.9800","19.1514","0.4948","19.1514","47.8786","49.4821","0.0000"
"","23.0000","19.1682","0.4955","19.1682","47.9205","49.5490","0.0000"
"","23.0200","19.1851","0.4962","19.1851","47.9627","49.6236","0.0000"
"","23.0400","19.2020","0.4970","19.2020","48.0049","49.7003","0.0000"
"","23.0600","19.2187","0.4978","19.2187","48.0468","49.7800","0.0000"
"","23.0800","19.2351","0.4985","19.2351","48.0879","49.8546","0.0000"
"","23.1000","19.2517","0.4991","19.2517","48.1292","49.9148","0.0000"
"","23.1200","19.2683","0.4997","19.2683","48.1708","49.9693","0.0000"
"","23.1400","19.2848","0.5002","19.2848","48.2121","50.0202","0.0000"
"","23.1600","19.3016","0.5008","19.3016","48.2540","50.0799","0.0000"
"","23.1800","19.3184","0.5015","19.3184","48.2959","50.1487","0.0000"
"","23.2000","19.3351","0.5021","19.3351","48.3378","50.2126","0.0000"
"","23.2200","19.3518","0.5027","19.3518","48.3795","50.2683","0.0000"
"","23.2400","19.3684","0.5032","19.3684","48.4211","50.3201","0.0000"
"","23.2600","19.3850","0.5037","19.3850","48.4624","50.3693","0.0000"
"","23.2800","19.4016","0.5042","19.4016","48.5040","50.4159","0.0000"
"","23.3000","19.4185","0.5047","19.4185","48.5462","50.4710","0.0000"
"","23.3200","19.4351","0.5054","19.4351","48.5878","50.5352","0.0000"
"","23.3400","19.4519","0.5060","19.4519","48.6297","50.5973","0.0000"
"","23.3600","19.4685","0.5066","19.4685","48.6714","50.6580","0.0000"
"","23.3800","19.4852","0.5071","19.4852","48.7130","50.7110","0.0000"
"","23.4000","19.5017","0.5076","19.5017","48.7543","50.7620","0.0000"
"","23.4200","19.5182","0.5082","19.5182","48.7956","50.8178","0.0000"
"","23.4400","19.5352","0.5088","19.5352","48.8381","50.8799","0.0000"
"","23.4600","19.5519","0.5096","19.5519","48.8797","50.9551","0.0000"
"","23.4800","19.5685","0.5103","19.5685","48.9213","51.0261","0.0000"
"","23.5000","19.5851","0.5109","19.5851","48.9627","51.0899","0.0000"
"","23.5200","19.6017","0.5115","19.6017","49.0043","51.1534","0.0000"
"","23.5400","19.6181","0.5121","19.6181","49.0453","51.2131","0.0000"
"","23.5600","19.6348","0.5128","19.6348","49.0869","51.2787","0.0000"
"","23.5800","19.6518","0.5135","19.6518","49.1294","51.3473","0.0000"
"","23.6000","19.6685","0.5143","19.6685","49.1713","51.4294","0.0000"
"","23.6200","19.6853","0.5151","19.6853","49.2132","51.5055","0.0000"
"","23.6400","19.7019","0.5158","19.7019","49.2548","51.5807","0.0000"
"","23.6600","19.7185","0.5165","19.7185","49.2962","51.6491","0.0000"
"","23.6800","19.7351","0.5171","19.7351","49.3378","51.7107","0.0000"
"","23.7000","19.7516","0.5177","19.7516","49.3791","51.7711","0.0000"
"","23.7200","19.7685","0.5183","19.7685","49.4213","51.8317","0.0000"
"","23.7400","19.7853","0.5190","19.7853","49.4632","51.8989","0.0000"
"","23.7600","19.8020","0.5197","19.8020","49.5051","51.9661","0.0000"
"","23.7800","19.8186","0.5203","19.8186","49.5464","52.0265","0.0000"
"","23.8000","19.8349","0.5207","19.8349","49.5872","52.0737","0.0000"
"","23.8200","19.8514","0.5212","19.8514","49.6285","52.1179","0.0000"
"","23.8400","19.8680","0.5217","19.8680","49.6701","52.1651","0.0000"
"","23.8600","19.8848","0.5222","19.8848","49.7120","52.2158","0.0000"
"","23.8800","19.9016","0.5228","19.9016","49.7539","52.2764","0.0000"
"","23.9000","19.9183","0.5234","19.9183","49.7958","52.3390","0.0000"
"","23.9200","19.9351","0.5241","19.9351","49.8377","52.4093","0.0000"
"","23.9400","19.9515","0.5257","19.9515","49.8788","52.5729","0.0000"
"","23.9600","19.9682","0.5290","19.9682","49.9204","52.9046","0.0000"
"","23.9800","19.9849","0.5333","19.9849","49.9623","53.3343","0.0000"
"","24.0000","20.0019","0.5380","20.0019","50.0048","53.7955","0.0000"
"","24.0200","20.0188","0.5425","20.0188","50.0470","54.2528","0.0000"
"","24.0400","20.0354","0.5469","20.0354","50.0886","54.6921","0.0000"
"","24.0600","20.0521","0.5511","20.0521","50.1302","55.1079","0.0000"
"","24.0800","20.0685","0.5551","20.0685","50.1713","55.5126","0.0000"
"","24.1000","20.0849","0.5590","20.0849","50.2123","55.9042","0.0000"
"","24.1200","20.1016","0.5628","20.1016","50.2539","56.2824","0.0000"
"","24.1400","20.1182","0.5666","20.1182","50.2955","56.6605","0.0000"
"","24.1600","20.1351","0.5704","20.1351","50.3377","57.0424","0.0000"
"","24.1800","20.1516","0.5742","20.1516","50.3790","57.4193","0.0000"
"","24.2000","20.1684","0.5778","20.1684","50.4209","57.7799","0.0000"
"","24.2200","20.1850","0.5813","20.1850","50.4626","58.1315","0.0000"
"","24.2400","20.2017","0.5848","20.2017","50.5042","58.4764","0.0000"
"","24.2600","20.2183","0.5881","20.2183","50.5458","58.8106","0.0000"
"","24.2800","20.2350","0.5913","20.2350","50.5874","59.1347","0.0000"
"","24.3000","20.2518","0.5944","20.2518","50.6296","59.4415","0.0000"
"","24.3200","20.2684","0.5977","20.2684","50.6709","59.7700","0.0000"
"","24.3400","20.2852","0.6011","20.2852","50.7131","60.1119","0.0000"
"","24.3600","20.3019","0.6046","20.3019","50.7547","60.4565","0.0000"
"","24.3800","20.3185","0.6079","20.3185","50.7964","60.7877","0.0000"
"","24.4000","20.3352","0.6111","20.3352","50.8380","61.1143","0.0000"
"","24.4200","20.3517","0.6143","20.3517","50.8793","61.4328","0.0000"
"","24.4400","20.3686","0.6174","20.3686","50.9215","61.7433","0.0000"
"","24.4600","20.3854","0.6205","20.3854","50.9634","62.0541","0.0000"
"","24.4800","20.4019","0.6237","20.4019","51.0047","62.3694","0.0000"
"","24.5000","20.4184","0.6268","20.4184","51.0460","62.6751","0.0000"
"","24.5200","20.4349","0.6296","20.4349","51.0874","62.9647","0.0000"
"","24.5400","20.4515","0.6325","20.4515","51.1287","63.2464","0.0000"
"","24.5600","20.4681","0.6353","20.4681","51.1703","63.5328","0.0000"
"","24.5800","20.4849","0.6382","20.4849","51.2122","63.8191","0.0000"
"","24.6000","20.5018","0.6411","20.5018","51.2544","64.1064","0.0000"
"","24.6200","20.5184","0.6440","20.5184","51.2960","64.3979","0.0000"
"","24.6400","20.5351","0.6468","20.5351","51.3376","64.6841","0.0000"
"","24.6600","20.5517","0.6495","20.5517","51.3793","64.9489","0.0000"
"","24.6800","20.5685","0.6521","20.5685","51.4212","65.2135","0.0000"
"","24.7000","20.5850","0.6549","20.5850","51.4625","65.4886","0.0000"
"","24.7200","20.6019","0.6576","20.6019","51.5047","65.7611","0.0000"
"","24.7400","20.6186","0.6604","20.6186","51.5466","66.0379","0.0000"
"","24.7600","20.6353","0.6631","20.6353","51.5882","66.3091","0.0000"
"","24.7800","20.6518","0.6657","20.6518","51.6295","66.5705","0.0000"
"","24.8000","20.6682","0.6682","20.6682","51.6706","66.8247","0.0000"
"","24.8200","20.6851","0.6707","20.6851","51.7128","67.0738","0.0000"
"","24.8400","20.7016","0.6733","20.7016","51.7541","67.3260","0.0000"
"","24.8600","20.7183","0.6758","20.7183","51.7957","67.5803","0.0000"
"","24.8800","20.7349","0.6784","20.7349","51.8373","67.8407","0.0000"
"","24.9000","20.7518","0.6810","20.7518","51.8795","68.1019","0.0000"
"","24.9200","20.7683","0.6836","20.7683","51.9208","68.3631","0.0000"
"","24.9400","20.7850","0.6862","20.7850","51.9624","68.6223","0.0000"
"","24.9600","20.8015","0.6888","20.8015","52.0038","68.8761","0.0000"
"","24.9800","20.8184","0.6913","20.8184","52.0460","69.1322","0.0000"
"","25.0000","20.8350","0.6939","20.8350","52.0876","69.3934","0.0000"
"","25.0200","20.8518","0.6966","20.8518","52.1295","69.6607","0.0000"
"","25.0400","20.8686","0.6993","20.8686","52.1714","69.9288","0.0000"
"","25.0600","20.8853","0.7019","20.8853","52.2133","70.1918","0.0000"
"","25.0800","20.9020","0.7045","20.9020","52.2549","70.4501","0.0000"
"","25.1000","20.9184","0.7070","20.9184","52.2960","70.7043","0.0000"
"","25.1200","20.9351","0.7095","20.9351","52.3379","70.9486","0.0000"
"","25.1400","20.9518","0.7120","20.9518","52.3795","71.1994","0.0000"
"","25.1600","20.9684","0.7146","20.9684","52.4211","71.4565","0.0000"
"","25.1800","20.9852","0.7171","20.9852","52.4630","71.7110","0.0000"
"","25.2000","21.0018","0.7197","21.0019","52.5046","71.9665","0.0000"
"","25.2200","21.0181","0.7221","21.0181","52.5454","72.2057","0.0000"
"","25.2400","21.0347","0.7243","21.0347","52.5867","72.4318","0.0000"
"","25.2600","21.0513","0.7266","21.0513","52.6283","72.6596","0.0000"
"","25.2800","21.0683","0.7290","21.0683","52.6708","72.8969","0.0000"
"","25.3000","21.0851","0.7315","21.0851","52.7127","73.1504","0.0000"
"","25.3200","21.1017","0.7340","21.1017","52.7543","73.4033","0.0000"
"","25.3400","21.1185","0.7364","21.1185","52.7962","73.6412","0.0000"
"","25.3600","21.1350","0.7388","21.1350","52.8375","73.8789","0.0000"
"","25.3800","21.1515","0.7411","21.1515","52.8789","74.1083","0.0000"
"","25.4000","21.1682","0.7433","21.1682","52.9205","74.3344","0.0000"
"","25.4200","21.1850","0.7457","21.1850","52.9624","74.5743","0.0000"
"","25.4400","21.2018","0.7482","21.2018","53.0046","74.8187","0.0000"
"","25.4600","21.2186","0.7507","21.2186","53.0465","75.0689","0.0000"
"","25.4800","21.2354","0.7532","21.2354","53.0884","75.3205","0.0000"
"","25.5000","21.2519","0.7556","21.2519","53.1297","75.5623","0.0000"
"","25.5200","21.2684","0.7580","21.2684","53.1710","75.7995","0.0000"
"","25.5400","21.2849","0.7603","21.2849","53.2124","76.0282","0.0000"
"","25.5600","21.3016","0.7627","21.3016","53.2540","76.2658","0.0000"
"","25.5800","21.3181","0.7652","21.3181","53.2953","76.5153","0.0000"
"","25.6000","21.3348","0.7676","21.3348","53.3369","76.7611","0.0000"
"","25.6200","21.3516","0.7701","21.3516","53.3791","77.0123","0.0000"
"","25.6400","21.3685","0.7728","21.3685","53.4213","77.2815","0.0000"
"","25.6600","21.3852","0.7755","21.3852","53.4629","77.5502","0.0000"
"","25.6800","21.4017","0.7780","21.4017","53.5043","77.7960","0.0000"
"","25.7000","21.4185","0.7803","21.4185","53.5462","78.0277","0.0000"
"","25.7200","21.4352","0.7827","21.4352","53.5881","78.2693","0.0000"
"","25.7400","21.4520","0.7851","21.4520","53.6300","78.5113","0.0000"
"","25.7600","21.4688","0.7874","21.4688","53.6719","78.7417","0.0000"
"","25.7800","21.4852","0.7898","21.4852","53.7129","78.9818","0.0000"
"","25.8000","21.5016","0.7921","21.5016","53.7539","79.2116","0.0000"
"","25.8200","21.5181","0.7942","21.5181","53.7953","79.4189","0.0000"
"","25.8400","21.5350","0.7963","21.5350","53.8375","79.6335","0.0000"
"","25.8600","21.5518","0.7987","21.5518","53.8794","79.8692","0.0000"
"","25.8800","21.5685","0.8011","21.5685","53.9213","80.1149","0.0000"
"","25.9000","21.5853","0.8035","21.5853","53.9632","80.3481","0.0000"
"","25.9200","21.6019","0.8058","21.6019","54.0048","80.5805","0.0000"
"","25.9400","21.6183","0.8080","21.6183","54.0458","80.7982","0.0000"
"","25.9600","21.6349","0.8100","21.6349","54.0872","81.0048","0.0000"
"","25.9800","21.6517","0.8122","21.6517","54.1294","81.2170","0.0000"
"","26.0000","21.6685","0.8144","21.6685","54.1713","81.4446","0.0000"
"","26.0200","21.6853","0.8169","21.6853","54.2132","81.6896","0.0000"
"","26.0400","21.7019","0.8193","21.7019","54.2548","81.9289","0.0000"
"","26.0600","21.7186","0.8215","21.7186","54.2964","82.1541","0.0000"
"","26.0800","21.7350","0.8237","21.7350","54.3374","82.3713","0.0000"
"","26.1000","21.7513","0.8258","21.7513","54.3782","82.5753","0.0000"
"","26.1200","21.7680","0.8279","21.7680","54.4201","82.7852","0.0000"
"","26.1400","21.7850","0.8301","21.7850","54.4626","83.0074","0.0000"
"","26.1600","21.8019","0.8325","21.8019","54.5048","83.2476","0.0000"
"","26.1800","21.8186","0.8348","21.8186","54.5464","83.4845","0.0000"
"","26.2000","21.8352","0.8371","21.8352","54.5880","83.7059","0.0000"
"","26.2200","21.8520","0.8393","21.8520","54.6299","83.9259","0.0000"
"","26.2400","21.8684","0.8414","21.8684","54.6709","84.1386","0.0000"
"","26.2600","21.8850","0.8434","21.8850","54.7126","84.3387","0.0000"
"","26.2800","21.9019","0.8455","21.9019","54.7548","84.5492","0.0000"
"","26.3000","21.9185","0.8477","21.9185","54.7964","84.7732","0.0000"
"","26.3200","21.9352","0.8499","21.9352","54.8380","84.9911","0.0000"
"","26.3400","21.9518","0.8519","21.9518","54.8796","85.1947","0.0000"
"","26.3600","21.9684","0.8540","21.9684","54.9209","85.3960","0.0000"
"","26.3800","21.9851","0.8560","21.9851","54.9628","85.5997","0.0000"
"","26.4000","22.0018","0.8581","22.0018","55.0044","85.8070","0.0000"
"","26.4200","22.0184","0.8602","22.0184","55.0461","86.0181","0.0000"
"","26.4400","22.0352","0.8623","22.0352","55.0880","86.2312","0.0000"
"","26.4600","22.0520","0.8644","22.0519","55.1299","86.4421","0.0000"
"","26.4800","22.0685","0.8664","22.0685","55.1712","86.6394","0.0000"
"","26.5000","22.0848","0.8683","22.0848","55.2119","86.8256","0.0000"
"","26.5200","22.1017","0.8701","22.1017","55.2541","87.0145","0.0000"
"","26.5400","22.1184","0.8722","22.1184","55.2960","87.2218","0.0000"
"","26.5600","22.1349","0.8744","22.1349","55.3374","87.4355","0.0000"
"","26.5800","22.1517","0.8764","22.1517","55.3793","87.6418","0.0000"
