Results Table 1


Results Table 2


1,Time,Displacement,Force,Compressive displacement,Compressive strain (Displacement),Compressive stress,PIP count
"","1.2600","1.0519","0.0321","1.0519","2.6297","3.2079","0.0000"
"","1.2800","1.0684","0.0329","1.0684","2.6710","3.2856","0.0000"
"","1.3000","1.0850","0.0336","1.0850","2.7126","3.3617","0.0000"
"","1.3200","1.1019","0.0344","1.1019","2.7548","3.4410","0.0000"
"","1.3400","1.1187","0.0352","1.1187","2.7967","3.5196","0.0000"
"","1.3600","1.1355","0.0360","1.1355","2.8386","3.5976","0.0000"
"","1.3800","1.1520","0.0368","1.1520","2.8800","3.6773","0.0000"
"","1.4000","1.1686","0.0376","1.1686","2.9216","3.7559","0.0000"
"","1.4200","1.1850","0.0384","1.1850","2.9626","3.8352","0.0000"
"","1.4400","1.2016","0.0391","1.2016","3.0039","3.9135","0.0000"
"","1.4600","1.2183","0.0399","1.2183","3.0458","3.9908","0.0000"
"","1.4800","1.2352","0.0407","1.2352","3.0880","4.0699","0.0000"
"","1.5000","1.2519","0.0415","1.2519","3.1297","4.1512","0.0000"
"","1.5200","1.2686","0.0423","1.2686","3.1716","4.2290","0.0000"
"","1.5400","1.2852","0.0430","1.2852","3.2129","4.3048","0.0000"
"","1.5600","1.3017","0.0438","1.3017","3.2542","4.3834","0.0000"
"","1.5800","1.3183","0.0446","1.3183","3.2958","4.4635","0.0000"
"","1.6000","1.3349","0.0454","1.3349","3.3371","4.5402","0.0000"
"","1.6200","1.3517","0.0462","1.3517","3.3793","4.6182","0.0000"
"","1.6400","1.3686","0.0470","1.3686","3.4215","4.6986","0.0000"
"","1.6600","1.3853","0.0478","1.3853","3.4632","4.7791","0.0000"
"","1.6800","1.4020","0.0486","1.4020","3.5051","4.8561","0.0000"
"","1.7000","1.4184","0.0493","1.4184","3.5461","4.9325","0.0000"
"","1.7200","1.4350","0.0501","1.4350","3.5874","5.0118","0.0000"
"","1.7400","1.4515","0.0509","1.4515","3.6287","5.0900","0.0000"
"","1.7600","1.4684","0.0517","1.4684","3.6709","5.1663","0.0000"
"","1.7800","1.4851","0.0525","1.4851","3.7128","5.2455","0.0000"
"","1.8000","1.5019","0.0533","1.5019","3.7548","5.3251","0.0000"
"","1.8200","1.5185","0.0541","1.5185","3.7964","5.4050","0.0000"
"","1.8400","1.5350","0.0548","1.5350","3.8374","5.4846","0.0000"
"","1.8600","1.5515","0.0556","1.5515","3.8787","5.5633","0.0000"
"","1.8800","1.5681","0.0564","1.5681","3.9203","5.6389","0.0000"
"","1.9000","1.5851","0.0572","1.5851","3.9628","5.7175","0.0000"
"","1.9200","1.6020","0.0579","1.6020","4.0050","5.7877","0.0000"
"","1.9400","1.6188","0.0587","1.6188","4.0469","5.8660","0.0000"
"","1.9600","1.6354","0.0595","1.6354","4.0886","5.9467","0.0000"
"","1.9800","1.6520","0.0602","1.6520","4.1299","6.0210","0.0000"
"","2.0000","1.6682","0.0609","1.6682","4.1706","6.0929","0.0000"
"","2.0200","1.6849","0.0617","1.6849","4.2122","6.1662","0.0000"
"","2.0400","1.7017","0.0624","1.7017","4.2541","6.2361","0.0000"
"","2.0600","1.7184","0.0631","1.7184","4.2960","6.3072","0.0000"
"","2.0800","1.7352","0.0638","1.7352","4.3380","6.3769","0.0000"
"","2.1000","1.7518","0.0645","1.7518","4.3796","6.4465","0.0000"
"","2.1200","1.7684","0.0652","1.7684","4.4209","6.5155","0.0000"
"","2.1400","1.7849","0.0658","1.7849","4.4622","6.5836","0.0000"
"","2.1600","1.8015","0.0666","1.8015","4.5038","6.6581","0.0000"
"","2.1800","1.8183","0.0674","1.8183","4.5457","6.7390","0.0000"
"","2.2000","1.8352","0.0682","1.8352","4.5879","6.8228","0.0000"
"","2.2200","1.8521","0.0691","1.8521","4.6301","6.9061","0.0000"
"","2.2400","1.8688","0.0699","1.8688","4.6720","6.9862","0.0000"
"","2.2600","1.8852","0.0707","1.8852","4.7131","7.0749","0.0000"
"","2.2800","1.9016","0.0716","1.9016","4.7541","7.1557","0.0000"
"","2.3000","1.9183","0.0724","1.9183","4.7957","7.2360","0.0000"
"","2.3200","1.9348","0.0732","1.9348","4.8370","7.3196","0.0000"
"","2.3400","1.9513","0.0741","1.9513","4.8784","7.4062","0.0000"
"","2.3600","1.9683","0.0750","1.9683","4.9209","7.4961","0.0000"
"","2.3800","1.9852","0.0759","1.9852","4.9631","7.5858","0.0000"
"","2.4000","2.0019","0.0768","2.0019","5.0047","7.6756","0.0000"
"","2.4200","2.0185","0.0777","2.0185","5.0463","7.7683","0.0000"
"","2.4400","2.0352","0.0786","2.0352","5.0879","7.8583","0.0000"
"","2.4600","2.0519","0.0795","2.0519","5.1298","7.9465","0.0000"
"","2.4800","2.0687","0.0804","2.0687","5.1717","8.0380","0.0000"
"","2.5000","2.0855","0.0813","2.0855","5.2136","8.1324","0.0000"
"","2.5200","2.1021","0.0823","2.1021","5.2552","8.2258","0.0000"
"","2.5400","2.1185","0.0832","2.1185","5.2963","8.3193","0.0000"
"","2.5600","2.1349","0.0841","2.1349","5.3373","8.4078","0.0000"
"","2.5800","2.1517","0.0850","2.1517","5.3792","8.4995","0.0000"
"","2.6000","2.1686","0.0859","2.1686","5.4214","8.5940","0.0000"
"","2.6200","2.1853","0.0868","2.1853","5.4633","8.6828","0.0000"
"","2.6400","2.2020","0.0877","2.2020","5.5049","8.7741","0.0000"
"","2.6600","2.2187","0.0887","2.2187","5.5468","8.8693","0.0000"
"","2.6800","2.2353","0.0897","2.2353","5.5882","8.9706","0.0000"
"","2.7000","2.2516","0.0906","2.2516","5.6289","9.0642","0.0000"
"","2.7200","2.2682","0.0915","2.2682","5.6705","9.1523","0.0000"
"","2.7400","2.2850","0.0924","2.2850","5.7124","9.2419","0.0000"
"","2.7600","2.3018","0.0934","2.3018","5.7546","9.3355","0.0000"
"","2.7800","2.3185","0.0943","2.3185","5.7962","9.4296","0.0000"
"","2.8000","2.3351","0.0952","2.3351","5.8378","9.5250","0.0000"
"","2.8200","2.3518","0.0962","2.3518","5.8795","9.6184","0.0000"
"","2.8400","2.3682","0.0971","2.3682","5.9205","9.7115","0.0000"
"","2.8600","2.3847","0.0980","2.3847","5.9618","9.7974","0.0000"
"","2.8800","2.4016","0.0988","2.4016","6.0040","9.8818","0.0000"
"","2.9000","2.4186","0.0997","2.4186","6.0465","9.9663","0.0000"
"","2.9200","2.4350","0.1005","2.4350","6.0875","10.0508","0.0000"
"","2.9400","2.4517","0.1012","2.4517","6.1291","10.1249","0.0000"
"","2.9600","2.4684","0.1019","2.4684","6.1711","10.1908","0.0000"
"","2.9800","2.4851","0.1024","2.4851","6.2127","10.2418","0.0000"
"","3.0000","2.5016","0.1027","2.5016","6.2540","10.2676","0.0000"
"","3.0200","2.5182","0.1026","2.5182","6.2956","10.2586","0.0000"
"","3.0400","2.5351","0.1023","2.5351","6.3378","10.2324","0.0000"
"","3.0600","2.5518","0.1020","2.5518","6.3794","10.2023","0.0000"
"","3.0800","2.5684","0.1018","2.5684","6.4210","10.1844","0.0000"
"","3.1000","2.5852","0.1018","2.5852","6.4630","10.1818","0.0000"
"","3.1200","2.6019","0.1019","2.6019","6.5049","10.1879","0.0000"
"","3.1400","2.6185","0.1020","2.6185","6.5462","10.1974","0.0000"
"","3.1600","2.6349","0.1021","2.6349","6.5872","10.2058","0.0000"
"","3.1800","2.6518","0.1021","2.6518","6.6294","10.2104","0.0000"
"","3.2000","2.6685","0.1021","2.6685","6.6713","10.2128","0.0000"
"","3.2200","2.6853","0.1021","2.6853","6.7132","10.2102","0.0000"
"","3.2400","2.7021","0.1021","2.7021","6.7551","10.2088","0.0000"
"","3.2600","2.7187","0.1021","2.7187","6.7968","10.2063","0.0000"
"","3.2800","2.7353","0.1021","2.7353","6.8384","10.2058","0.0000"
"","3.3000","2.7518","0.1021","2.7518","6.8794","10.2102","0.0000"
"","3.3200","2.7685","0.1022","2.7685","6.9213","10.2227","0.0000"
"","3.3400","2.7854","0.1023","2.7854","6.9635","10.2342","0.0000"
"","3.3600","2.8022","0.1025","2.8022","7.0054","10.2525","0.0000"
"","3.3800","2.8187","0.1028","2.8187","7.0467","10.2843","0.0000"
"","3.4000","2.8352","0.1032","2.8352","7.0881","10.3156","0.0000"
"","3.4200","2.8519","0.1034","2.8519","7.1297","10.3412","0.0000"
"","3.4400","2.8684","0.1036","2.8684","7.1710","10.3648","0.0000"
"","3.4600","2.8850","0.1040","2.8850","7.2126","10.3956","0.0000"
"","3.4800","2.9019","0.1043","2.9019","7.2548","10.4323","0.0000"
"","3.5000","2.9188","0.1047","2.9188","7.2970","10.4676","0.0000"
"","3.5200","2.9355","0.1051","2.9355","7.3386","10.5083","0.0000"
"","3.5400","2.9517","0.1055","2.9517","7.3794","10.5489","0.0000"
"","3.5600","2.9683","0.1059","2.9683","7.4207","10.5909","0.0000"
"","3.5800","2.9849","0.1063","2.9849","7.4623","10.6275","0.0000"
"","3.6000","3.0017","0.1066","3.0017","7.5042","10.6632","0.0000"
"","3.6200","3.0183","0.1070","3.0183","7.5458","10.7000","0.0000"
"","3.6400","3.0352","0.1074","3.0352","7.5880","10.7374","0.0000"
"","3.6600","3.0520","0.1077","3.0520","7.6299","10.7724","0.0000"
"","3.6800","3.0685","0.1081","3.0685","7.6712","10.8071","0.0000"
"","3.7000","3.0849","0.1084","3.0849","7.7123","10.8417","0.0000"
"","3.7200","3.1017","0.1088","3.1017","7.7542","10.8797","0.0000"
"","3.7400","3.1183","0.1092","3.1183","7.7958","10.9240","0.0000"
"","3.7600","3.1350","0.1096","3.1350","7.8374","10.9587","0.0000"
"","3.7800","3.1518","0.1099","3.1518","7.8796","10.9912","0.0000"
"","3.8000","3.1687","0.1103","3.1687","7.9218","11.0297","0.0000"
"","3.8200","3.1850","0.1107","3.1850","7.9626","11.0704","0.0000"
"","3.8400","3.2012","0.1111","3.2012","8.0030","11.1113","0.0000"
"","3.8600","3.2180","0.1116","3.2180","8.0449","11.1551","0.0000"
"","3.8800","3.2350","0.1120","3.2350","8.0874","11.1967","0.0000"
"","3.9000","3.2518","0.1124","3.2518","8.1296","11.2413","0.0000"
"","3.9200","3.2686","0.1129","3.2686","8.1715","11.2924","0.0000"
"","3.9400","3.2855","0.1134","3.2855","8.2137","11.3379","0.0000"
"","3.9600","3.3020","0.1139","3.3020","8.2550","11.3862","0.0000"
"","3.9800","3.3181","0.1143","3.3181","8.2952","11.4310","0.0000"
"","4.0000","3.3345","0.1147","3.3345","8.3362","11.4721","0.0000"
"","4.0200","3.3515","0.1151","3.3515","8.3787","11.5145","0.0000"
"","4.0400","3.3685","0.1156","3.3685","8.4212","11.5565","0.0000"
"","4.0600","3.3852","0.1160","3.3852","8.4631","11.5983","0.0000"
"","4.0800","3.4020","0.1164","3.4020","8.5050","11.6389","0.0000"
"","4.1000","3.4188","0.1168","3.4188","8.5469","11.6806","0.0000"
"","4.1200","3.4352","0.1172","3.4352","8.5880","11.7216","0.0000"
"","4.1400","3.4518","0.1176","3.4518","8.6296","11.7563","0.0000"
"","4.1600","3.4685","0.1179","3.4685","8.6712","11.7934","0.0000"
"","4.1800","3.4852","0.1184","3.4852","8.7131","11.8360","0.0000"
"","4.2000","3.5019","0.1188","3.5019","8.7547","11.8791","0.0000"
"","4.2200","3.5185","0.1192","3.5185","8.7963","11.9216","0.0000"
"","4.2400","3.5352","0.1197","3.5352","8.8379","11.9697","0.0000"
"","4.2600","3.5516","0.1202","3.5516","8.8790","12.0181","0.0000"
"","4.2800","3.5682","0.1207","3.5682","8.9206","12.0660","0.0000"
"","4.3000","3.5850","0.1211","3.5850","8.9625","12.1134","0.0000"
"","4.3200","3.6020","0.1216","3.6020","9.0050","12.1623","0.0000"
"","4.3400","3.6186","0.1221","3.6186","9.0466","12.2051","0.0000"
"","4.3600","3.6353","0.1225","3.6353","9.0882","12.2455","0.0000"
"","4.3800","3.6519","0.1228","3.6519","9.1298","12.2850","0.0000"
"","4.4000","3.6685","0.1233","3.6685","9.1711","12.3254","0.0000"
"","4.4200","3.6851","0.1237","3.6851","9.2128","12.3669","0.0000"
"","4.4400","3.7016","0.1240","3.7016","9.2541","12.4021","0.0000"
"","4.4600","3.7184","0.1244","3.7184","9.2960","12.4359","0.0000"
"","4.4800","3.7353","0.1247","3.7353","9.3382","12.4697","0.0000"
"","4.5000","3.7520","0.1251","3.7520","9.3801","12.5059","0.0000"
"","4.5200","3.7686","0.1254","3.7686","9.4214","12.5395","0.0000"
"","4.5400","3.7852","0.1257","3.7852","9.4630","12.5742","0.0000"
"","4.5600","3.8020","0.1261","3.8020","9.5049","12.6113","0.0000"
"","4.5800","3.8185","0.1265","3.8185","9.5463","12.6457","0.0000"
"","4.6000","3.8350","0.1268","3.8350","9.5876","12.6762","0.0000"
"","4.6200","3.8520","0.1271","3.8520","9.6301","12.7088","0.0000"
"","4.6400","3.8689","0.1274","3.8689","9.6723","12.7426","0.0000"
"","4.6600","3.8853","0.1278","3.8853","9.7133","12.7757","0.0000"
"","4.6800","3.9019","0.1281","3.9019","9.7546","12.8083","0.0000"
"","4.7000","3.9185","0.1284","3.9185","9.7963","12.8426","0.0000"
"","4.7200","3.9350","0.1288","3.9350","9.8376","12.8793","0.0000"
"","4.7400","3.9517","0.1292","3.9517","9.8792","12.9157","0.0000"
"","4.7600","3.9684","0.1296","3.9684","9.9211","12.9569","0.0000"
"","4.7800","3.9853","0.1300","3.9853","9.9633","13.0020","0.0000"
"","4.8000","4.0017","0.1304","4.0017","10.0043","13.0428","0.0000"
"","4.8200","4.0183","0.1308","4.0183","10.0456","13.0840","0.0000"
"","4.8400","4.0348","0.1313","4.0348","10.0870","13.1253","0.0000"
"","4.8600","4.0514","0.1317","4.0514","10.1286","13.1666","0.0000"
"","4.8800","4.0682","0.1320","4.0682","10.1705","13.2041","0.0000"
"","4.9000","4.0851","0.1323","4.0851","10.2127","13.2341","0.0000"
"","4.9200","4.1020","0.1327","4.1020","10.2549","13.2661","0.0000"
"","4.9400","4.1186","0.1330","4.1186","10.2965","13.2992","0.0000"
"","4.9600","4.1351","0.1333","4.1351","10.3378","13.3314","0.0000"
"","4.9800","4.1517","0.1336","4.1517","10.3791","13.3632","0.0000"
"","5.0000","4.1684","0.1340","4.1684","10.4211","13.3972","0.0000"
"","5.0200","4.1851","0.1343","4.1851","10.4627","13.4274","0.0000"
"","5.0400","4.2017","0.1346","4.2017","10.5043","13.4595","0.0000"
"","5.0600","4.2186","0.1349","4.2186","10.5465","13.4917","0.0000"
"","5.0800","4.2352","0.1353","4.2352","10.5881","13.5282","0.0000"
"","5.1000","4.2515","0.1356","4.2515","10.6288","13.5615","0.0000"
"","5.1200","4.2681","0.1359","4.2681","10.6702","13.5921","0.0000"
"","5.1400","4.2847","0.1363","4.2847","10.7118","13.6254","0.0000"
"","5.1600","4.3016","0.1366","4.3016","10.7540","13.6607","0.0000"
"","5.1800","4.3185","0.1370","4.3185","10.7962","13.6966","0.0000"
"","5.2000","4.3354","0.1375","4.3354","10.8384","13.7467","0.0000"
"","5.2200","4.3520","0.1378","4.3520","10.8800","13.7828","0.0000"
"","5.2400","4.3683","0.1382","4.3683","10.9207","13.8152","0.0000"
"","5.2600","4.3849","0.1385","4.3849","10.9623","13.8457","0.0000"
"","5.2800","4.4016","0.1388","4.4016","11.0040","13.8796","0.0000"
"","5.3000","4.4186","0.1391","4.4186","11.0465","13.9148","0.0000"
"","5.3200","4.4352","0.1395","4.4352","11.0881","13.9507","0.0000"
"","5.3400","4.4520","0.1398","4.4520","11.1300","13.9834","0.0000"
"","5.3600","4.4688","0.1402","4.4688","11.1719","14.0152","0.0000"
"","5.3800","4.4853","0.1405","4.4853","11.2132","14.0490","0.0000"
"","5.4000","4.5017","0.1409","4.5017","11.2542","14.0865","0.0000"
"","5.4200","4.5181","0.1412","4.5181","11.2953","14.1243","0.0000"
"","5.4400","4.5350","0.1416","4.5350","11.3375","14.1619","0.0000"
"","5.4600","4.5519","0.1420","4.5519","11.3797","14.2017","0.0000"
"","5.4800","4.5684","0.1424","4.5684","11.4210","14.2432","0.0000"
"","5.5000","4.5852","0.1429","4.5852","11.4629","14.2877","0.0000"
"","5.5200","4.6019","0.1433","4.6019","11.5048","14.3297","0.0000"
"","5.5400","4.6186","0.1437","4.6186","11.5464","14.3746","0.0000"
"","5.5600","4.6350","0.1442","4.6350","11.5874","14.4197","0.0000"
"","5.5800","4.6517","0.1446","4.6517","11.6294","14.4611","0.0000"
"","5.6000","4.6686","0.1450","4.6686","11.6716","14.4995","0.0000"
"","5.6200","4.6853","0.1453","4.6853","11.7132","14.5345","0.0000"
"","5.6400","4.7019","0.1457","4.7019","11.7548","14.5683","0.0000"
"","5.6600","4.7186","0.1460","4.7186","11.7964","14.6023","0.0000"
"","5.6800","4.7351","0.1464","4.7351","11.8377","14.6406","0.0000"
"","5.7000","4.7516","0.1468","4.7516","11.8790","14.6800","0.0000"
"","5.7200","4.7683","0.1472","4.7683","11.9207","14.7185","0.0000"
"","5.7400","4.7851","0.1476","4.7851","11.9629","14.7629","0.0000"
"","5.7600","4.8021","0.1481","4.8021","12.0054","14.8069","0.0000"
"","5.7800","4.8188","0.1485","4.8188","12.0470","14.8519","0.0000"
"","5.8000","4.8353","0.1489","4.8353","12.0883","14.8944","0.0000"
"","5.8200","4.8517","0.1493","4.8517","12.1293","14.9301","0.0000"
"","5.8400","4.8683","0.1497","4.8683","12.1706","14.9662","0.0000"
"","5.8600","4.8848","0.1500","4.8848","12.2120","15.0045","0.0000"
"","5.8800","4.9017","0.1504","4.9017","12.2542","15.0412","0.0000"
"","5.9000","4.9184","0.1508","4.9184","12.2961","15.0788","0.0000"
"","5.9200","4.9353","0.1512","4.9353","12.3383","15.1173","0.0000"
"","5.9400","4.9517","0.1516","4.9517","12.3793","15.1581","0.0000"
"","5.9600","4.9684","0.1519","4.9684","12.4209","15.1949","0.0000"
"","5.9800","4.9851","0.1523","4.9851","12.4628","15.2327","0.0000"
"","6.0000","5.0019","0.1527","5.0019","12.5047","15.2730","0.0000"
"","6.0200","5.0184","0.1532","5.0184","12.5461","15.3166","0.0000"
"","6.0400","5.0351","0.1536","5.0351","12.5877","15.3594","0.0000"
"","6.0600","5.0520","0.1540","5.0520","12.6299","15.4045","0.0000"
"","6.0800","5.0684","0.1545","5.0684","12.6709","15.4492","0.0000"
"","6.1000","5.0847","0.1549","5.0847","12.7116","15.4929","0.0000"
"","6.1200","5.1014","0.1553","5.1014","12.7535","15.5350","0.0000"
"","6.1400","5.1183","0.1558","5.1183","12.7957","15.5796","0.0000"
"","6.1600","5.1351","0.1563","5.1351","12.8377","15.6252","0.0000"
"","6.1800","5.1517","0.1567","5.1517","12.8793","15.6724","0.0000"
"","6.2000","5.1687","0.1572","5.1687","12.9218","15.7193","0.0000"
"","6.2200","5.1854","0.1576","5.1854","12.9634","15.7647","0.0000"
"","6.2400","5.2015","0.1581","5.2015","13.0038","15.8069","0.0000"
"","6.2600","5.2183","0.1585","5.2183","13.0457","15.8474","0.0000"
"","6.2800","5.2352","0.1589","5.2352","13.0879","15.8888","0.0000"
"","6.3000","5.2518","0.1594","5.2518","13.1296","15.9397","0.0000"
"","6.3200","5.2685","0.1598","5.2685","13.1712","15.9777","0.0000"
"","6.3400","5.2852","0.1602","5.2852","13.2131","16.0176","0.0000"
"","6.3600","5.3022","0.1606","5.3022","13.2556","16.0623","0.0000"
"","6.3800","5.3185","0.1611","5.3185","13.2963","16.1074","0.0000"
"","6.4000","5.3349","0.1615","5.3349","13.3373","16.1504","0.0000"
"","6.4200","5.3517","0.1619","5.3517","13.3792","16.1941","0.0000"
"","6.4400","5.3686","0.1624","5.3686","13.4214","16.2379","0.0000"
"","6.4600","5.3852","0.1628","5.3852","13.4631","16.2827","0.0000"
"","6.4800","5.4019","0.1633","5.4019","13.5047","16.3278","0.0000"
"","6.5000","5.4186","0.1638","5.4186","13.5466","16.3752","0.0000"
"","6.5200","5.4352","0.1642","5.4352","13.5879","16.4223","0.0000"
"","6.5400","5.4516","0.1647","5.4516","13.6289","16.4664","0.0000"
"","6.5600","5.4682","0.1651","5.4682","13.6705","16.5100","0.0000"
"","6.5800","5.4850","0.1655","5.4850","13.7124","16.5532","0.0000"
"","6.6000","5.5016","0.1659","5.5016","13.7541","16.5941","0.0000"
"","6.6200","5.5184","0.1664","5.5184","13.7960","16.6400","0.0000"
"","6.6400","5.5352","0.1668","5.5352","13.8379","16.6811","0.0000"
"","6.6600","5.5518","0.1673","5.5518","13.8795","16.7319","0.0000"
"","6.6800","5.5682","0.1677","5.5682","13.9205","16.7717","0.0000"
"","6.7000","5.5847","0.1681","5.5847","13.9618","16.8123","0.0000"
"","6.7200","5.6017","0.1686","5.6017","14.0043","16.8555","0.0000"
"","6.7400","5.6186","0.1690","5.6186","14.0465","16.9002","0.0000"
"","6.7600","5.6354","0.1694","5.6354","14.0885","16.9448","0.0000"
"","6.7800","5.6518","0.1699","5.6518","14.1295","16.9886","0.0000"
"","6.8000","5.6684","0.1703","5.6684","14.1711","17.0320","0.0000"
"","6.8200","5.6850","0.1708","5.6850","14.2124","17.0760","0.0000"
"","6.8400","5.7014","0.1712","5.7014","14.2534","17.1172","0.0000"
"","6.8600","5.7181","0.1716","5.7181","14.2953","17.1635","0.0000"
"","6.8800","5.7351","0.1721","5.7351","14.3378","17.2105","0.0000"
"","6.9000","5.7518","0.1726","5.7518","14.3795","17.2575","0.0000"
"","6.9200","5.7683","0.1730","5.7683","14.4208","17.3020","0.0000"
"","6.9400","5.7851","0.1735","5.7851","14.4627","17.3467","0.0000"
"","6.9600","5.8018","0.1739","5.8018","14.5046","17.3918","0.0000"
"","6.9800","5.8184","0.1744","5.8184","14.5459","17.4366","0.0000"
"","7.0000","5.8349","0.1748","5.8349","14.5872","17.4810","0.0000"
"","7.0200","5.8519","0.1754","5.8519","14.6297","17.5360","0.0000"
"","7.0400","5.8687","0.1758","5.8687","14.6717","17.5817","0.0000"
"","7.0600","5.8853","0.1763","5.8853","14.7133","17.6282","0.0000"
"","7.0800","5.9018","0.1767","5.9018","14.7546","17.6750","0.0000"
"","7.1000","5.9185","0.1772","5.9185","14.7962","17.7239","0.0000"
"","7.1200","5.9351","0.1777","5.9351","14.8378","17.7723","0.0000"
"","7.1400","5.9517","0.1782","5.9517","14.8791","17.8234","0.0000"
"","7.1600","5.9684","0.1787","5.9684","14.9210","17.8707","0.0000"
"","7.1800","5.9852","0.1792","5.9852","14.9630","17.9248","0.0000"
"","7.2000","6.0019","0.1798","6.0019","15.0049","17.9800","0.0000"
"","7.2200","6.0185","0.1803","6.0185","15.0462","18.0345","0.0000"
"","7.2400","6.0350","0.1808","6.0350","15.0875","18.0843","0.0000"
"","7.2600","6.0518","0.1813","6.0518","15.1294","18.1320","0.0000"
