Results Table 1


Results Table 2


1,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
,(s),(mm),(kN),(mm),(%),(MPa)
2,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
,(s),(mm),(kN),(mm),(%),(MPa)
3,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
,(s),(mm),(kN),(mm),(%),(MPa)
4,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
,(s),(mm),(kN),(mm),(%),(MPa)
5,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
,(s),(mm),(kN),(mm),(%),(MPa)
6,Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
,(s),(mm),(kN),(mm),(%),(MPa)
"","0.0000","0.0565","0.0003","0.0565","0.1154","0.1426"
"","0.0200","0.0586","0.0003","0.0586","0.1195","0.1381"
"","0.0400","0.0666","0.0004","0.0666","0.1359","0.1607"
"","0.0600","0.0830","0.0005","0.0830","0.1694","0.1907"
"","0.0800","0.1045","0.0006","0.1045","0.2132","0.2421"
"","0.1000","0.1275","0.0008","0.1275","0.2602","0.3154"
"","0.1200","0.1489","0.0009","0.1489","0.3038","0.3936"
"","0.1400","0.1685","0.0012","0.1685","0.3438","0.4802"
"","0.1600","0.1872","0.0013","0.1872","0.3821","0.5492"
"","0.1800","0.2051","0.0015","0.2051","0.4185","0.6223"
"","0.2000","0.2224","0.0017","0.2224","0.4539","0.6883"
"","0.2200","0.2395","0.0018","0.2395","0.4888","0.7677"
"","0.2400","0.2564","0.0019","0.2564","0.5233","0.8047"
"","0.2600","0.2729","0.0021","0.2729","0.5570","0.8561"
"","0.2800","0.2896","0.0022","0.2896","0.5910","0.9160"
"","0.3000","0.3064","0.0023","0.3064","0.6252","0.9592"
"","0.3200","0.3232","0.0025","0.3232","0.6597","1.0253"
"","0.3400","0.3400","0.0026","0.3400","0.6939","1.0721"
"","0.3600","0.3566","0.0027","0.3566","0.7278","1.1257"
"","0.3800","0.3732","0.0028","0.3732","0.7616","1.1785"
"","0.4000","0.3898","0.0030","0.3898","0.7955","1.2306"
"","0.4200","0.4063","0.0031","0.4063","0.8293","1.2862"
"","0.4400","0.4231","0.0032","0.4231","0.8635","1.3362"
"","0.4600","0.4401","0.0033","0.4401","0.8982","1.3816"
"","0.4800","0.4569","0.0034","0.4569","0.9324","1.4353"
"","0.5000","0.4735","0.0035","0.4735","0.9664","1.4761"
"","0.5200","0.4899","0.0036","0.4899","0.9999","1.5104"
"","0.5400","0.5066","0.0037","0.5066","1.0338","1.5497"
"","0.5600","0.5231","0.0038","0.5231","1.0676","1.5995"
"","0.5800","0.5399","0.0040","0.5399","1.1018","1.6467"
"","0.6000","0.5566","0.0041","0.5566","1.1360","1.6911"
"","0.6200","0.5734","0.0041","0.5734","1.1702","1.7239"
"","0.6400","0.5900","0.0042","0.5900","1.2042","1.7681"
"","0.6600","0.6065","0.0043","0.6065","1.2377","1.8078"
"","0.6800","0.6229","0.0044","0.6229","1.2711","1.8527"
"","0.7000","0.6394","0.0045","0.6394","1.3049","1.8768"
"","0.7200","0.6563","0.0046","0.6563","1.3393","1.9216"
"","0.7400","0.6732","0.0047","0.6732","1.3738","1.9558"
"","0.7600","0.6902","0.0048","0.6902","1.4085","1.9917"
"","0.7800","0.7069","0.0049","0.7069","1.4427","2.0291"
"","0.8000","0.7233","0.0050","0.7233","1.4762","2.0674"
"","0.8200","0.7399","0.0050","0.7399","1.5099","2.0895"
"","0.8400","0.7565","0.0051","0.7565","1.5439","2.1097"
"","0.8600","0.7734","0.0051","0.7734","1.5783","2.1372"
"","0.8800","0.7900","0.0052","0.7900","1.6123","2.1737"
"","0.9000","0.8069","0.0053","0.8069","1.6468","2.2113"
"","0.9200","0.8236","0.0054","0.8236","1.6807","2.2441"
"","0.9400","0.8402","0.0054","0.8402","1.7147","2.2708"
"","0.9600","0.8565","0.0055","0.8565","1.7479","2.3073"
"","0.9800","0.8730","0.0055","0.8730","1.7817","2.3038"
"","1.0000","0.8898","0.0056","0.8898","1.8159","2.3173"
"","1.0200","0.9065","0.0057","0.9065","1.8501","2.3557"
"","1.0400","0.9232","0.0057","0.9232","1.8841","2.3873"
"","1.0600","0.9398","0.0058","0.9398","1.9180","2.4110"
