Results Table 1


Results Table 2


1,Time,Displacement,Force,Compressive displacement,Compressive strain (Displacement),Compressive stress,PIP count
,(s),(mm),(kN),(mm),(%),(MPa),
"","0.0000","0.0000","0.0000","0.0000","0.0000","-0.0026","0.0000"
"","0.0200","0.0018","0.0000","0.0018","0.0012","0.0000","0.0000"
"","0.0400","0.0126","0.0000","0.0126","0.0084","0.0025","0.0000"
"","0.0600","0.0326","0.0000","0.0326","0.0217","0.0038","0.0000"
"","0.0800","0.0555","0.0001","0.0555","0.0370","0.0077","0.0000"
"","0.1000","0.0776","0.0001","0.0776","0.0517","0.0089","0.0000"
"","0.1200","0.0975","0.0001","0.0975","0.0650","0.0073","0.0000"
"","0.1400","0.1160","0.0001","0.1160","0.0774","0.0059","0.0000"
"","0.1600","0.1338","0.0001","0.1338","0.0892","0.0067","0.0000"
"","0.1800","0.1509","0.0001","0.1509","0.1006","0.0053","0.0000"
"","0.2000","0.1678","0.0001","0.1678","0.1118","0.0054","0.0000"
"","0.2200","0.1844","0.0001","0.1844","0.1229","0.0070","0.0000"
"","0.2400","0.2013","0.0001","0.2013","0.1342","0.0102","0.0000"
"","0.2600","0.2179","0.0001","0.2179","0.1453","0.0135","0.0000"
"","0.2800","0.2346","0.0001","0.2346","0.1564","0.0133","0.0000"
"","0.3000","0.2512","0.0001","0.2512","0.1675","0.0135","0.0000"
"","0.3200","0.2681","0.0001","0.2681","0.1787","0.0139","0.0000"
"","0.3400","0.2849","0.0002","0.2849","0.1899","0.0159","0.0000"
"","0.3600","0.3016","0.0002","0.3016","0.2011","0.0161","0.0000"
"","0.3800","0.3183","0.0002","0.3183","0.2122","0.0153","0.0000"
"","0.4000","0.3349","0.0002","0.3349","0.2233","0.0163","0.0000"
"","0.4200","0.3515","0.0002","0.3515","0.2343","0.0182","0.0000"
"","0.4400","0.3681","0.0002","0.3681","0.2454","0.0202","0.0000"
"","0.4600","0.3847","0.0002","0.3847","0.2565","0.0197","0.0000"
"","0.4800","0.4016","0.0002","0.4016","0.2678","0.0220","0.0000"
"","0.5000","0.4183","0.0002","0.4183","0.2788","0.0209","0.0000"
"","0.5200","0.4349","0.0002","0.4349","0.2899","0.0248","0.0000"
"","0.5400","0.4517","0.0002","0.4517","0.3011","0.0232","0.0000"
"","0.5600","0.4684","0.0002","0.4684","0.3123","0.0241","0.0000"
"","0.5800","0.4850","0.0002","0.4850","0.3233","0.0244","0.0000"
"","0.6000","0.5016","0.0003","0.5016","0.3344","0.0258","0.0000"
"","0.6200","0.5183","0.0003","0.5183","0.3455","0.0281","0.0000"
"","0.6400","0.5351","0.0003","0.5351","0.3568","0.0281","0.0000"
"","0.6600","0.5519","0.0003","0.5519","0.3679","0.0274","0.0000"
"","0.6800","0.5683","0.0002","0.5683","0.3789","0.0247","0.0000"
"","0.7000","0.5847","0.0003","0.5847","0.3898","0.0262","0.0000"
"","0.7200","0.6014","0.0003","0.6014","0.4009","0.0311","0.0000"
"","0.7400","0.6181","0.0003","0.6181","0.4121","0.0319","0.0000"
"","0.7600","0.6349","0.0003","0.6349","0.4233","0.0338","0.0000"
"","0.7800","0.6517","0.0003","0.6517","0.4344","0.0333","0.0000"
"","0.8000","0.6684","0.0003","0.6684","0.4456","0.0342","0.0000"
"","0.8200","0.6850","0.0003","0.6850","0.4566","0.0336","0.0000"
"","0.8400","0.7012","0.0003","0.7012","0.4675","0.0317","0.0000"
"","0.8600","0.7179","0.0004","0.7179","0.4786","0.0359","0.0000"
"","0.8800","0.7349","0.0003","0.7349","0.4899","0.0335","0.0000"
"","0.9000","0.7514","0.0004","0.7514","0.5009","0.0352","0.0000"
"","0.9200","0.7682","0.0004","0.7682","0.5121","0.0400","0.0000"
"","0.9400","0.7851","0.0004","0.7851","0.5234","0.0407","0.0000"
"","0.9600","0.8018","0.0004","0.8018","0.5346","0.0380","0.0000"
"","0.9800","0.8182","0.0004","0.8182","0.5455","0.0373","0.0000"
"","1.0000","0.8348","0.0004","0.8348","0.5565","0.0399","0.0000"
"","1.0200","0.8515","0.0004","0.8515","0.5677","0.0430","0.0000"
"","1.0400","0.8683","0.0004","0.8683","0.5789","0.0435","0.0000"
"","1.0600","0.8851","0.0004","0.8851","0.5900","0.0420","0.0000"
"","1.0800","0.9017","0.0004","0.9017","0.6011","0.0410","0.0000"
"","1.1000","0.9185","0.0004","0.9185","0.6123","0.0433","0.0000"
"","1.1200","0.9349","0.0004","0.9349","0.6233","0.0441","0.0000"
"","1.1400","0.9515","0.0004","0.9515","0.6344","0.0444","0.0000"
"","1.1600","0.9681","0.0005","0.9681","0.6454","0.0452","0.0000"
"","1.1800","0.9849","0.0005","0.9849","0.6566","0.0470","0.0000"
"","1.2000","1.0017","0.0005","1.0017","0.6678","0.0487","0.0000"
"","1.2200","1.0183","0.0005","1.0183","0.6789","0.0497","0.0000"
"","1.2400","1.0349","0.0005","1.0349","0.6899","0.0471","0.0000"
"","1.2600","1.0513","0.0005","1.0513","0.7009","0.0517","0.0000"
"","1.2800","1.0679","0.0005","1.0679","0.7120","0.0511","0.0000"
"","1.3000","1.0847","0.0005","1.0847","0.7231","0.0518","0.0000"
"","1.3200","1.1016","0.0005","1.1016","0.7344","0.0521","0.0000"
"","1.3400","1.1185","0.0005","1.1185","0.7456","0.0528","0.0000"
"","1.3600","1.1352","0.0005","1.1352","0.7568","0.0530","0.0000"
"","1.3800","1.1516","0.0005","1.1516","0.7678","0.0518","0.0000"
"","1.4000","1.1682","0.0005","1.1682","0.7788","0.0501","0.0000"
"","1.4200","1.1847","0.0005","1.1847","0.7898","0.0530","0.0000"
"","1.4400","1.2013","0.0006","1.2013","0.8009","0.0569","0.0000"
"","1.4600","1.2180","0.0005","1.2180","0.8120","0.0545","0.0000"
"","1.4800","1.2350","0.0005","1.2350","0.8233","0.0524","0.0000"
"","1.5000","1.2517","0.0005","1.2517","0.8345","0.0530","0.0000"
"","1.5200","1.2684","0.0005","1.2684","0.8456","0.0538","0.0000"
"","1.5400","1.2848","0.0005","1.2848","0.8565","0.0527","0.0000"
"","1.5600","1.3017","0.0006","1.3017","0.8678","0.0560","0.0000"
"","1.5800","1.3183","0.0006","1.3183","0.8789","0.0586","0.0000"
"","1.6000","1.3349","0.0006","1.3349","0.8899","0.0609","0.0000"
"","1.6200","1.3516","0.0006","1.3516","0.9011","0.0590","0.0000"
"","1.6400","1.3684","0.0006","1.3684","0.9123","0.0587","0.0000"
"","1.6600","1.3851","0.0006","1.3851","0.9234","0.0623","0.0000"
"","1.6800","1.4016","0.0006","1.4016","0.9344","0.0625","0.0000"
"","1.7000","1.4181","0.0006","1.4181","0.9454","0.0604","0.0000"
"","1.7200","1.4347","0.0006","1.4347","0.9565","0.0595","0.0000"
"","1.7400","1.4514","0.0006","1.4514","0.9676","0.0602","0.0000"
"","1.7600","1.4680","0.0006","1.4680","0.9787","0.0619","0.0000"
"","1.7800","1.4850","0.0006","1.4850","0.9900","0.0622","0.0000"
"","1.8000","1.5017","0.0006","1.5017","1.0011","0.0612","0.0000"
"","1.8200","1.5180","0.0006","1.5180","1.0120","0.0624","0.0000"
"","1.8400","1.5344","0.0007","1.5344","1.0229","0.0652","0.0000"
"","1.8600","1.5511","0.0006","1.5511","1.0341","0.0622","0.0000"
"","1.8800","1.5681","0.0006","1.5681","1.0454","0.0632","0.0000"
"","1.9000","1.5847","0.0006","1.5847","1.0564","0.0622","0.0000"
"","1.9200","1.6014","0.0006","1.6014","1.0676","0.0619","0.0000"
"","1.9400","1.6184","0.0006","1.6184","1.0789","0.0632","0.0000"
"","1.9600","1.6350","0.0007","1.6350","1.0900","0.0689","0.0000"
"","1.9800","1.6515","0.0007","1.6515","1.1010","0.0705","0.0000"
"","2.0000","1.6680","0.0007","1.6680","1.1120","0.0712","0.0000"
"","2.0200","1.6850","0.0007","1.6850","1.1233","0.0709","0.0000"
"","2.0400","1.7017","0.0007","1.7017","1.1344","0.0730","0.0000"
"","2.0600","1.7182","0.0007","1.7182","1.1455","0.0729","0.0000"
"","2.0800","1.7349","0.0007","1.7349","1.1566","0.0729","0.0000"
"","2.1000","1.7516","0.0008","1.7516","1.1677","0.0758","0.0000"
"","2.1200","1.7682","0.0008","1.7682","1.1788","0.0763","0.0000"
"","2.1400","1.7848","0.0007","1.7848","1.1898","0.0738","0.0000"
"","2.1600","1.8014","0.0007","1.8014","1.2009","0.0737","0.0000"
"","2.1800","1.8181","0.0007","1.8181","1.2120","0.0744","0.0000"
"","2.2000","1.8347","0.0008","1.8347","1.2231","0.0763","0.0000"
"","2.2200","1.8515","0.0008","1.8515","1.2343","0.0791","0.0000"
"","2.2400","1.8681","0.0008","1.8681","1.2454","0.0783","0.0000"
"","2.2600","1.8848","0.0008","1.8848","1.2565","0.0794","0.0000"
"","2.2800","1.9012","0.0009","1.9012","1.2674","0.0883","0.0000"
"","2.3000","1.9179","0.0009","1.9179","1.2786","0.0887","0.0000"
"","2.3200","1.9349","0.0008","1.9349","1.2900","0.0844","0.0000"
"","2.3400","1.9516","0.0008","1.9516","1.3011","0.0829","0.0000"
"","2.3600","1.9682","0.0008","1.9682","1.3121","0.0822","0.0000"
"","2.3800","1.9849","0.0008","1.9849","1.3232","0.0829","0.0000"
"","2.4000","2.0015","0.0008","2.0015","1.3343","0.0841","0.0000"
"","2.4200","2.0180","0.0008","2.0180","1.3454","0.0839","0.0000"
"","2.4400","2.0347","0.0009","2.0347","1.3565","0.0875","0.0000"
"","2.4600","2.0516","0.0009","2.0516","1.3677","0.0889","0.0000"
"","2.4800","2.0682","0.0009","2.0682","1.3788","0.0907","0.0000"
"","2.5000","2.0849","0.0009","2.0849","1.3899","0.0891","0.0000"
"","2.5200","2.1014","0.0009","2.1014","1.4009","0.0873","0.0000"
"","2.5400","2.1182","0.0009","2.1182","1.4121","0.0886","0.0000"
"","2.5600","2.1347","0.0009","2.1347","1.4231","0.0879","0.0000"
"","2.5800","2.1513","0.0009","2.1513","1.4342","0.0887","0.0000"
"","2.6000","2.1682","0.0009","2.1682","1.4455","0.0903","0.0000"
"","2.6200","2.1851","0.0008","2.1851","1.4567","0.0846","0.0000"
"","2.6400","2.2017","0.0009","2.2017","1.4678","0.0905","0.0000"
"","2.6600","2.2184","0.0009","2.2184","1.4789","0.0946","0.0000"
"","2.6800","2.2350","0.0010","2.2350","1.4900","0.0955","0.0000"
"","2.7000","2.2516","0.0010","2.2516","1.5010","0.0975","0.0000"
"","2.7200","2.2682","0.0010","2.2682","1.5121","0.0979","0.0000"
"","2.7400","2.2850","0.0010","2.2850","1.5233","0.0981","0.0000"
"","2.7600","2.3018","0.0010","2.3018","1.5346","0.0984","0.0000"
"","2.7800","2.3185","0.0010","2.3185","1.5457","0.1001","0.0000"
"","2.8000","2.3350","0.0010","2.3350","1.5567","0.1008","0.0000"
"","2.8200","2.3515","0.0010","2.3515","1.5677","0.1005","0.0000"
"","2.8400","2.3681","0.0010","2.3681","1.5787","0.1018","0.0000"
"","2.8600","2.3847","0.0010","2.3847","1.5898","0.1029","0.0000"
"","2.8800","2.4015","0.0011","2.4015","1.6010","0.1056","0.0000"
"","2.9000","2.4184","0.0011","2.4184","1.6122","0.1065","0.0000"
"","2.9200","2.4351","0.0010","2.4351","1.6234","0.1048","0.0000"
"","2.9400","2.4515","0.0010","2.4515","1.6344","0.1043","0.0000"
"","2.9600","2.4678","0.0010","2.4678","1.6452","0.1036","0.0000"
"","2.9800","2.4846","0.0011","2.4846","1.6564","0.1070","0.0000"
"","3.0000","2.5014","0.0011","2.5014","1.6676","0.1079","0.0000"
"","3.0200","2.5180","0.0011","2.5180","1.6787","0.1071","0.0000"
"","3.0400","2.5348","0.0011","2.5348","1.6898","0.1082","0.0000"
"","3.0600","2.5518","0.0011","2.5518","1.7012","0.1103","0.0000"
"","3.0800","2.5684","0.0011","2.5684","1.7123","0.1113","0.0000"
"","3.1000","2.5846","0.0011","2.5846","1.7231","0.1099","0.0000"
"","3.1200","2.6014","0.0011","2.6014","1.7342","0.1096","0.0000"
"","3.1400","2.6182","0.0011","2.6182","1.7455","0.1089","0.0000"
"","3.1600","2.6351","0.0011","2.6351","1.7567","0.1105","0.0000"
"","3.1800","2.6516","0.0011","2.6516","1.7678","0.1131","0.0000"
"","3.2000","2.6683","0.0012","2.6683","1.7789","0.1170","0.0000"
"","3.2200","2.6851","0.0012","2.6851","1.7900","0.1179","0.0000"
"","3.2400","2.7013","0.0012","2.7013","1.8009","0.1195","0.0000"
"","3.2600","2.7179","0.0012","2.7179","1.8119","0.1188","0.0000"
"","3.2800","2.7348","0.0012","2.7348","1.8232","0.1160","0.0000"
"","3.3000","2.7516","0.0011","2.7516","1.8344","0.1138","0.0000"
"","3.3200","2.7683","0.0011","2.7683","1.8455","0.1115","0.0000"
"","3.3400","2.7850","0.0012","2.7850","1.8567","0.1206","0.0000"
"","3.3600","2.8019","0.0012","2.8019","1.8680","0.1210","0.0000"
"","3.3800","2.8185","0.0012","2.8185","1.8790","0.1223","0.0000"
"","3.4000","2.8349","0.0012","2.8349","1.8899","0.1228","0.0000"
"","3.4200","2.8515","0.0012","2.8515","1.9010","0.1209","0.0000"
"","3.4400","2.8684","0.0012","2.8684","1.9123","0.1219","0.0000"
"","3.4600","2.8848","0.0013","2.8848","1.9232","0.1254","0.0000"
"","3.4800","2.9015","0.0013","2.9015","1.9343","0.1277","0.0000"
"","3.5000","2.9183","0.0013","2.9183","1.9456","0.1289","0.0000"
"","3.5200","2.9349","0.0013","2.9349","1.9566","0.1279","0.0000"
"","3.5400","2.9514","0.0013","2.9514","1.9676","0.1262","0.0000"
"","3.5600","2.9679","0.0013","2.9679","1.9786","0.1258","0.0000"
"","3.5800","2.9849","0.0013","2.9849","1.9899","0.1294","0.0000"
"","3.6000","3.0017","0.0013","3.0017","2.0011","0.1297","0.0000"
"","3.6200","3.0182","0.0013","3.0182","2.0121","0.1298","0.0000"
"","3.6400","3.0349","0.0013","3.0349","2.0232","0.1335","0.0000"
"","3.6600","3.0516","0.0014","3.0516","2.0344","0.1418","0.0000"
"","3.6800","3.0681","0.0014","3.0681","2.0454","0.1374","0.0000"
"","3.7000","3.0846","0.0013","3.0846","2.0564","0.1332","0.0000"
"","3.7200","3.1014","0.0013","3.1014","2.0676","0.1337","0.0000"
"","3.7400","3.1184","0.0013","3.1184","2.0790","0.1332","0.0000"
"","3.7600","3.1351","0.0014","3.1351","2.0901","0.1369","0.0000"
"","3.7800","3.1517","0.0014","3.1517","2.1012","0.1418","0.0000"
"","3.8000","3.1684","0.0014","3.1684","2.1122","0.1428","0.0000"
"","3.8200","3.1850","0.0014","3.1850","2.1233","0.1420","0.0000"
"","3.8400","3.2014","0.0014","3.2014","2.1343","0.1403","0.0000"
"","3.8600","3.2181","0.0014","3.2181","2.1454","0.1409","0.0000"
"","3.8800","3.2351","0.0014","3.2351","2.1567","0.1426","0.0000"
"","3.9000","3.2518","0.0014","3.2518","2.1679","0.1440","0.0000"
"","3.9200","3.2685","0.0014","3.2685","2.1790","0.1430","0.0000"
"","3.9400","3.2848","0.0015","3.2848","2.1899","0.1458","0.0000"
"","3.9600","3.3017","0.0015","3.3017","2.2011","0.1474","0.0000"
"","3.9800","3.3183","0.0014","3.3183","2.2122","0.1444","0.0000"
"","4.0000","3.3348","0.0014","3.3348","2.2232","0.1420","0.0000"
"","4.0200","3.3516","0.0014","3.3516","2.2344","0.1419","0.0000"
"","4.0400","3.3685","0.0015","3.3685","2.2457","0.1450","0.0000"
"","4.0600","3.3851","0.0015","3.3851","2.2567","0.1505","0.0000"
"","4.0800","3.4014","0.0015","3.4014","2.2676","0.1529","0.0000"
"","4.1000","3.4179","0.0016","3.4179","2.2786","0.1558","0.0000"
"","4.1200","3.4347","0.0015","3.4347","2.2898","0.1548","0.0000"
"","4.1400","3.4514","0.0016","3.4514","2.3009","0.1556","0.0000"
"","4.1600","3.4681","0.0016","3.4681","2.3121","0.1560","0.0000"
"","4.1800","3.4851","0.0016","3.4851","2.3234","0.1558","0.0000"
"","4.2000","3.5018","0.0016","3.5018","2.3345","0.1559","0.0000"
"","4.2200","3.5181","0.0016","3.5181","2.3454","0.1563","0.0000"
"","4.2400","3.5345","0.0016","3.5345","2.3563","0.1575","0.0000"
"","4.2600","3.5513","0.0016","3.5513","2.3676","0.1574","0.0000"
"","4.2800","3.5682","0.0016","3.5682","2.3788","0.1581","0.0000"
"","4.3000","3.5848","0.0016","3.5848","2.3898","0.1606","0.0000"
"","4.3200","3.6015","0.0016","3.6015","2.4010","0.1626","0.0000"
"","4.3400","3.6185","0.0017","3.6185","2.4123","0.1651","0.0000"
"","4.3600","3.6352","0.0016","3.6352","2.4234","0.1646","0.0000"
"","4.3800","3.6515","0.0016","3.6515","2.4343","0.1633","0.0000"
"","4.4000","3.6680","0.0017","3.6680","2.4453","0.1664","0.0000"
"","4.4200","3.6848","0.0017","3.6848","2.4565","0.1654","0.0000"
"","4.4400","3.7015","0.0017","3.7015","2.4677","0.1674","0.0000"
"","4.4600","3.7183","0.0017","3.7183","2.4789","0.1663","0.0000"
"","4.4800","3.7352","0.0017","3.7352","2.4901","0.1687","0.0000"
"","4.5000","3.7518","0.0017","3.7518","2.5012","0.1694","0.0000"
"","4.5200","3.7681","0.0017","3.7681","2.5121","0.1681","0.0000"
"","4.5400","3.7847","0.0017","3.7847","2.5232","0.1683","0.0000"
"","4.5600","3.8015","0.0017","3.8015","2.5343","0.1709","0.0000"
"","4.5800","3.8184","0.0017","3.8184","2.5456","0.1728","0.0000"
"","4.6000","3.8350","0.0018","3.8350","2.5567","0.1758","0.0000"
"","4.6200","3.8518","0.0017","3.8518","2.5679","0.1747","0.0000"
"","4.6400","3.8686","0.0017","3.8686","2.5790","0.1741","0.0000"
"","4.6600","3.8850","0.0018","3.8850","2.5900","0.1756","0.0000"
"","4.6800","3.9014","0.0017","3.9014","2.6009","0.1749","0.0000"
"","4.7000","3.9180","0.0017","3.9180","2.6120","0.1725","0.0000"
"","4.7200","3.9349","0.0018","3.9349","2.6233","0.1765","0.0000"
"","4.7400","3.9517","0.0018","3.9517","2.6344","0.1827","0.0000"
"","4.7600","3.9683","0.0018","3.9683","2.6455","0.1817","0.0000"
"","4.7800","3.9850","0.0018","3.9850","2.6566","0.1813","0.0000"
"","4.8000","4.0015","0.0018","4.0015","2.6677","0.1800","0.0000"
"","4.8200","4.0179","0.0018","4.0179","2.6786","0.1802","0.0000"
"","4.8400","4.0344","0.0018","4.0344","2.6896","0.1815","0.0000"
"","4.8600","4.0514","0.0018","4.0514","2.7010","0.1820","0.0000"
"","4.8800","4.0683","0.0018","4.0683","2.7122","0.1842","0.0000"
"","4.9000","4.0852","0.0018","4.0852","2.7235","0.1846","0.0000"
"","4.9200","4.1020","0.0019","4.1020","2.7346","0.1851","0.0000"
"","4.9400","4.1184","0.0019","4.1184","2.7456","0.1867","0.0000"
"","4.9600","4.1349","0.0019","4.1349","2.7566","0.1881","0.0000"
"","4.9800","4.1513","0.0019","4.1513","2.7675","0.1908","0.0000"
"","5.0000","4.1682","0.0019","4.1682","2.7788","0.1908","0.0000"
"","5.0200","4.1848","0.0019","4.1848","2.7899","0.1858","0.0000"
"","5.0400","4.2015","0.0019","4.2015","2.8010","0.1894","0.0000"
"","5.0600","4.2181","0.0019","4.2181","2.8121","0.1939","0.0000"
"","5.0800","4.2347","0.0020","4.2347","2.8231","0.1978","0.0000"
"","5.1000","4.2513","0.0020","4.2513","2.8342","0.1974","0.0000"
"","5.1200","4.2679","0.0019","4.2679","2.8453","0.1924","0.0000"
"","5.1400","4.2848","0.0019","4.2848","2.8566","0.1896","0.0000"
"","5.1600","4.3017","0.0019","4.3017","2.8678","0.1928","0.0000"
"","5.1800","4.3185","0.0019","4.3185","2.8790","0.1943","0.0000"
"","5.2000","4.3351","0.0019","4.3351","2.8901","0.1949","0.0000"
"","5.2200","4.3516","0.0020","4.3516","2.9011","0.1953","0.0000"
"","5.2400","4.3681","0.0020","4.3681","2.9120","0.1966","0.0000"
"","5.2600","4.3846","0.0020","4.3846","2.9231","0.2001","0.0000"
"","5.2800","4.4016","0.0021","4.4016","2.9344","0.2054","0.0000"
"","5.3000","4.4185","0.0020","4.4185","2.9456","0.2045","0.0000"
"","5.3200","4.4351","0.0020","4.4351","2.9567","0.2020","0.0000"
"","5.3400","4.4518","0.0020","4.4518","2.9678","0.2032","0.0000"
"","5.3600","4.4683","0.0020","4.4683","2.9789","0.2042","0.0000"
"","5.3800","4.4849","0.0020","4.4849","2.9900","0.2049","0.0000"
"","5.4000","4.5015","0.0020","4.5015","3.0010","0.2039","0.0000"
"","5.4200","4.5181","0.0020","4.5181","3.0121","0.2011","0.0000"
"","5.4400","4.5349","0.0021","4.5349","3.0232","0.2084","0.0000"
"","5.4600","4.5518","0.0021","4.5518","3.0345","0.2098","0.0000"
"","5.4800","4.5683","0.0021","4.5683","3.0455","0.2082","0.0000"
"","5.5000","4.5848","0.0021","4.5848","3.0565","0.2088","0.0000"
"","5.5200","4.6015","0.0021","4.6015","3.0676","0.2103","0.0000"
"","5.5400","4.6181","0.0021","4.6181","3.0787","0.2143","0.0000"
"","5.5600","4.6349","0.0022","4.6349","3.0899","0.2168","0.0000"
"","5.5800","4.6516","0.0021","4.6516","3.1011","0.2143","0.0000"
"","5.6000","4.6683","0.0022","4.6683","3.1122","0.2163","0.0000"
"","5.6200","4.6850","0.0022","4.6850","3.1234","0.2166","0.0000"
"","5.6400","4.7014","0.0022","4.7014","3.1343","0.2162","0.0000"
"","5.6600","4.7181","0.0022","4.7181","3.1454","0.2166","0.0000"
"","5.6800","4.7349","0.0022","4.7349","3.1566","0.2207","0.0000"
"","5.7000","4.7515","0.0022","4.7515","3.1677","0.2228","0.0000"
"","5.7200","4.7681","0.0022","4.7681","3.1788","0.2243","0.0000"
"","5.7400","4.7850","0.0023","4.7850","3.1900","0.2253","0.0000"
"","5.7600","4.8019","0.0022","4.8019","3.2013","0.2221","0.0000"
"","5.7800","4.8182","0.0022","4.8182","3.2121","0.2239","0.0000"
"","5.8000","4.8345","0.0023","4.8345","3.2230","0.2252","0.0000"
"","5.8200","4.8513","0.0023","4.8513","3.2342","0.2268","0.0000"
"","5.8400","4.8681","0.0023","4.8681","3.2454","0.2267","0.0000"
"","5.8600","4.8848","0.0023","4.8848","3.2565","0.2266","0.0000"
"","5.8800","4.9017","0.0023","4.9017","3.2678","0.2293","0.0000"
"","5.9000","4.9187","0.0023","4.9187","3.2791","0.2288","0.0000"
"","5.9200","4.9351","0.0023","4.9351","3.2901","0.2290","0.0000"
"","5.9400","4.9513","0.0023","4.9513","3.3008","0.2288","0.0000"
"","5.9600","4.9678","0.0023","4.9678","3.3119","0.2301","0.0000"
"","5.9800","4.9848","0.0023","4.9848","3.3232","0.2313","0.0000"
"","6.0000","5.0015","0.0023","5.0015","3.3344","0.2325","0.0000"
"","6.0200","5.0182","0.0024","5.0182","3.3455","0.2372","0.0000"
"","6.0400","5.0351","0.0024","5.0351","3.3567","0.2381","0.0000"
"","6.0600","5.0516","0.0023","5.0516","3.3677","0.2333","0.0000"
"","6.0800","5.0680","0.0024","5.0680","3.3787","0.2412","0.0000"
"","6.1000","5.0845","0.0024","5.0845","3.3897","0.2407","0.0000"
"","6.1200","5.1014","0.0024","5.1014","3.4009","0.2395","0.0000"
"","6.1400","5.1183","0.0024","5.1183","3.4122","0.2422","0.0000"
"","6.1600","5.1349","0.0024","5.1349","3.4233","0.2405","0.0000"
"","6.1800","5.1518","0.0024","5.1518","3.4346","0.2421","0.0000"
"","6.2000","5.1685","0.0024","5.1685","3.4456","0.2445","0.0000"
"","6.2200","5.1848","0.0025","5.1848","3.4565","0.2469","0.0000"
"","6.2400","5.2013","0.0025","5.2013","3.4675","0.2470","0.0000"
"","6.2600","5.2181","0.0025","5.2181","3.4787","0.2469","0.0000"
"","6.2800","5.2351","0.0025","5.2351","3.4900","0.2478","0.0000"
"","6.3000","5.2518","0.0025","5.2518","3.5012","0.2501","0.0000"
"","6.3200","5.2683","0.0025","5.2683","3.5122","0.2479","0.0000"
"","6.3400","5.2848","0.0025","5.2848","3.5232","0.2466","0.0000"
"","6.3600","5.3014","0.0025","5.3014","3.5343","0.2459","0.0000"
"","6.3800","5.3179","0.0025","5.3179","3.5453","0.2491","0.0000"
"","6.4000","5.3346","0.0025","5.3346","3.5564","0.2522","0.0000"
"","6.4200","5.3516","0.0026","5.3516","3.5677","0.2599","0.0000"
"","6.4400","5.3683","0.0026","5.3683","3.5789","0.2647","0.0000"
"","6.4600","5.3849","0.0026","5.3849","3.5899","0.2607","0.0000"
"","6.4800","5.4015","0.0026","5.4015","3.6010","0.2584","0.0000"
"","6.5000","5.4182","0.0026","5.4182","3.6121","0.2571","0.0000"
"","6.5200","5.4349","0.0026","5.4349","3.6233","0.2585","0.0000"
"","6.5400","5.4516","0.0026","5.4516","3.6344","0.2576","0.0000"
"","6.5600","5.4685","0.0026","5.4685","3.6456","0.2619","0.0000"
"","6.5800","5.4852","0.0026","5.4852","3.6568","0.2648","0.0000"
"","6.6000","5.5019","0.0027","5.5019","3.6679","0.2667","0.0000"
"","6.6200","5.5184","0.0026","5.5184","3.6789","0.2634","0.0000"
"","6.6400","5.5349","0.0026","5.5349","3.6899","0.2626","0.0000"
"","6.6600","5.5516","0.0026","5.5516","3.7010","0.2620","0.0000"
"","6.6800","5.5682","0.0027","5.5682","3.7121","0.2663","0.0000"
"","6.7000","5.5849","0.0027","5.5849","3.7232","0.2709","0.0000"
"","6.7200","5.6015","0.0027","5.6015","3.7343","0.2744","0.0000"
"","6.7400","5.6183","0.0028","5.6183","3.7455","0.2755","0.0000"
"","6.7600","5.6348","0.0027","5.6348","3.7565","0.2743","0.0000"
"","6.7800","5.6513","0.0028","5.6513","3.7675","0.2803","0.0000"
"","6.8000","5.6680","0.0028","5.6680","3.7786","0.2811","0.0000"
"","6.8200","5.6847","0.0028","5.6847","3.7898","0.2778","0.0000"
"","6.8400","5.7017","0.0028","5.7017","3.8012","0.2773","0.0000"
"","6.8600","5.7185","0.0028","5.7185","3.8123","0.2758","0.0000"
"","6.8800","5.7351","0.0028","5.7351","3.8234","0.2758","0.0000"
"","6.9000","5.7518","0.0028","5.7518","3.8345","0.2763","0.0000"
"","6.9200","5.7683","0.0028","5.7683","3.8455","0.2751","0.0000"
"","6.9400","5.7848","0.0027","5.7848","3.8566","0.2743","0.0000"
"","6.9600","5.8013","0.0027","5.8013","3.8675","0.2705","0.0000"
"","6.9800","5.8181","0.0027","5.8181","3.8788","0.2740","0.0000"
"","7.0000","5.8349","0.0028","5.8349","3.8899","0.2752","0.0000"
"","7.0200","5.8517","0.0027","5.8517","3.9011","0.2734","0.0000"
"","7.0400","5.8683","0.0028","5.8683","3.9122","0.2755","0.0000"
"","7.0600","5.8848","0.0028","5.8848","3.9232","0.2772","0.0000"
"","7.0800","5.9014","0.0028","5.9014","3.9342","0.2794","0.0000"
"","7.1000","5.9179","0.0028","5.9179","3.9453","0.2819","0.0000"
"","7.1200","5.9347","0.0028","5.9347","3.9564","0.2830","0.0000"
"","7.1400","5.9515","0.0029","5.9515","3.9677","0.2858","0.0000"
"","7.1600","5.9683","0.0028","5.9683","3.9789","0.2849","0.0000"
"","7.1800","5.9849","0.0028","5.9849","3.9900","0.2840","0.0000"
"","7.2000","6.0016","0.0028","6.0016","4.0011","0.2841","0.0000"
"","7.2200","6.0182","0.0028","6.0182","4.0122","0.2824","0.0000"
"","7.2400","6.0348","0.0028","6.0348","4.0232","0.2825","0.0000"
"","7.2600","6.0514","0.0028","6.0514","4.0343","0.2818","0.0000"
"","7.2800","6.0683","0.0028","6.0683","4.0455","0.2839","0.0000"
"","7.3000","6.0851","0.0028","6.0851","4.0567","0.2841","0.0000"
