Results Table 1


Results Table 2


Time,Displacement,Force,Compressive displacement,Compressive strain (Displacement),Compressive stress,PIP count
(s),(mm),(kN),(mm),(%),(MPa),
"22.6400","18.8683","0.0005","18.8683","12.5789","0.0461","0.0000"
"22.6600","18.8850","0.0005","18.8850","12.5900","0.0470","0.0000"
"22.6800","18.9018","0.0005","18.9018","12.6012","0.0459","0.0000"
"22.7000","18.9184","0.0005","18.9184","12.6123","0.0459","0.0000"
"22.7200","18.9350","0.0005","18.9351","12.6234","0.0460","0.0000"
"22.7400","18.9517","0.0005","18.9517","12.6345","0.0466","0.0000"
"22.7600","18.9685","0.0005","18.9685","12.6456","0.0467","0.0000"
"22.7800","18.9850","0.0004","18.9850","12.6567","0.0443","0.0000"
"22.8000","19.0015","0.0004","19.0015","12.6677","0.0446","0.0000"
"22.8200","19.0182","0.0005","19.0182","12.6788","0.0468","0.0000"
"22.8400","19.0349","0.0005","19.0349","12.6899","0.0475","0.0000"
"22.8600","19.0517","0.0005","19.0517","12.7011","0.0457","0.0000"
"22.8800","19.0683","0.0004","19.0683","12.7122","0.0436","0.0000"
"22.9000","19.0850","0.0005","19.0850","12.7233","0.0454","0.0000"
"22.9200","19.1016","0.0005","19.1016","12.7344","0.0517","0.0000"
"22.9400","19.1182","0.0005","19.1182","12.7454","0.0505","0.0000"
"22.9600","19.1349","0.0005","19.1349","12.7566","0.0511","0.0000"
"22.9800","19.1518","0.0005","19.1518","12.7679","0.0530","0.0000"
"23.0000","19.1688","0.0005","19.1688","12.7792","0.0511","0.0000"
"23.0200","19.1854","0.0005","19.1854","12.7903","0.0495","0.0000"
"23.0400","19.2021","0.0005","19.2021","12.8014","0.0490","0.0000"
"23.0600","19.2185","0.0005","19.2185","12.8123","0.0484","0.0000"
"23.0800","19.2350","0.0005","19.2350","12.8234","0.0478","0.0000"
"23.1000","19.2516","0.0005","19.2516","12.8344","0.0490","0.0000"
"23.1200","19.2682","0.0005","19.2682","12.8455","0.0475","0.0000"
"23.1400","19.2851","0.0005","19.2851","12.8567","0.0486","0.0000"
"23.1600","19.3020","0.0005","19.3020","12.8680","0.0485","0.0000"
"23.1800","19.3185","0.0005","19.3185","12.8790","0.0501","0.0000"
"23.2000","19.3350","0.0005","19.3350","12.8900","0.0508","0.0000"
"23.2200","19.3517","0.0005","19.3517","12.9011","0.0503","0.0000"
"23.2400","19.3683","0.0005","19.3683","12.9122","0.0503","0.0000"
"23.2600","19.3848","0.0005","19.3848","12.9232","0.0514","0.0000"
"23.2800","19.4017","0.0005","19.4017","12.9345","0.0520","0.0000"
"23.3000","19.4187","0.0005","19.4187","12.9458","0.0517","0.0000"
"23.3200","19.4356","0.0005","19.4356","12.9571","0.0452","0.0000"
"23.3400","19.4521","0.0005","19.4521","12.9681","0.0461","0.0000"
"23.3600","19.4685","0.0005","19.4685","12.9790","0.0487","0.0000"
"23.3800","19.4852","0.0005","19.4852","12.9901","0.0493","0.0000"
"23.4000","19.5017","0.0005","19.5017","13.0011","0.0483","0.0000"
"23.4200","19.5184","0.0005","19.5184","13.0122","0.0485","0.0000"
"23.4400","19.5351","0.0005","19.5351","13.0234","0.0490","0.0000"
"23.4600","19.5519","0.0005","19.5519","13.0346","0.0492","0.0000"
"23.4800","19.5685","0.0005","19.5685","13.0457","0.0483","0.0000"
"23.5000","19.5849","0.0005","19.5849","13.0566","0.0496","0.0000"
"23.5200","19.6016","0.0005","19.6016","13.0677","0.0497","0.0000"
"23.5400","19.6184","0.0005","19.6184","13.0789","0.0505","0.0000"
"23.5600","19.6351","0.0005","19.6351","13.0901","0.0519","0.0000"
"23.5800","19.6518","0.0005","19.6518","13.1012","0.0521","0.0000"
"23.6000","19.6686","0.0005","19.6686","13.1124","0.0508","0.0000"
"23.6200","19.6852","0.0005","19.6852","13.1234","0.0495","0.0000"
"23.6400","19.7017","0.0005","19.7017","13.1345","0.0500","0.0000"
"23.6600","19.7183","0.0005","19.7183","13.1456","0.0489","0.0000"
"23.6800","19.7352","0.0005","19.7352","13.1568","0.0511","0.0000"
"23.7000","19.7520","0.0005","19.7520","13.1680","0.0529","0.0000"
"23.7200","19.7686","0.0005","19.7686","13.1791","0.0506","0.0000"
"23.7400","19.7854","0.0005","19.7854","13.1903","0.0506","0.0000"
"23.7600","19.8020","0.0005","19.8020","13.2014","0.0485","0.0000"
"23.7800","19.8183","0.0005","19.8183","13.2122","0.0479","0.0000"
"23.8000","19.8348","0.0005","19.8347","13.2232","0.0481","0.0000"
"23.8200","19.8515","0.0005","19.8515","13.2343","0.0494","0.0000"
"23.8400","19.8684","0.0005","19.8684","13.2456","0.0528","0.0000"
"23.8600","19.8850","0.0005","19.8850","13.2567","0.0537","0.0000"
"23.8800","19.9018","0.0005","19.9018","13.2679","0.0523","0.0000"
"23.9000","19.9186","0.0005","19.9186","13.2790","0.0511","0.0000"
"23.9200","19.9352","0.0005","19.9352","13.2901","0.0492","0.0000"
"23.9400","19.9515","0.0005","19.9515","13.3010","0.0513","0.0000"
"23.9600","19.9682","0.0005","19.9682","13.3121","0.0519","0.0000"
"23.9800","19.9852","0.0005","19.9852","13.3234","0.0505","0.0000"
"24.0000","20.0018","0.0005","20.0018","13.3345","0.0491","0.0000"
"24.0200","20.0184","0.0005","20.0184","13.3456","0.0529","0.0000"
"24.0400","20.0351","0.0005","20.0351","13.3567","0.0521","0.0000"
"24.0600","20.0517","0.0005","20.0517","13.3678","0.0502","0.0000"
"24.0800","20.0683","0.0005","20.0683","13.3788","0.0498","0.0000"
"24.1000","20.0848","0.0005","20.0848","13.3899","0.0521","0.0000"
"24.1200","20.1017","0.0005","20.1017","13.4011","0.0541","0.0000"
"24.1400","20.1184","0.0006","20.1184","13.4123","0.0572","0.0000"
"24.1600","20.1352","0.0006","20.1352","13.4235","0.0587","0.0000"
"24.1800","20.1520","0.0005","20.1520","13.4346","0.0550","0.0000"
"24.2000","20.1686","0.0005","20.1686","13.4457","0.0535","0.0000"
"24.2200","20.1851","0.0005","20.1851","13.4568","0.0510","0.0000"
"24.2400","20.2017","0.0005","20.2017","13.4678","0.0508","0.0000"
"24.2600","20.2183","0.0005","20.2183","13.4789","0.0492","0.0000"
"24.2800","20.2353","0.0005","20.2353","13.4902","0.0481","0.0000"
"24.3000","20.2520","0.0005","20.2520","13.5013","0.0498","0.0000"
"24.3200","20.2686","0.0006","20.2686","13.5124","0.0566","0.0000"
"24.3400","20.2851","0.0006","20.2851","13.5234","0.0585","0.0000"
"24.3600","20.3019","0.0006","20.3019","13.5346","0.0581","0.0000"
"24.3800","20.3183","0.0005","20.3183","13.5455","0.0509","0.0000"
"24.4000","20.3350","0.0005","20.3350","13.5566","0.0506","0.0000"
"24.4200","20.3518","0.0005","20.3518","13.5679","0.0523","0.0000"
"24.4400","20.3686","0.0005","20.3686","13.5791","0.0539","0.0000"
"24.4600","20.3854","0.0005","20.3854","13.5902","0.0529","0.0000"
"24.4800","20.4019","0.0005","20.4019","13.6013","0.0534","0.0000"
"24.5000","20.4183","0.0005","20.4183","13.6122","0.0528","0.0000"
"24.5200","20.4348","0.0005","20.4348","13.6232","0.0512","0.0000"
"24.5400","20.4515","0.0005","20.4515","13.6343","0.0511","0.0000"
"24.5600","20.4684","0.0005","20.4684","13.6456","0.0521","0.0000"
"24.5800","20.4852","0.0005","20.4852","13.6568","0.0541","0.0000"
"24.6000","20.5021","0.0005","20.5021","13.6681","0.0524","0.0000"
"24.6200","20.5185","0.0005","20.5185","13.6790","0.0522","0.0000"
"24.6400","20.5349","0.0005","20.5349","13.6900","0.0541","0.0000"
"24.6600","20.5517","0.0006","20.5517","13.7011","0.0562","0.0000"
"24.6800","20.5686","0.0006","20.5686","13.7124","0.0581","0.0000"
"24.7000","20.5851","0.0005","20.5851","13.7234","0.0474","0.0000"
"24.7200","20.6018","0.0005","20.6018","13.7345","0.0501","0.0000"
"24.7400","20.6188","0.0006","20.6188","13.7458","0.0563","0.0000"
"24.7600","20.6353","0.0005","20.6353","13.7569","0.0525","0.0000"
"24.7800","20.6516","0.0005","20.6516","13.7677","0.0528","0.0000"
"24.8000","20.6682","0.0005","20.6682","13.7788","0.0544","0.0000"
"24.8200","20.6849","0.0005","20.6849","13.7899","0.0538","0.0000"
"24.8400","20.7016","0.0005","20.7016","13.8011","0.0541","0.0000"
"24.8600","20.7182","0.0005","20.7182","13.8121","0.0524","0.0000"
"24.8800","20.7350","0.0005","20.7350","13.8234","0.0508","0.0000"
"24.9000","20.7518","0.0005","20.7518","13.8345","0.0528","0.0000"
"24.9200","20.7683","0.0005","20.7683","13.8456","0.0542","0.0000"
"24.9400","20.7851","0.0006","20.7851","13.8567","0.0575","0.0000"
"24.9600","20.8021","0.0006","20.8021","13.8681","0.0551","0.0000"
"24.9800","20.8187","0.0005","20.8187","13.8792","0.0528","0.0000"
"25.0000","20.8354","0.0006","20.8354","13.8903","0.0558","0.0000"
"25.0200","20.8519","0.0006","20.8519","13.9013","0.0584","0.0000"
"25.0400","20.8686","0.0006","20.8686","13.9124","0.0593","0.0000"
"25.0600","20.8851","0.0006","20.8851","13.9234","0.0581","0.0000"
"25.0800","20.9016","0.0005","20.9016","13.9344","0.0468","0.0000"
"25.1000","20.9183","0.0005","20.9183","13.9455","0.0460","0.0000"
"25.1200","20.9350","0.0005","20.9350","13.9567","0.0469","0.0000"
"25.1400","20.9518","0.0005","20.9518","13.9679","0.0520","0.0000"
"25.1600","20.9686","0.0005","20.9686","13.9790","0.0532","0.0000"
"25.1800","20.9852","0.0005","20.9852","13.9901","0.0510","0.0000"
"25.2000","21.0016","0.0005","21.0016","14.0011","0.0520","0.0000"
"25.2200","21.0183","0.0005","21.0183","14.0122","0.0520","0.0000"
"25.2400","21.0350","0.0005","21.0350","14.0233","0.0514","0.0000"
"25.2600","21.0518","0.0005","21.0518","14.0345","0.0536","0.0000"
"25.2800","21.0684","0.0005","21.0684","14.0456","0.0544","0.0000"
"25.3000","21.0852","0.0005","21.0852","14.0568","0.0526","0.0000"
"25.3200","21.1018","0.0005","21.1018","14.0679","0.0524","0.0000"
"25.3400","21.1185","0.0005","21.1185","14.0790","0.0537","0.0000"
"25.3600","21.1351","0.0006","21.1351","14.0901","0.0552","0.0000"
"25.3800","21.1518","0.0006","21.1518","14.1012","0.0575","0.0000"
"25.4000","21.1684","0.0006","21.1684","14.1123","0.0576","0.0000"
"25.4200","21.1853","0.0005","21.1853","14.1235","0.0510","0.0000"
"25.4400","21.2020","0.0005","21.2020","14.1346","0.0504","0.0000"
"25.4600","21.2186","0.0005","21.2186","14.1457","0.0517","0.0000"
"25.4800","21.2352","0.0005","21.2352","14.1568","0.0480","0.0000"
"25.5000","21.2517","0.0005","21.2517","14.1678","0.0505","0.0000"
"25.5200","21.2683","0.0005","21.2683","14.1789","0.0524","0.0000"
"25.5400","21.2849","0.0005","21.2849","14.1900","0.0521","0.0000"
"25.5600","21.3018","0.0005","21.3018","14.2012","0.0528","0.0000"
"25.5800","21.3185","0.0005","21.3185","14.2123","0.0520","0.0000"
"25.6000","21.3351","0.0005","21.3351","14.2234","0.0533","0.0000"
"25.6200","21.3516","0.0005","21.3516","14.2344","0.0539","0.0000"
"25.6400","21.3684","0.0005","21.3684","14.2456","0.0544","0.0000"
"25.6600","21.3851","0.0005","21.3851","14.2567","0.0522","0.0000"
"25.6800","21.4017","0.0005","21.4017","14.2678","0.0539","0.0000"
"25.7000","21.4186","0.0005","21.4186","14.2791","0.0536","0.0000"
"25.7200","21.4353","0.0005","21.4353","14.2902","0.0526","0.0000"
"25.7400","21.4520","0.0006","21.4520","14.3013","0.0573","0.0000"
"25.7600","21.4684","0.0006","21.4684","14.3123","0.0618","0.0000"
"25.7800","21.4849","0.0006","21.4849","14.3233","0.0566","0.0000"
"25.8000","21.5016","0.0006","21.5016","14.3344","0.0555","0.0000"
"25.8200","21.5183","0.0006","21.5183","14.3456","0.0557","0.0000"
"25.8400","21.5351","0.0006","21.5351","14.3567","0.0553","0.0000"
"25.8600","21.5520","0.0005","21.5520","14.3680","0.0527","0.0000"
"25.8800","21.5686","0.0005","21.5686","14.3791","0.0506","0.0000"
"25.9000","21.5850","0.0005","21.5850","14.3900","0.0511","0.0000"
"25.9200","21.6016","0.0005","21.6016","14.4010","0.0516","0.0000"
"25.9400","21.6183","0.0005","21.6183","14.4122","0.0547","0.0000"
"25.9600","21.6350","0.0005","21.6350","14.4233","0.0518","0.0000"
"25.9800","21.6516","0.0006","21.6516","14.4344","0.0556","0.0000"
"26.0000","21.6683","0.0006","21.6683","14.4455","0.0589","0.0000"
"26.0200","21.6849","0.0006","21.6849","14.4566","0.0578","0.0000"
"26.0400","21.7013","0.0005","21.7013","14.4676","0.0539","0.0000"
"26.0600","21.7181","0.0005","21.7181","14.4787","0.0535","0.0000"
"26.0800","21.7350","0.0005","21.7350","14.4900","0.0470","0.0000"
"26.1000","21.7517","0.0004","21.7517","14.5012","0.0434","0.0000"
"26.1200","21.7685","0.0004","21.7685","14.5123","0.0446","0.0000"
"26.1400","21.7853","0.0005","21.7853","14.5235","0.0536","0.0000"
"26.1600","21.8023","0.0006","21.8023","14.5348","0.0573","0.0000"
"26.1800","21.8187","0.0006","21.8187","14.5458","0.0579","0.0000"
"26.2000","21.8348","0.0006","21.8348","14.5566","0.0581","0.0000"
"26.2200","21.8515","0.0006","21.8515","14.5677","0.0593","0.0000"
"26.2400","21.8684","0.0006","21.8684","14.5789","0.0578","0.0000"
"26.2600","21.8851","0.0006","21.8851","14.5901","0.0568","0.0000"
"26.2800","21.9019","0.0006","21.9019","14.6013","0.0583","0.0000"
"26.3000","21.9188","0.0006","21.9188","14.6125","0.0577","0.0000"
"26.3200","21.9352","0.0006","21.9352","14.6235","0.0574","0.0000"
"26.3400","21.9516","0.0006","21.9516","14.6344","0.0583","0.0000"
"26.3600","21.9681","0.0006","21.9681","14.6454","0.0580","0.0000"
"26.3800","21.9850","0.0006","21.9850","14.6567","0.0574","0.0000"
"26.4000","22.0018","0.0006","22.0018","14.6679","0.0596","0.0000"
"26.4200","22.0184","0.0006","22.0184","14.6789","0.0610","0.0000"
"26.4400","22.0352","0.0006","22.0352","14.6901","0.0647","0.0000"
"26.4600","22.0520","0.0007","22.0520","14.7013","0.0690","0.0000"
"26.4800","22.0685","0.0007","22.0685","14.7123","0.0663","0.0000"
"26.5000","22.0849","0.0006","22.0849","14.7233","0.0610","0.0000"
"26.5200","22.1017","0.0006","22.1017","14.7344","0.0573","0.0000"
"26.5400","22.1185","0.0006","22.1185","14.7457","0.0598","0.0000"
"26.5600","22.1352","0.0006","22.1352","14.7568","0.0613","0.0000"
"26.5800","22.1518","0.0006","22.1518","14.7679","0.0597","0.0000"
"26.6000","22.1685","0.0006","22.1685","14.7790","0.0602","0.0000"
"26.6200","22.1850","0.0006","22.1850","14.7900","0.0581","0.0000"
"26.6400","22.2015","0.0006","22.2015","14.8010","0.0612","0.0000"
"26.6600","22.2182","0.0006","22.2182","14.8121","0.0629","0.0000"
"26.6800","22.2352","0.0006","22.2352","14.8235","0.0619","0.0000"
"26.7000","22.2521","0.0006","22.2521","14.8347","0.0620","0.0000"
"26.7200","22.2686","0.0006","22.2686","14.8457","0.0606","0.0000"
"26.7400","22.2850","0.0006","22.2850","14.8567","0.0627","0.0000"
"26.7600","22.3015","0.0006","22.3015","14.8677","0.0640","0.0000"
"26.7800","22.3182","0.0006","22.3182","14.8788","0.0645","0.0000"
"26.8000","22.3347","0.0007","22.3347","14.8898","0.0652","0.0000"
"26.8200","22.3516","0.0007","22.3516","14.9011","0.0670","0.0000"
"26.8400","22.3687","0.0007","22.3687","14.9125","0.0688","0.0000"
"26.8600","22.3856","0.0007","22.3856","14.9237","0.0675","0.0000"
"26.8800","22.4021","0.0007","22.4021","14.9347","0.0671","0.0000"
"26.9000","22.4185","0.0007","22.4185","14.9457","0.0650","0.0000"
"26.9200","22.4350","0.0007","22.4350","14.9567","0.0680","0.0000"
"26.9400","22.4516","0.0007","22.4516","14.9677","0.0695","0.0000"
"26.9600","22.4682","0.0007","22.4682","14.9788","0.0704","0.0000"
"26.9800","22.4851","0.0007","22.4851","14.9901","0.0702","0.0000"
"27.0000","22.5020","0.0007","22.5020","15.0013","0.0698","0.0000"
"27.0200","22.5186","0.0007","22.5186","15.0124","0.0708","0.0000"
"27.0400","22.5350","0.0007","22.5350","15.0234","0.0723","0.0000"
"27.0600","22.5517","0.0007","22.5517","15.0345","0.0735","0.0000"
"27.0800","22.5684","0.0008","22.5684","15.0456","0.0769","0.0000"
"27.1000","22.5850","0.0008","22.5850","15.0566","0.0820","0.0000"
"27.1200","22.6016","0.0008","22.6016","15.0677","0.0803","0.0000"
"27.1400","22.6185","0.0008","22.6185","15.0790","0.0809","0.0000"
"27.1600","22.6354","0.0007","22.6354","15.0903","0.0736","0.0000"
"27.1800","22.6517","0.0008","22.6517","15.1011","0.0757","0.0000"
"27.2000","22.6682","0.0008","22.6682","15.1121","0.0831","0.0000"
"27.2200","22.6850","0.0009","22.6850","15.1233","0.0859","0.0000"
"27.2400","22.7016","0.0009","22.7016","15.1344","0.0882","0.0000"
"27.2600","22.7183","0.0009","22.7183","15.1455","0.0871","0.0000"
"27.2800","22.7353","0.0009","22.7353","15.1568","0.0860","0.0000"
"27.3000","22.7520","0.0009","22.7520","15.1680","0.0866","0.0000"
"27.3200","22.7683","0.0009","22.7683","15.1789","0.0857","0.0000"
"27.3400","22.7848","0.0009","22.7848","15.1899","0.0852","0.0000"
"27.3600","22.8016","0.0009","22.8016","15.2011","0.0859","0.0000"
"27.3800","22.8185","0.0009","22.8185","15.2123","0.0870","0.0000"
"27.4000","22.8350","0.0009","22.8350","15.2233","0.0862","0.0000"
"27.4200","22.8515","0.0009","22.8515","15.2344","0.0852","0.0000"
"27.4400","22.8685","0.0009","22.8685","15.2457","0.0870","0.0000"
"27.4600","22.8852","0.0009","22.8852","15.2568","0.0858","0.0000"
"27.4800","22.9016","0.0009","22.9016","15.2677","0.0867","0.0000"
"27.5000","22.9182","0.0008","22.9182","15.2788","0.0821","0.0000"
"27.5200","22.9351","0.0008","22.9351","15.2901","0.0773","0.0000"
"27.5400","22.9519","0.0009","22.9519","15.3013","0.0865","0.0000"
"27.5600","22.9685","0.0009","22.9685","15.3124","0.0916","0.0000"
"27.5800","22.9853","0.0009","22.9853","15.3235","0.0900","0.0000"
"27.6000","23.0018","0.0009","23.0018","15.3346","0.0875","0.0000"
"27.6200","23.0181","0.0009","23.0181","15.3454","0.0895","0.0000"
"27.6400","23.0344","0.0009","23.0344","15.3563","0.0941","0.0000"
"27.6600","23.0513","0.0009","23.0513","15.3675","0.0937","0.0000"
"27.6800","23.0683","0.0009","23.0683","15.3789","0.0925","0.0000"
"27.7000","23.0851","0.0009","23.0851","15.3900","0.0921","0.0000"
"27.7200","23.1017","0.0009","23.1017","15.4011","0.0917","0.0000"
"27.7400","23.1185","0.0009","23.1185","15.4123","0.0937","0.0000"
"27.7600","23.1350","0.0009","23.1350","15.4233","0.0936","0.0000"
"27.7800","23.1516","0.0009","23.1516","15.4344","0.0934","0.0000"
"27.8000","23.1685","0.0009","23.1685","15.4457","0.0904","0.0000"
"27.8200","23.1854","0.0009","23.1854","15.4569","0.0881","0.0000"
"27.8400","23.2022","0.0009","23.2022","15.4681","0.0935","0.0000"
"27.8600","23.2188","0.0010","23.2188","15.4792","0.0963","0.0000"
"27.8800","23.2353","0.0009","23.2353","15.4902","0.0948","0.0000"
"27.9000","23.2519","0.0009","23.2519","15.5012","0.0927","0.0000"
"27.9200","23.2682","0.0009","23.2682","15.5121","0.0937","0.0000"
"27.9400","23.2849","0.0010","23.2849","15.5233","0.0976","0.0000"
"27.9600","23.3019","0.0010","23.3019","15.5346","0.0986","0.0000"
"27.9800","23.3186","0.0009","23.3186","15.5457","0.0935","0.0000"
"28.0000","23.3352","0.0009","23.3352","15.5568","0.0898","0.0000"
"28.0200","23.3517","0.0009","23.3517","15.5678","0.0919","0.0000"
"28.0400","23.3685","0.0010","23.3685","15.5790","0.0980","0.0000"
"28.0600","23.3849","0.0010","23.3849","15.5899","0.0989","0.0000"
"28.0800","23.4016","0.0010","23.4016","15.6010","0.0987","0.0000"
"28.1000","23.4186","0.0010","23.4186","15.6124","0.0990","0.0000"
"28.1200","23.4353","0.0010","23.4353","15.6236","0.0999","0.0000"
"28.1400","23.4520","0.0010","23.4520","15.6346","0.1000","0.0000"
"28.1600","23.4685","0.0010","23.4685","15.6457","0.1005","0.0000"
"28.1800","23.4851","0.0010","23.4851","15.6568","0.0991","0.0000"
"28.2000","23.5018","0.0010","23.5018","15.6679","0.0979","0.0000"
"28.2200","23.5183","0.0009","23.5183","15.6789","0.0944","0.0000"
"28.2400","23.5351","0.0010","23.5351","15.6901","0.0963","0.0000"
"28.2600","23.5520","0.0010","23.5520","15.7013","0.0981","0.0000"
"28.2800","23.5687","0.0010","23.5687","15.7125","0.0987","0.0000"
"28.3000","23.5851","0.0010","23.5851","15.7234","0.0997","0.0000"
"28.3200","23.6017","0.0010","23.6017","15.7344","0.0988","0.0000"
"28.3400","23.6184","0.0010","23.6184","15.7456","0.1003","0.0000"
"28.3600","23.6352","0.0010","23.6352","15.7568","0.1008","0.0000"
"28.3800","23.6517","0.0010","23.6517","15.7678","0.0979","0.0000"
"28.4000","23.6687","0.0010","23.6687","15.7791","0.0954","0.0000"
"28.4200","23.6855","0.0010","23.6855","15.7903","0.0952","0.0000"
"28.4400","23.7018","0.0010","23.7018","15.8012","0.1007","0.0000"
"28.4600","23.7181","0.0010","23.7181","15.8120","0.1015","0.0000"
"28.4800","23.7348","0.0010","23.7348","15.8232","0.1032","0.0000"
"28.5000","23.7516","0.0010","23.7516","15.8344","0.0995","0.0000"
"28.5200","23.7682","0.0010","23.7682","15.8455","0.0957","0.0000"
"28.5400","23.7851","0.0010","23.7851","15.8567","0.0972","0.0000"
"28.5600","23.8021","0.0011","23.8021","15.8681","0.1065","0.0000"
"28.5800","23.8187","0.0011","23.8187","15.8791","0.1070","0.0000"
"28.6000","23.8349","0.0010","23.8349","15.8900","0.1019","0.0000"
"28.6200","23.8515","0.0010","23.8515","15.9010","0.1003","0.0000"
"28.6400","23.8684","0.0010","23.8684","15.9122","0.1020","0.0000"
"28.6600","23.8851","0.0010","23.8851","15.9234","0.1032","0.0000"
"28.6800","23.9019","0.0010","23.9019","15.9346","0.1028","0.0000"
"28.7000","23.9188","0.0010","23.9188","15.9458","0.0993","0.0000"
"28.7200","23.9354","0.0010","23.9354","15.9569","0.1013","0.0000"
"28.7400","23.9517","0.0010","23.9517","15.9678","0.1012","0.0000"
"28.7600","23.9681","0.0010","23.9681","15.9787","0.1009","0.0000"
"28.7800","23.9850","0.0010","23.9850","15.9900","0.0995","0.0000"
"28.8000","24.0018","0.0010","24.0018","16.0012","0.1013","0.0000"
"28.8200","24.0183","0.0010","24.0183","16.0122","0.1023","0.0000"
"28.8400","24.0350","0.0010","24.0350","16.0234","0.1007","0.0000"
"28.8600","24.0519","0.0010","24.0519","16.0346","0.0995","0.0000"
"28.8800","24.0683","0.0010","24.0683","16.0456","0.0970","0.0000"
"28.9000","24.0849","0.0010","24.0849","16.0566","0.1010","0.0000"
"28.9200","24.1016","0.0011","24.1016","16.0678","0.1121","0.0000"
"28.9400","24.1186","0.0010","24.1186","16.0791","0.1048","0.0000"
"28.9600","24.1353","0.0010","24.1353","16.0902","0.1017","0.0000"
"28.9800","24.1518","0.0010","24.1518","16.1012","0.1034","0.0000"
"29.0000","24.1687","0.0010","24.1687","16.1125","0.1012","0.0000"
"29.0200","24.1851","0.0010","24.1851","16.1234","0.0981","0.0000"
"29.0400","24.2013","0.0010","24.2013","16.1342","0.0955","0.0000"
"29.0600","24.2179","0.0010","24.2179","16.1453","0.0977","0.0000"
"29.0800","24.2350","0.0010","24.2350","16.1567","0.0964","0.0000"
"29.1000","24.2519","0.0010","24.2519","16.1679","0.0955","0.0000"
"29.1200","24.2684","0.0010","24.2684","16.1790","0.0979","0.0000"
"29.1400","24.2852","0.0010","24.2852","16.1901","0.1011","0.0000"
"29.1600","24.3020","0.0010","24.3020","16.2013","0.1027","0.0000"
"29.1800","24.3185","0.0010","24.3185","16.2123","0.1033","0.0000"
"29.2000","24.3348","0.0011","24.3348","16.2232","0.1053","0.0000"
"29.2200","24.3517","0.0011","24.3517","16.2344","0.1068","0.0000"
"29.2400","24.3687","0.0010","24.3687","16.2458","0.1032","0.0000"
"29.2600","24.3853","0.0010","24.3853","16.2569","0.1045","0.0000"
"29.2800","24.4017","0.0011","24.4017","16.2678","0.1060","0.0000"
"29.3000","24.4183","0.0010","24.4183","16.2788","0.1028","0.0000"
"29.3200","24.4351","0.0010","24.4351","16.2901","0.1023","0.0000"
"29.3400","24.4515","0.0010","24.4515","16.3010","0.1034","0.0000"
"29.3600","24.4682","0.0011","24.4682","16.3121","0.1053","0.0000"
"29.3800","24.4852","0.0011","24.4852","16.3235","0.1055","0.0000"
"29.4000","24.5020","0.0010","24.5020","16.3346","0.1031","0.0000"
"29.4200","24.5185","0.0010","24.5185","16.3457","0.1030","0.0000"
"29.4400","24.5350","0.0011","24.5350","16.3567","0.1073","0.0000"
"29.4600","24.5519","0.0011","24.5519","16.3679","0.1102","0.0000"
"29.4800","24.5685","0.0011","24.5685","16.3790","0.1113","0.0000"
"29.5000","24.5852","0.0011","24.5852","16.3901","0.1114","0.0000"
"29.5200","24.6019","0.0011","24.6019","16.4013","0.1115","0.0000"
"29.5400","24.6188","0.0011","24.6188","16.4126","0.1112","0.0000"
"29.5600","24.6354","0.0011","24.6354","16.4236","0.1089","0.0000"
"29.5800","24.6517","0.0011","24.6517","16.4344","0.1082","0.0000"
"29.6000","24.6682","0.0011","24.6682","16.4455","0.1086","0.0000"
"29.6200","24.6848","0.0011","24.6848","16.4566","0.1101","0.0000"
"29.6400","24.7016","0.0011","24.7016","16.4677","0.1117","0.0000"
"29.6600","24.7184","0.0011","24.7184","16.4789","0.1108","0.0000"
"29.6800","24.7352","0.0011","24.7352","16.4902","0.1079","0.0000"
"29.7000","24.7521","0.0011","24.7521","16.5014","0.1087","0.0000"
"29.7200","24.7685","0.0011","24.7685","16.5124","0.1067","0.0000"
"29.7400","24.7849","0.0011","24.7849","16.5233","0.1079","0.0000"
"29.7600","24.8018","0.0011","24.8018","16.5345","0.1086","0.0000"
"29.7800","24.8187","0.0011","24.8187","16.5458","0.1105","0.0000"
"29.8000","24.8353","0.0011","24.8353","16.5569","0.1099","0.0000"
"29.8200","24.8520","0.0011","24.8520","16.5680","0.1078","0.0000"
"29.8400","24.8688","0.0011","24.8688","16.5792","0.1060","0.0000"
"29.8600","24.8852","0.0010","24.8852","16.5901","0.1036","0.0000"
"29.8800","24.9015","0.0010","24.9015","16.6010","0.1023","0.0000"
"29.9000","24.9181","0.0010","24.9181","16.6121","0.1013","0.0000"
"29.9200","24.9350","0.0010","24.9350","16.6233","0.1009","0.0000"
"29.9400","24.9520","0.0010","24.9520","16.6347","0.0999","0.0000"
"29.9600","24.9686","0.0010","24.9686","16.6458","0.0975","0.0000"
"29.9800","24.9853","0.0009","24.9853","16.6569","0.0907","0.0000"
"30.0000","25.0018","0.0009","25.0018","16.6679","0.0946","0.0000"
"30.0200","25.0181","0.0010","25.0181","16.6787","0.1017","0.0000"
"30.0400","25.0347","0.0011","25.0347","16.6898","0.1070","0.0000"
"30.0600","25.0517","0.0011","25.0517","16.7012","0.1072","0.0000"
"30.0800","25.0686","0.0011","25.0686","16.7124","0.1060","0.0000"
"30.1000","25.0853","0.0011","25.0853","16.7235","0.1076","0.0000"
"30.1200","25.1020","0.0011","25.1020","16.7347","0.1092","0.0000"
"30.1400","25.1187","0.0011","25.1187","16.7458","0.1098","0.0000"
