Results Table 1


Results Table 2


Time,Displacement,Force,Tensile displacement,Tensile strain (Displacement),Tensile stress
(s),(mm),(kN),(mm),(%),(MPa)
"9.4200","7.9038","0.0321","7.9038","16.1302","13.3782"
"9.4400","7.9202","0.0321","7.9202","16.1637","13.3906"
"9.4600","7.9365","0.0321","7.9365","16.1970","13.3861"
"9.4800","7.9530","0.0322","7.9530","16.2307","13.4030"
"9.5000","7.9699","0.0322","7.9699","16.2652","13.4192"
"9.5200","7.9866","0.0322","7.9866","16.2991","13.4323"
"9.5400","8.0031","0.0322","8.0031","16.3329","13.4250"
"9.5600","8.0201","0.0322","8.0201","16.3676","13.4275"
"9.5800","8.0367","0.0323","8.0367","16.4015","13.4493"
"9.6000","8.0530","0.0323","8.0530","16.4348","13.4635"
"9.6200","8.0695","0.0324","8.0695","16.4683","13.4996"
"9.6400","8.0863","0.0325","8.0863","16.5027","13.5274"
"9.6600","8.1032","0.0325","8.1032","16.5372","13.5442"
"9.6800","8.1199","0.0326","8.1199","16.5711","13.5725"
"9.7000","8.1367","0.0327","8.1367","16.6056","13.6147"
"9.7200","8.1537","0.0327","8.1537","16.6403","13.6435"
"9.7400","8.1700","0.0328","8.1700","16.6735","13.6577"
"9.7600","8.1862","0.0328","8.1862","16.7065","13.6771"
"9.7800","8.2030","0.0329","8.2030","16.7408","13.7058"
"9.8000","8.2200","0.0329","8.2200","16.7755","13.7237"
"9.8200","8.2367","0.0330","8.2367","16.8097","13.7701"
"9.8400","8.2531","0.0331","8.2531","16.8432","13.8014"
"9.8600","8.2699","0.0331","8.2699","16.8774","13.7980"
"9.8800","8.2864","0.0332","8.2864","16.9111","13.8349"
"9.9000","8.3026","0.0333","8.3026","16.9441","13.8579"
"9.9200","8.3193","0.0333","8.3193","16.9781","13.8816"
"9.9400","8.3365","0.0334","8.3365","17.0132","13.9023"
"9.9600","8.3533","0.0334","8.3533","17.0475","13.9243"
"9.9800","8.3699","0.0335","8.3699","17.0814","13.9624"
"10.0000","8.3868","0.0336","8.3868","17.1159","13.9899"
"10.0200","8.4035","0.0336","8.4035","17.1501","14.0107"
"10.0400","8.4198","0.0337","8.4198","17.1833","14.0368"
"10.0600","8.4362","0.0337","8.4362","17.2168","14.0621"
"10.0800","8.4532","0.0338","8.4532","17.2515","14.0944"
"10.1000","8.4702","0.0339","8.4702","17.2862","14.1198"
"10.1200","8.4868","0.0339","8.4868","17.3200","14.1456"
"10.1400","8.5034","0.0340","8.5034","17.3539","14.1663"
"10.1600","8.5203","0.0340","8.5203","17.3884","14.1839"
"10.1800","8.5366","0.0341","8.5366","17.4216","14.2086"
"10.2000","8.5529","0.0341","8.5529","17.4549","14.2072"
"10.2200","8.5694","0.0341","8.5694","17.4886","14.2013"
"10.2400","8.5865","0.0341","8.5865","17.5235","14.2285"
"10.2600","8.6034","0.0342","8.6034","17.5580","14.2674"
"10.2800","8.6199","0.0343","8.6199","17.5917","14.2800"
"10.3000","8.6366","0.0343","8.6366","17.6257","14.3100"
"10.3200","8.6532","0.0344","8.6532","17.6597","14.3483"
"10.3400","8.6698","0.0345","8.6698","17.6934","14.3741"
"10.3600","8.6863","0.0346","8.6863","17.7271","14.3983"
"10.3800","8.7032","0.0346","8.7032","17.7616","14.4270"
"10.4000","8.7202","0.0347","8.7202","17.7963","14.4640"
"10.4200","8.7368","0.0347","8.7368","17.8302","14.4763"
"10.4400","8.7533","0.0347","8.7533","17.8640","14.4698"
"10.4600","8.7700","0.0347","8.7700","17.8979","14.4777"
"10.4800","8.7865","0.0348","8.7865","17.9317","14.4939"
"10.5000","8.8032","0.0348","8.8032","17.9656","14.5014"
"10.5200","8.8199","0.0349","8.8199","17.9999","14.5239"
"10.5400","8.8368","0.0349","8.8368","18.0343","14.5570"
"10.5600","8.8535","0.0350","8.8535","18.0683","14.5825"
"10.5800","8.8699","0.0350","8.8699","18.1018","14.6041"
"10.6000","8.8864","0.0351","8.8864","18.1355","14.6164"
"10.6200","8.9032","0.0351","8.9032","18.1697","14.6456"
"10.6400","8.9199","0.0353","8.9199","18.2039","14.6883"
"10.6600","8.9366","0.0353","8.9366","18.2379","14.6958"
"10.6800","8.9533","0.0352","8.9533","18.2721","14.6827"
"10.7000","8.9702","0.0352","8.9702","18.3066","14.6754"
"10.7200","8.9867","0.0353","8.9867","18.3403","14.6924"
"10.7400","9.0032","0.0353","9.0032","18.3738","14.7074"
"10.7600","9.0197","0.0353","9.0197","18.4075","14.7225"
"10.7800","9.0364","0.0354","9.0364","18.4417","14.7485"
"10.8000","9.0532","0.0355","9.0532","18.4759","14.7734"
"10.8200","9.0700","0.0355","9.0700","18.5101","14.7954"
"10.8400","9.0869","0.0356","9.0869","18.5446","14.8219"
"10.8600","9.1034","0.0356","9.1034","18.5783","14.8467"
"10.8800","9.1197","0.0357","9.1197","18.6116","14.8704"
"10.9000","9.1362","0.0357","9.1362","18.6453","14.8854"
"10.9200","9.1533","0.0358","9.1533","18.6802","14.9182"
"10.9400","9.1701","0.0359","9.1701","18.7145","14.9484"
"10.9600","9.1867","0.0359","9.1867","18.7484","14.9643"
"10.9800","9.2036","0.0360","9.2036","18.7829","14.9909"
"11.0000","9.2200","0.0360","9.2200","18.8164","14.9995"
"11.0200","9.2363","0.0361","9.2363","18.8496","15.0232"
"11.0400","9.2527","0.0361","9.2527","18.8831","15.0507"
"11.0600","9.2696","0.0362","9.2696","18.9176","15.0654"
"11.0800","9.2865","0.0362","9.2865","18.9520","15.0852"
"11.1000","9.3032","0.0362","9.3032","18.9862","15.0845"
"11.1200","9.3199","0.0362","9.3199","19.0202","15.0957"
"11.1400","9.3368","0.0363","9.3368","19.0546","15.1136"
"11.1600","9.3532","0.0363","9.3532","19.0881","15.1346"
"11.1800","9.3695","0.0361","9.3695","19.1214","15.0583"
"11.2000","9.3864","0.0355","9.3864","19.1558","14.7736"
"11.2200","9.4032","0.0351","9.4032","19.1903","14.6296"
"11.2400","9.4200","0.0351","9.4200","19.2245","14.6251"
"11.2600","9.4367","0.0352","9.4367","19.2585","14.6639"
"11.2800","9.4534","0.0353","9.4534","19.2927","14.7036"
"11.3000","9.4701","0.0353","9.4701","19.3267","14.7246"
"11.3200","9.4865","0.0354","9.4865","19.3601","14.7514"
"11.3400","9.5030","0.0354","9.5030","19.3939","14.7609"
"11.3600","9.5200","0.0354","9.5200","19.4286","14.7649"
"11.3800","9.5368","0.0355","9.5368","19.4628","14.7958"
"11.4000","9.5533","0.0355","9.5533","19.4965","14.8110"
"11.4200","9.5699","0.0356","9.5699","19.5305","14.8534"
"11.4400","9.5866","0.0357","9.5866","19.5645","14.8576"
"11.4600","9.6030","0.0357","9.6030","19.5979","14.8652"
"11.4800","9.6195","0.0357","9.6195","19.6317","14.8752"
"11.5000","9.6364","0.0357","9.6364","19.6661","14.8918"
"11.5200","9.6534","0.0358","9.6534","19.7008","14.9173"
"11.5400","9.6702","0.0358","9.6702","19.7350","14.9285"
"11.5600","9.6867","0.0359","9.6867","19.7688","14.9576"
"11.5800","9.7033","0.0360","9.7033","19.8027","14.9922"
"11.6000","9.7200","0.0360","9.7200","19.8367","14.9884"
"11.6200","9.7364","0.0360","9.7364","19.8702","15.0049"
"11.6400","9.7530","0.0361","9.7530","19.9042","15.0251"
"11.6600","9.7700","0.0361","9.7700","19.9389","15.0396"
"11.6800","9.7869","0.0361","9.7869","19.9733","15.0563"
"11.7000","9.8033","0.0362","9.8033","20.0068","15.0794"
"11.7200","9.8200","0.0363","9.8200","20.0408","15.1079"
"11.7400","9.8366","0.0363","9.8366","20.0747","15.1306"
"11.7600","9.8530","0.0363","9.8530","20.1082","15.1454"
"11.7800","9.8696","0.0364","9.8696","20.1420","15.1787"
"11.8000","9.8866","0.0364","9.8866","20.1767","15.1581"
"11.8200","9.9036","0.0363","9.9036","20.2114","15.1452"
"11.8400","9.9201","0.0365","9.9201","20.2451","15.2069"
"11.8600","9.9365","0.0366","9.9365","20.2786","15.2523"
"11.8800","9.9530","0.0366","9.9530","20.3123","15.2695"
"11.9000","9.9697","0.0367","9.9697","20.3463","15.2793"
"11.9200","9.9863","0.0367","9.9863","20.3802","15.2958"
"11.9400","10.0032","0.0368","10.0032","20.4147","15.3137"
"11.9600","10.0202","0.0368","10.0202","20.4494","15.3350"
"11.9800","10.0370","0.0369","10.0370","20.4836","15.3613"
"12.0000","10.0534","0.0369","10.0534","20.5171","15.3722"
"12.0200","10.0698","0.0369","10.0698","20.5506","15.3891"
"12.0400","10.0864","0.0370","10.0864","20.5846","15.4010"
"12.0600","10.1033","0.0370","10.1033","20.6190","15.4139"
"12.0800","10.1200","0.0370","10.1200","20.6530","15.4319"
"12.1000","10.1367","0.0370","10.1367","20.6872","15.4317"
"12.1200","10.1535","0.0371","10.1535","20.7214","15.4517"
"12.1400","10.1700","0.0371","10.1700","20.7551","15.4752"
"12.1600","10.1864","0.0372","10.1864","20.7886","15.5204"
"12.1800","10.2029","0.0373","10.2029","20.8223","15.5375"
"12.2000","10.2199","0.0373","10.2199","20.8570","15.5385"
"12.2200","10.2366","0.0374","10.2366","20.8910","15.5678"
"12.2400","10.2532","0.0374","10.2532","20.9250","15.5929"
"12.2600","10.2701","0.0374","10.2701","20.9594","15.6007"
"12.2800","10.2869","0.0375","10.2869","20.9936","15.6107"
"12.3000","10.3031","0.0375","10.3031","21.0267","15.6153"
"12.3200","10.3195","0.0375","10.3195","21.0601","15.6325"
"12.3400","10.3365","0.0376","10.3365","21.0948","15.6528"
"12.3600","10.3536","0.0376","10.3536","21.1298","15.6621"
"12.3800","10.3701","0.0376","10.3701","21.1635","15.6842"
"12.4000","10.3868","0.0376","10.3868","21.1975","15.6860"
"12.4200","10.4035","0.0377","10.4035","21.2317","15.7006"
"12.4400","10.4199","0.0377","10.4199","21.2652","15.7115"
"12.4600","10.4361","0.0377","10.4361","21.2982","15.7281"
"12.4800","10.4529","0.0378","10.4529","21.3324","15.7414"
"12.5000","10.4699","0.0378","10.4699","21.3671","15.7452"
"12.5200","10.4866","0.0378","10.4866","21.4013","15.7604"
"12.5400","10.5032","0.0379","10.5032","21.4350","15.7889"
"12.5600","10.5197","0.0379","10.5197","21.4688","15.8008"
"12.5800","10.5363","0.0379","10.5363","21.5027","15.8025"
"12.6000","10.5526","0.0379","10.5526","21.5360","15.8067"
"12.6200","10.5694","0.0380","10.5694","21.5702","15.8153"
"12.6400","10.5865","0.0380","10.5865","21.6051","15.8338"
"12.6600","10.6034","0.0380","10.6034","21.6396","15.8510"
"12.6800","10.6199","0.0381","10.6199","21.6733","15.8712"
"12.7000","10.6366","0.0382","10.6366","21.7073","15.9004"
"12.7200","10.6532","0.0382","10.6532","21.7413","15.9243"
"12.7400","10.6696","0.0382","10.6696","21.7747","15.9346"
"12.7600","10.6860","0.0382","10.6860","21.8082","15.9372"
"12.7800","10.7029","0.0381","10.7029","21.8427","15.8936"
"12.8000","10.7199","0.0375","10.7199","21.8774","15.6141"
"12.8200","10.7366","0.0371","10.7366","21.9113","15.4517"
"12.8400","10.7531","0.0370","10.7531","21.9451","15.4244"
"12.8600","10.7697","0.0370","10.7697","21.9791","15.4368"
"12.8800","10.7863","0.0371","10.7863","22.0128","15.4627"
"12.9000","10.8029","0.0372","10.8029","22.0468","15.4879"
"12.9200","10.8198","0.0372","10.8198","22.0812","15.5129"
"12.9400","10.8368","0.0371","10.8368","22.1159","15.4723"
"12.9600","10.8536","0.0366","10.8536","22.1501","15.2521"
"12.9800","10.8701","0.0363","10.8701","22.1838","15.1043"
"13.0000","10.8866","0.0362","10.8866","22.2176","15.0893"
"13.0200","10.9033","0.0363","10.9033","22.2515","15.1320"
"13.0400","10.9200","0.0364","10.9200","22.2858","15.1479"
"13.0600","10.9367","0.0364","10.9367","22.3197","15.1581"
"13.0800","10.9533","0.0364","10.9533","22.3537","15.1748"
"13.1000","10.9702","0.0364","10.9702","22.3881","15.1756"
"13.1200","10.9868","0.0365","10.9868","22.4221","15.1968"
"13.1400","11.0032","0.0365","11.0032","22.4556","15.2074"
"13.1600","11.0197","0.0365","11.0197","22.4891","15.2207"
"13.1800","11.0364","0.0366","11.0364","22.5233","15.2361"
"13.2000","11.0531","0.0366","11.0531","22.5573","15.2478"
"13.2200","11.0698","0.0366","11.0698","22.5915","15.2665"
"13.2400","11.0868","0.0367","11.0868","22.6262","15.2738"
"13.2600","11.1036","0.0367","11.1036","22.6604","15.2913"
"13.2800","11.1200","0.0368","11.1200","22.6939","15.3165"
"13.3000","11.1365","0.0368","11.1365","22.7276","15.3213"
"13.3200","11.1532","0.0366","11.1532","22.7616","15.2448"
"13.3400","11.1699","0.0359","11.1699","22.7958","14.9591"
"13.3600","11.1867","0.0356","11.1867","22.8300","14.8212"
"13.3800","11.2036","0.0356","11.2036","22.8645","14.8245"
"13.4000","11.2202","0.0350","11.2202","22.8984","14.5775"
"13.4200","11.2368","0.0344","11.2368","22.9322","14.3434"
"13.4400","11.2529","0.0342","11.2529","22.9652","14.2613"
"13.4600","11.2695","0.0342","11.2695","22.9989","14.2642"
"13.4800","11.2863","0.0343","11.2863","23.0334","14.3081"
"13.5000","11.3030","0.0344","11.3030","23.0673","14.3234"
"13.5200","11.3198","0.0344","11.3198","23.1015","14.3404"
"13.5400","11.3365","0.0344","11.3365","23.1358","14.3512"
"13.5600","11.3532","0.0345","11.3532","23.1697","14.3651"
"13.5800","11.3697","0.0345","11.3697","23.2035","14.3706"
"13.6000","11.3863","0.0345","11.3863","23.2374","14.3663"
"13.6200","11.4032","0.0339","11.4032","23.2719","14.1389"
"13.6400","11.4200","0.0334","11.4200","23.3061","13.8986"
"13.6600","11.4366","0.0331","11.4366","23.3401","13.8033"
"13.6800","11.4533","0.0332","11.4533","23.3740","13.8172"
"13.7000","11.4700","0.0332","11.4700","23.4082","13.8334"
"13.7200","11.4864","0.0332","11.4864","23.4417","13.8427"
"13.7400","11.5030","0.0333","11.5030","23.4755","13.8597"
"13.7600","11.5197","0.0334","11.5197","23.5097","13.9032"
"13.7800","11.5366","0.0334","11.5366","23.5441","13.8958"
"13.8000","11.5533","0.0333","11.5533","23.5781","13.8907"
"13.8200","11.5700","0.0334","11.5700","23.6123","13.9033"
"13.8400","11.5867","0.0334","11.5867","23.6463","13.9137"
"13.8600","11.6031","0.0334","11.6031","23.6798","13.9170"
"13.8800","11.6195","0.0334","11.6195","23.7133","13.9256"
"13.9000","11.6364","0.0335","11.6364","23.7477","13.9397"
"13.9200","11.6533","0.0335","11.6533","23.7822","13.9515"
"13.9400","11.6701","0.0335","11.6701","23.8166","13.9751"
"13.9600","11.6867","0.0336","11.6867","23.8504","13.9833"
"13.9800","11.7033","0.0336","11.7033","23.8843","13.9990"
"14.0000","11.7198","0.0336","11.7198","23.9181","14.0089"
"14.0200","11.7363","0.0337","11.7363","23.9515","14.0367"
"14.0400","11.7529","0.0337","11.7529","23.9855","14.0554"
"14.0600","11.7699","0.0338","11.7699","24.0202","14.0723"
"14.0800","11.7868","0.0332","11.7868","24.0547","13.8383"
"14.1000","11.8033","0.0326","11.8033","24.0884","13.5634"
"14.1200","11.8200","0.0323","11.8200","24.1224","13.4736"
"14.1400","11.8366","0.0324","11.8366","24.1563","13.4897"
"14.1600","11.8531","0.0325","11.8531","24.1901","13.5255"
"14.1800","11.8695","0.0325","11.8695","24.2235","13.5300"
"14.2000","11.8863","0.0324","11.8863","24.2578","13.5047"
"14.2200","11.9033","0.0324","11.9033","24.2925","13.5059"
"14.2400","11.9201","0.0325","11.9201","24.3267","13.5287"
"14.2600","11.9365","0.0325","11.9365","24.3602","13.5415"
"14.2800","11.9530","0.0325","11.9530","24.3939","13.5577"
"14.3000","11.9695","0.0326","11.9695","24.4276","13.5632"
"14.3200","11.9864","0.0326","11.9864","24.4621","13.5670"
"14.3400","12.0031","0.0326","12.0031","24.4960","13.5735"
"14.3600","12.0201","0.0326","12.0201","24.5307","13.5944"
"14.3800","12.0369","0.0327","12.0369","24.5652","13.6215"
"14.4000","12.0534","0.0327","12.0534","24.5987","13.6261"
"14.4200","12.0699","0.0327","12.0699","24.6324","13.6431"
"14.4400","12.0865","0.0323","12.0865","24.6664","13.4604"
"14.4600","12.1034","0.0318","12.1034","24.7008","13.2300"
"14.4800","12.1201","0.0315","12.1201","24.7348","13.1281"
"14.5000","12.1368","0.0314","12.1368","24.7690","13.0921"
"14.5200","12.1536","0.0314","12.1536","24.8032","13.0985"
"14.5400","12.1701","0.0306","12.1701","24.8370","12.7570"
"14.5600","12.1864","0.0288","12.1864","24.8702","12.0021"
"14.5800","12.2029","0.0276","12.2029","24.9039","11.4961"
"14.6000","12.2198","0.0267","12.2198","24.9384","11.1358"
"14.6200","12.2366","0.0265","12.2366","24.9726","11.0300"
"14.6400","12.2533","0.0265","12.2533","25.0068","11.0240"
"14.6600","12.2702","0.0265","12.2702","25.0413","11.0541"
"14.6800","12.2869","0.0266","12.2869","25.0752","11.0813"
"14.7000","12.3033","0.0266","12.3033","25.1087","11.0942"
"14.7200","12.3197","0.0267","12.3197","25.1422","11.1105"
"14.7400","12.3364","0.0267","12.3364","25.1764","11.1165"
"14.7600","12.3533","0.0267","12.3533","25.2109","11.1212"
"14.7800","12.3699","0.0267","12.3699","25.2446","11.1143"
"14.8000","12.3865","0.0259","12.3865","25.2786","10.7774"
"14.8200","12.4034","0.0253","12.4034","25.3130","10.5327"
"14.8400","12.4199","0.0251","12.4199","25.3468","10.4596"
"14.8600","12.4360","0.0251","12.4360","25.3795","10.4568"
"14.8800","12.4527","0.0245","12.4527","25.4137","10.2094"
"14.9000","12.4696","0.0234","12.4696","25.4482","9.7360"
"14.9100","12.4780","0.0229","12.4780","25.4653","9.5519"

