Results Table 1


Results Table 2


Time,Displacement,Force,Compressive displacement,Compressive strain (Displacement),Compressive stress,PIP count
(s),(mm),(kN),(mm),(%),(MPa),
"7.5200","6.2682","0.1842","6.2682","15.6704","18.4220","0.0000"
"7.5400","6.2848","0.1847","6.2848","15.7120","18.4664","0.0000"
"7.5600","6.3017","0.1851","6.3017","15.7542","18.5123","0.0000"
"7.5800","6.3182","0.1856","6.3182","15.7955","18.5586","0.0000"
"7.6000","6.3349","0.1861","6.3349","15.8372","18.6050","0.0000"
"7.6200","6.3517","0.1865","6.3517","15.8794","18.6534","0.0000"
"7.6400","6.3684","0.1870","6.3684","15.9210","18.7023","0.0000"
"7.6600","6.3849","0.1875","6.3849","15.9623","18.7490","0.0000"
"7.6800","6.4013","0.1880","6.4013","16.0033","18.7968","0.0000"
"7.7000","6.4182","0.1884","6.4182","16.0455","18.8422","0.0000"
"7.7200","6.4350","0.1889","6.4350","16.0874","18.8882","0.0000"
"7.7400","6.4516","0.1893","6.4516","16.1290","18.9334","0.0000"
"7.7600","6.4685","0.1898","6.4685","16.1712","18.9767","0.0000"
"7.7800","6.4853","0.1903","6.4853","16.2132","19.0303","0.0000"
"7.8000","6.5017","0.1908","6.5017","16.2542","19.0800","0.0000"
"7.8200","6.5181","0.1912","6.5181","16.2952","19.1231","0.0000"
"7.8400","6.5348","0.1917","6.5348","16.3371","19.1651","0.0000"
"7.8600","6.5520","0.1921","6.5520","16.3799","19.2113","0.0000"
"7.8800","6.5685","0.1926","6.5685","16.4212","19.2607","0.0000"
"7.9000","6.5851","0.1931","6.5851","16.4628","19.3071","0.0000"
"7.9200","6.6019","0.1936","6.6019","16.5048","19.3568","0.0000"
"7.9400","6.6182","0.1940","6.6182","16.5455","19.4042","0.0000"
"7.9600","6.6345","0.1945","6.6345","16.5862","19.4512","0.0000"
"7.9800","6.6513","0.1950","6.6512","16.6281","19.4973","0.0000"
"8.0000","6.6683","0.1955","6.6683","16.6706","19.5492","0.0000"
"8.0200","6.6849","0.1960","6.6849","16.7122","19.6032","0.0000"
"8.0400","6.7014","0.1966","6.7014","16.7536","19.6552","0.0000"
"8.0600","6.7182","0.1970","6.7182","16.7955","19.7008","0.0000"
"8.0800","6.7350","0.1975","6.7350","16.8374","19.7452","0.0000"
"8.1000","6.7516","0.1979","6.7516","16.8790","19.7882","0.0000"
"8.1200","6.7681","0.1983","6.7681","16.9203","19.8270","0.0000"
"8.1400","6.7851","0.1987","6.7851","16.9628","19.8738","0.0000"
"8.1600","6.8020","0.1992","6.8020","17.0050","19.9234","0.0000"
"8.1800","6.8187","0.1997","6.8187","17.0466","19.9655","0.0000"
"8.2000","6.8352","0.2001","6.8352","17.0880","20.0083","0.0000"
"8.2200","6.8517","0.2005","6.8517","17.1293","20.0537","0.0000"
"8.2400","6.8684","0.2009","6.8684","17.1709","20.0949","0.0000"
"8.2600","6.8849","0.2013","6.8849","17.2122","20.1337","0.0000"
"8.2800","6.9016","0.2017","6.9016","17.2541","20.1721","0.0000"
"8.3000","6.9185","0.2021","6.9185","17.2963","20.2112","0.0000"
"8.3200","6.9352","0.2025","6.9352","17.3379","20.2511","0.0000"
"8.3400","6.9518","0.2029","6.9518","17.3795","20.2919","0.0000"
"8.3600","6.9683","0.2033","6.9683","17.4209","20.3326","0.0000"
"8.3800","6.9851","0.2037","6.9851","17.4628","20.3720","0.0000"
"8.4000","7.0016","0.2041","7.0016","17.5041","20.4115","0.0000"
"8.4200","7.0183","0.2045","7.0183","17.5457","20.4510","0.0000"
"8.4400","7.0353","0.2050","7.0353","17.5882","20.4955","0.0000"
"8.4600","7.0520","0.2054","7.0520","17.6301","20.5383","0.0000"
"8.4800","7.0685","0.2058","7.0685","17.6711","20.5782","0.0000"
"8.5000","7.0850","0.2062","7.0850","17.7125","20.6174","0.0000"
"8.5200","7.1016","0.2066","7.1016","17.7541","20.6558","0.0000"
"8.5400","7.1183","0.2070","7.1183","17.7957","20.7026","0.0000"
"8.5600","7.1348","0.2074","7.1348","17.8370","20.7413","0.0000"
"8.5800","7.1516","0.2078","7.1516","17.8789","20.7808","0.0000"
"8.6000","7.1685","0.2082","7.1685","17.9211","20.8193","0.0000"
"8.6200","7.1852","0.2086","7.1852","17.9630","20.8629","0.0000"
"8.6400","7.2014","0.2091","7.2014","18.0035","20.9074","0.0000"
"8.6600","7.2180","0.2095","7.2180","18.0451","20.9510","0.0000"
"8.6800","7.2349","0.2100","7.2349","18.0873","20.9973","0.0000"
"8.7000","7.2516","0.2104","7.2516","18.1289","21.0433","0.0000"
"8.7200","7.2683","0.2109","7.2683","18.1708","21.0881","0.0000"
"8.7400","7.2851","0.2113","7.2851","18.2127","21.1324","0.0000"
"8.7600","7.3021","0.2117","7.3021","18.2552","21.1743","0.0000"
"8.7800","7.3184","0.2122","7.3184","18.2960","21.2152","0.0000"
"8.8000","7.3347","0.2125","7.3347","18.3367","21.2487","0.0000"
"8.8200","7.3514","0.2128","7.3514","18.3786","21.2815","0.0000"
"8.8400","7.3682","0.2131","7.3682","18.4205","21.3131","0.0000"
"8.8600","7.3848","0.2135","7.3848","18.4621","21.3467","0.0000"
"8.8800","7.4015","0.2138","7.4015","18.5037","21.3836","0.0000"
"8.9000","7.4186","0.2142","7.4186","18.5465","21.4188","0.0000"
"8.9200","7.4350","0.2146","7.4350","18.5876","21.4556","0.0000"
"8.9400","7.4513","0.2149","7.4513","18.6283","21.4872","0.0000"
"8.9600","7.4680","0.2152","7.4680","18.6699","21.5157","0.0000"
"8.9800","7.4850","0.2155","7.4850","18.7124","21.5504","0.0000"
"9.0000","7.5017","0.2159","7.5017","18.7543","21.5875","0.0000"
"9.0200","7.5182","0.2162","7.5182","18.7956","21.6202","0.0000"
"9.0400","7.5352","0.2166","7.5352","18.8381","21.6559","0.0000"
"9.0600","7.5518","0.2169","7.5518","18.8794","21.6888","0.0000"
"9.0800","7.5682","0.2172","7.5682","18.9205","21.7198","0.0000"
"9.1000","7.5846","0.2175","7.5846","18.9615","21.7476","0.0000"
"9.1200","7.6016","0.2178","7.6016","19.0040","21.7756","0.0000"
"9.1400","7.6185","0.2181","7.6185","19.0462","21.8107","0.0000"
"9.1600","7.6351","0.2185","7.6351","19.0878","21.8484","0.0000"
"9.1800","7.6519","0.2188","7.6519","19.1297","21.8842","0.0000"
"9.2000","7.6684","0.2192","7.6684","19.1710","21.9160","0.0000"
"9.2200","7.6849","0.2195","7.6849","19.2124","21.9492","0.0000"
"9.2400","7.7015","0.2199","7.7015","19.2537","21.9903","0.0000"
"9.2600","7.7182","0.2202","7.7182","19.2956","22.0208","0.0000"
"9.2800","7.7351","0.2205","7.7351","19.3378","22.0534","0.0000"
"9.3000","7.7518","0.2209","7.7518","19.3794","22.0896","0.0000"
"9.3200","7.7684","0.2213","7.7684","19.4210","22.1267","0.0000"
"9.3400","7.7852","0.2216","7.7852","19.4629","22.1647","0.0000"
"9.3600","7.8017","0.2220","7.8017","19.5043","22.2033","0.0000"
"9.3800","7.8181","0.2224","7.8181","19.5453","22.2371","0.0000"
"9.4000","7.8348","0.2228","7.8348","19.5869","22.2756","0.0000"
"9.4200","7.8519","0.2232","7.8519","19.6297","22.3180","0.0000"
"9.4400","7.8685","0.2236","7.8685","19.6713","22.3645","0.0000"
"9.4600","7.8852","0.2241","7.8852","19.7129","22.4088","0.0000"
"9.4800","7.9018","0.2245","7.9018","19.7545","22.4495","0.0000"
"9.5000","7.9182","0.2248","7.9182","19.7956","22.4846","0.0000"
"9.5200","7.9349","0.2252","7.9349","19.8372","22.5205","0.0000"
"9.5400","7.9514","0.2256","7.9514","19.8785","22.5574","0.0000"
"9.5600","7.9683","0.2259","7.9683","19.9207","22.5870","0.0000"
"9.5800","7.9852","0.2262","7.9852","19.9629","22.6239","0.0000"
"9.6000","8.0019","0.2267","8.0019","20.0048","22.6699","0.0000"
"9.6200","8.0185","0.2270","8.0185","20.0461","22.7031","0.0000"
"9.6400","8.0351","0.2273","8.0351","20.0877","22.7345","0.0000"
"9.6600","8.0516","0.2277","8.0516","20.1291","22.7737","0.0000"
"9.6800","8.0682","0.2281","8.0682","20.1704","22.8123","0.0000"
"9.7000","8.0849","0.2285","8.0849","20.2123","22.8529","0.0000"
"9.7200","8.1018","0.2290","8.1018","20.2545","22.8962","0.0000"
"9.7400","8.1186","0.2294","8.1186","20.2964","22.9437","0.0000"
"9.7600","8.1352","0.2299","8.1352","20.3380","22.9894","0.0000"
"9.7800","8.1517","0.2303","8.1517","20.3793","23.0307","0.0000"
"9.8000","8.1684","0.2307","8.1684","20.4210","23.0741","0.0000"
"9.8200","8.1849","0.2312","8.1849","20.4623","23.1160","0.0000"
"9.8400","8.2017","0.2315","8.2017","20.5042","23.1548","0.0000"
"9.8600","8.2186","0.2320","8.2186","20.5464","23.1952","0.0000"
"9.8800","8.2353","0.2324","8.2353","20.5883","23.2387","0.0000"
"9.9000","8.2518","0.2328","8.2518","20.6296","23.2751","0.0000"
"9.9200","8.2684","0.2331","8.2684","20.6709","23.3122","0.0000"
"9.9400","8.2849","0.2335","8.2849","20.7123","23.3494","0.0000"
"9.9600","8.3014","0.2339","8.3014","20.7536","23.3860","0.0000"
"9.9800","8.3182","0.2342","8.3182","20.7955","23.4160","0.0000"
"10.0000","8.3350","0.2345","8.3350","20.8374","23.4521","0.0000"
"10.0200","8.3517","0.2349","8.3517","20.8793","23.4896","0.0000"
"10.0400","8.3684","0.2353","8.3684","20.9209","23.5299","0.0000"
"10.0600","8.3850","0.2357","8.3850","20.9625","23.5669","0.0000"
"10.0800","8.4017","0.2360","8.4017","21.0041","23.6033","0.0000"
"10.1000","8.4182","0.2364","8.4182","21.0455","23.6430","0.0000"
"10.1200","8.4350","0.2368","8.4350","21.0874","23.6769","0.0000"
"10.1400","8.4517","0.2371","8.4517","21.1293","23.7142","0.0000"
"10.1600","8.4686","0.2375","8.4686","21.1715","23.7542","0.0000"
"10.1800","8.4852","0.2379","8.4852","21.2131","23.7950","0.0000"
"10.2000","8.5017","0.2383","8.5017","21.2541","23.8315","0.0000"
"10.2200","8.5182","0.2387","8.5182","21.2955","23.8652","0.0000"
"10.2400","8.5347","0.2390","8.5347","21.3368","23.8974","0.0000"
"10.2600","8.5516","0.2394","8.5516","21.3790","23.9351","0.0000"
"10.2800","8.5684","0.2397","8.5684","21.4209","23.9717","0.0000"
"10.3000","8.5852","0.2401","8.5852","21.4631","24.0061","0.0000"
"10.3200","8.6020","0.2405","8.6020","21.5050","24.0452","0.0000"
"10.3400","8.6184","0.2408","8.6184","21.5460","24.0817","0.0000"
"10.3600","8.6348","0.2411","8.6348","21.5870","24.1080","0.0000"
"10.3800","8.6513","0.2413","8.6513","21.6284","24.1334","0.0000"
"10.4000","8.6681","0.2416","8.6681","21.6703","24.1637","0.0000"
"10.4200","8.6849","0.2420","8.6849","21.7122","24.1974","0.0000"
"10.4400","8.7015","0.2423","8.7015","21.7538","24.2261","0.0000"
"10.4600","8.7184","0.2426","8.7184","21.7960","24.2551","0.0000"
"10.4800","8.7350","0.2429","8.7350","21.8376","24.2865","0.0000"
"10.5000","8.7513","0.2431","8.7513","21.8783","24.3130","0.0000"
"10.5200","8.7680","0.2434","8.7680","21.9200","24.3351","0.0000"
"10.5400","8.7849","0.2436","8.7849","21.9622","24.3592","0.0000"
"10.5600","8.8016","0.2439","8.8016","22.0041","24.3880","0.0000"
"10.5800","8.8183","0.2442","8.8183","22.0457","24.4172","0.0000"
"10.6000","8.8352","0.2445","8.8352","22.0879","24.4464","0.0000"
"10.6200","8.8518","0.2448","8.8518","22.1295","24.4776","0.0000"
"10.6400","8.8683","0.2451","8.8683","22.1708","24.5088","0.0000"
"10.6600","8.8850","0.2453","8.8850","22.2124","24.5340","0.0000"
"10.6800","8.9019","0.2457","8.9019","22.2547","24.5716","0.0000"
"10.7000","8.9185","0.2461","8.9185","22.2963","24.6087","0.0000"
"10.7200","8.9350","0.2464","8.9350","22.3376","24.6445","0.0000"
"10.7400","8.9517","0.2467","8.9517","22.3792","24.6713","0.0000"
"10.7600","8.9682","0.2470","8.9682","22.4205","24.7003","0.0000"
"10.7800","8.9846","0.2473","8.9846","22.4615","24.7312","0.0000"
"10.8000","9.0011","0.2476","9.0011","22.5029","24.7637","0.0000"
"10.8200","9.0180","0.2480","9.0180","22.5451","24.7983","0.0000"
"10.8400","9.0349","0.2484","9.0349","22.5873","24.8370","0.0000"
"10.8600","9.0516","0.2487","9.0516","22.6289","24.8709","0.0000"
"10.8800","9.0683","0.2490","9.0683","22.6708","24.9033","0.0000"
"10.9000","9.0851","0.2493","9.0851","22.7127","24.9335","0.0000"
"10.9200","9.1020","0.2497","9.1020","22.7549","24.9663","0.0000"
"10.9400","9.1185","0.2500","9.1185","22.7962","24.9981","0.0000"
"10.9600","9.1353","0.2502","9.1353","22.8381","25.0239","0.0000"
"10.9800","9.1521","0.2505","9.1521","22.8803","25.0538","0.0000"
"11.0000","9.1688","0.2508","9.1688","22.9220","25.0823","0.0000"
"11.0200","9.1854","0.2511","9.1854","22.9636","25.1064","0.0000"
"11.0400","9.2018","0.2514","9.2018","23.0046","25.1382","0.0000"
"11.0600","9.2183","0.2517","9.2183","23.0456","25.1665","0.0000"
"11.0800","9.2347","0.2521","9.2347","23.0867","25.2058","0.0000"
"11.1000","9.2515","0.2524","9.2515","23.1289","25.2380","0.0000"
"11.1200","9.2682","0.2527","9.2682","23.1705","25.2747","0.0000"
"11.1400","9.2851","0.2532","9.2851","23.2127","25.3176","0.0000"
"11.1600","9.3017","0.2536","9.3017","23.2543","25.3572","0.0000"
"11.1800","9.3180","0.2540","9.3180","23.2950","25.3951","0.0000"
"11.2000","9.3347","0.2543","9.3347","23.3366","25.4313","0.0000"
"11.2200","9.3515","0.2547","9.3515","23.3788","25.4709","0.0000"
"11.2400","9.3683","0.2551","9.3683","23.4207","25.5115","0.0000"
"11.2600","9.3851","0.2555","9.3851","23.4627","25.5509","0.0000"
"11.2800","9.4018","0.2559","9.4018","23.5046","25.5899","0.0000"
"11.3000","9.4185","0.2563","9.4185","23.5462","25.6283","0.0000"
"11.3200","9.4351","0.2567","9.4351","23.5878","25.6680","0.0000"
"11.3400","9.4516","0.2571","9.4516","23.6291","25.7064","0.0000"
"11.3600","9.4683","0.2575","9.4683","23.6707","25.7473","0.0000"
"11.3800","9.4849","0.2579","9.4849","23.7123","25.7900","0.0000"
"11.4000","9.5017","0.2583","9.5017","23.7543","25.8331","0.0000"
"11.4200","9.5185","0.2588","9.5185","23.7962","25.8765","0.0000"
"11.4400","9.5351","0.2591","9.5351","23.8378","25.9127","0.0000"
"11.4600","9.5518","0.2595","9.5518","23.8794","25.9536","0.0000"
"11.4800","9.5682","0.2599","9.5682","23.9204","25.9941","0.0000"
"11.5000","9.5848","0.2603","9.5848","23.9620","26.0262","0.0000"
"11.5200","9.6013","0.2606","9.6013","24.0034","26.0626","0.0000"
"11.5400","9.6181","0.2610","9.6181","24.0453","26.0983","0.0000"
"11.5600","9.6350","0.2614","9.6350","24.0875","26.1393","0.0000"
"11.5800","9.6518","0.2618","9.6518","24.1294","26.1833","0.0000"
"11.6000","9.6684","0.2622","9.6684","24.1710","26.2207","0.0000"
"11.6200","9.6850","0.2626","9.6850","24.2126","26.2609","0.0000"
"11.6400","9.7017","0.2631","9.7017","24.2542","26.3053","0.0000"
"11.6600","9.7183","0.2635","9.7183","24.2958","26.3531","0.0000"
"11.6800","9.7351","0.2640","9.7351","24.3377","26.3982","0.0000"
"11.7000","9.7520","0.2644","9.7520","24.3799","26.4424","0.0000"
"11.7200","9.7686","0.2649","9.7686","24.4216","26.4890","0.0000"
"11.7400","9.7852","0.2653","9.7852","24.4629","26.5325","0.0000"
"11.7600","9.8014","0.2657","9.8014","24.5036","26.5734","0.0000"
"11.7800","9.8182","0.2661","9.8182","24.5455","26.6114","0.0000"
"11.8000","9.8349","0.2666","9.8349","24.5871","26.6557","0.0000"
"11.8200","9.8516","0.2670","9.8516","24.6290","26.7000","0.0000"
"11.8400","9.8684","0.2674","9.8684","24.6710","26.7427","0.0000"
"11.8600","9.8851","0.2678","9.8851","24.7129","26.7789","0.0000"
"11.8800","9.9016","0.2682","9.9016","24.7539","26.8157","0.0000"
"11.9000","9.9181","0.2685","9.9181","24.7952","26.8471","0.0000"
"11.9200","9.9348","0.2688","9.9348","24.8371","26.8784","0.0000"
"11.9400","9.9515","0.2692","9.9515","24.8787","26.9155","0.0000"
"11.9600","9.9683","0.2695","9.9683","24.9206","26.9504","0.0000"
"11.9800","9.9850","0.2699","9.9850","24.9626","26.9870","0.0000"
"12.0000","10.0018","0.2702","10.0018","25.0045","27.0191","0.0000"
"12.0200","10.0184","0.2705","10.0184","25.0461","27.0493","0.0000"
"12.0400","10.0351","0.2708","10.0351","25.0877","27.0812","0.0000"
"12.0600","10.0517","0.2711","10.0517","25.1293","27.1115","0.0000"
"12.0800","10.0684","0.2715","10.0684","25.1709","27.1459","0.0000"
"12.1000","10.0850","0.2718","10.0850","25.2125","27.1786","0.0000"
"12.1200","10.1018","0.2722","10.1018","25.2544","27.2165","0.0000"
"12.1400","10.1184","0.2725","10.1184","25.2961","27.2545","0.0000"
"12.1600","10.1352","0.2729","10.1352","25.3380","27.2899","0.0000"
"12.1800","10.1515","0.2733","10.1515","25.3787","27.3255","0.0000"
"12.2000","10.1680","0.2736","10.1680","25.4200","27.3589","0.0000"
"12.2200","10.1845","0.2739","10.1845","25.4613","27.3924","0.0000"
"12.2400","10.2015","0.2743","10.2015","25.5038","27.4288","0.0000"
"12.2600","10.2183","0.2746","10.2183","25.5457","27.4647","0.0000"
"12.2800","10.2349","0.2750","10.2349","25.5874","27.5002","0.0000"
"12.3000","10.2518","0.2753","10.2518","25.6296","27.5314","0.0000"
"12.3200","10.2685","0.2756","10.2685","25.6712","27.5592","0.0000"
"12.3400","10.2849","0.2759","10.2849","25.7122","27.5861","0.0000"
"12.3600","10.3014","0.2761","10.3014","25.7535","27.6120","0.0000"
"12.3800","10.3184","0.2764","10.3184","25.7960","27.6424","0.0000"
"12.4000","10.3353","0.2768","10.3353","25.8382","27.6792","0.0000"
"12.4200","10.3519","0.2772","10.3519","25.8798","27.7182","0.0000"
"12.4400","10.3686","0.2775","10.3686","25.9215","27.7519","0.0000"
"12.4600","10.3851","0.2778","10.3851","25.9628","27.7771","0.0000"
"12.4800","10.4015","0.2780","10.4015","26.0038","27.8003","0.0000"
"12.5000","10.4179","0.2783","10.4179","26.0448","27.8289","0.0000"
"12.5200","10.4348","0.2787","10.4348","26.0870","27.8663","0.0000"
"12.5400","10.4516","0.2790","10.4516","26.1289","27.9037","0.0000"
"12.5600","10.4682","0.2794","10.4682","26.1706","27.9397","0.0000"
"12.5800","10.4850","0.2798","10.4850","26.2125","27.9751","0.0000"
"12.6000","10.5017","0.2801","10.5017","26.2544","28.0121","0.0000"
"12.6200","10.5182","0.2805","10.5182","26.2954","28.0497","0.0000"
"12.6400","10.5349","0.2808","10.5349","26.3373","28.0825","0.0000"
"12.6600","10.5516","0.2812","10.5516","26.3789","28.1185","0.0000"
"12.6800","10.5685","0.2816","10.5685","26.4211","28.1584","0.0000"
"12.7000","10.5851","0.2820","10.5851","26.4627","28.1982","0.0000"
"12.7200","10.6021","0.2824","10.6021","26.5052","28.2395","0.0000"
"12.7400","10.6187","0.2828","10.6187","26.5469","28.2828","0.0000"
"12.7600","10.6352","0.2832","10.6352","26.5879","28.3163","0.0000"
"12.7800","10.6516","0.2835","10.6516","26.6289","28.3466","0.0000"
"12.8000","10.6682","0.2838","10.6682","26.6705","28.3778","0.0000"
"12.8200","10.6849","0.2841","10.6849","26.7121","28.4123","0.0000"
"12.8400","10.7016","0.2845","10.7016","26.7540","28.4503","0.0000"
"12.8600","10.7185","0.2848","10.7185","26.7963","28.4848","0.0000"
"12.8800","10.7350","0.2853","10.7350","26.8376","28.5291","0.0000"
"12.9000","10.7514","0.2857","10.7514","26.8786","28.5682","0.0000"
"12.9200","10.7682","0.2860","10.7682","26.9205","28.6045","0.0000"
"12.9400","10.7848","0.2864","10.7848","26.9621","28.6396","0.0000"
"12.9600","10.8015","0.2868","10.8015","27.0037","28.6756","0.0000"
"12.9800","10.8183","0.2872","10.8183","27.0456","28.7160","0.0000"
"13.0000","10.8350","0.2876","10.8350","27.0876","28.7568","0.0000"
"13.0200","10.8518","0.2879","10.8518","27.1295","28.7940","0.0000"
"13.0400","10.8683","0.2883","10.8683","27.1708","28.8289","0.0000"
"13.0600","10.8850","0.2886","10.8850","27.2124","28.8644","0.0000"
"13.0800","10.9016","0.2890","10.9016","27.2540","28.8986","0.0000"
"13.1000","10.9184","0.2893","10.9184","27.2959","28.9310","0.0000"
"13.1200","10.9351","0.2897","10.9351","27.3378","28.9732","0.0000"
"13.1400","10.9519","0.2901","10.9519","27.3797","29.0143","0.0000"
"13.1600","10.9685","0.2906","10.9685","27.4214","29.0586","0.0000"
"13.1800","10.9850","0.2910","10.9850","27.4624","29.1007","0.0000"
"13.2000","11.0015","0.2914","11.0015","27.5037","29.1380","0.0000"
"13.2200","11.0181","0.2918","11.0181","27.5453","29.1769","0.0000"
"13.2400","11.0349","0.2922","11.0349","27.5872","29.2184","0.0000"
"13.2600","11.0517","0.2927","11.0517","27.6291","29.2680","0.0000"
"13.2800","11.0684","0.2932","11.0684","27.6710","29.3199","0.0000"
"13.3000","11.0851","0.2937","11.0851","27.7127","29.3684","0.0000"
"13.3200","11.1015","0.2941","11.1015","27.7537","29.4131","0.0000"
"13.3400","11.1181","0.2945","11.1181","27.7953","29.4505","0.0000"
"13.3600","11.1348","0.2949","11.1348","27.8369","29.4854","0.0000"
"13.3800","11.1515","0.2952","11.1515","27.8788","29.5241","0.0000"
"13.4000","11.1684","0.2957","11.1684","27.9210","29.5658","0.0000"
"13.4200","11.1851","0.2961","11.1851","27.9626","29.6090","0.0000"
"13.4400","11.2017","0.2965","11.2017","28.0043","29.6503","0.0000"
"13.4600","11.2183","0.2969","11.2183","28.0459","29.6925","0.0000"
"13.4800","11.2351","0.2973","11.2351","28.0878","29.7327","0.0000"
"13.5000","11.2516","0.2977","11.2516","28.1291","29.7725","0.0000"
"13.5200","11.2684","0.2981","11.2684","28.1710","29.8127","0.0000"
"13.5400","11.2852","0.2985","11.2852","28.2129","29.8509","0.0000"
"13.5600","11.3019","0.2989","11.3019","28.2548","29.8864","0.0000"
"13.5800","11.3186","0.2992","11.3186","28.2964","29.9205","0.0000"
"13.6000","11.3349","0.2996","11.3349","28.3372","29.9605","0.0000"
"13.6200","11.3515","0.2999","11.3515","28.3788","29.9935","0.0000"
"13.6400","11.3680","0.3003","11.3680","28.4201","30.0278","0.0000"
"13.6600","11.3848","0.3006","11.3848","28.4620","30.0633","0.0000"
"13.6800","11.4017","0.3010","11.4017","28.5042","30.1025","0.0000"
"13.7000","11.4185","0.3014","11.4185","28.5461","30.1441","0.0000"
"13.7200","11.4352","0.3018","11.4352","28.5880","30.1825","0.0000"
"13.7400","11.4517","0.3022","11.4517","28.6294","30.2168","0.0000"
"13.7600","11.4683","0.3025","11.4683","28.6707","30.2472","0.0000"
"13.7800","11.4848","0.3028","11.4848","28.7120","30.2801","0.0000"
"13.8000","11.5016","0.3031","11.5016","28.7539","30.3114","0.0000"
"13.8200","11.5183","0.3034","11.5183","28.7958","30.3446","0.0000"
"13.8400","11.5352","0.3038","11.5352","28.8380","30.3776","0.0000"
"13.8600","11.5520","0.3041","11.5520","28.8799","30.4149","0.0000"
"13.8800","11.5685","0.3045","11.5685","28.9212","30.4495","0.0000"
"13.9000","11.5848","0.3048","11.5848","28.9620","30.4786","0.0000"
"13.9200","11.6013","0.3051","11.6013","29.0033","30.5105","0.0000"
"13.9400","11.6183","0.3054","11.6183","29.0458","30.5421","0.0000"
"13.9600","11.6351","0.3058","11.6351","29.0877","30.5816","0.0000"
"13.9800","11.6518","0.3062","11.6518","29.1296","30.6202","0.0000"
"14.0000","11.6687","0.3067","11.6687","29.1718","30.6709","0.0000"
"14.0200","11.6851","0.3072","11.6851","29.2128","30.7239","0.0000"
"14.0400","11.7014","0.3077","11.7014","29.2536","30.7704","0.0000"
"14.0600","11.7182","0.3081","11.7182","29.2955","30.8128","0.0000"
"14.0800","11.7351","0.3086","11.7351","29.3377","30.8612","0.0000"
"14.1000","11.7518","0.3092","11.7518","29.3796","30.9171","0.0000"
"14.1200","11.7686","0.3097","11.7686","29.4215","30.9730","0.0000"
"14.1400","11.7854","0.3103","11.7854","29.4634","31.0266","0.0000"
"14.1600","11.8018","0.3108","11.8018","29.5044","31.0756","0.0000"
"14.1800","11.8183","0.3112","11.8183","29.5458","31.1187","0.0000"
"14.2000","11.8348","0.3116","11.8348","29.5871","31.1567","0.0000"
"14.2200","11.8517","0.3120","11.8517","29.6293","31.1959","0.0000"
"14.2400","11.8685","0.3124","11.8685","29.6712","31.2412","0.0000"
"14.2600","11.8852","0.3129","11.8852","29.7131","31.2854","0.0000"
"14.2800","11.9019","0.3133","11.9019","29.7547","31.3324","0.0000"
"14.3000","11.9183","0.3137","11.9183","29.7957","31.3747","0.0000"
"14.3200","11.9347","0.3141","11.9347","29.8368","31.4112","0.0000"
"14.3400","11.9514","0.3145","11.9514","29.8784","31.4471","0.0000"
"14.3600","11.9681","0.3148","11.9681","29.9203","31.4819","0.0000"
"14.3800","11.9851","0.3152","11.9851","29.9628","31.5232","0.0000"
"14.4000","12.0019","0.3157","12.0019","30.0047","31.5679","0.0000"
"14.4200","12.0185","0.3161","12.0185","30.0463","31.6093","0.0000"
"14.4400","12.0352","0.3165","12.0352","30.0879","31.6484","0.0000"
"14.4600","12.0516","0.3168","12.0516","30.1290","31.6819","0.0000"
"14.4800","12.0681","0.3172","12.0681","30.1703","31.7191","0.0000"
"14.5000","12.0848","0.3176","12.0848","30.2119","31.7606","0.0000"
"14.5200","12.1016","0.3180","12.1016","30.2541","31.8037","0.0000"
"14.5400","12.1184","0.3185","12.1184","30.2960","31.8511","0.0000"
"14.5600","12.1350","0.3190","12.1350","30.3376","31.8967","0.0000"
"14.5800","12.1517","0.3195","12.1517","30.3792","31.9471","0.0000"
"14.6000","12.1681","0.3200","12.1681","30.4203","31.9972","0.0000"
"14.6200","12.1848","0.3204","12.1848","30.4619","32.0404","0.0000"
"14.6400","12.2015","0.3209","12.2015","30.5038","32.0852","0.0000"
"14.6600","12.2184","0.3214","12.2184","30.5460","32.1365","0.0000"
"14.6800","12.2352","0.3219","12.2352","30.5879","32.1904","0.0000"
"14.7000","12.2519","0.3224","12.2519","30.6298","32.2393","0.0000"
"14.7200","12.2687","0.3229","12.2687","30.6717","32.2856","0.0000"
"14.7400","12.2852","0.3233","12.2852","30.7130","32.3331","0.0000"
"14.7600","12.3016","0.3237","12.3016","30.7541","32.3707","0.0000"
"14.7800","12.3183","0.3240","12.3183","30.7957","32.4023","0.0000"
"14.8000","12.3352","0.3244","12.3352","30.8379","32.4360","0.0000"
"14.8200","12.3518","0.3248","12.3518","30.8795","32.4774","0.0000"
"14.8400","12.3684","0.3252","12.3684","30.9211","32.5183","0.0000"
"14.8600","12.3852","0.3255","12.3852","30.9630","32.5524","0.0000"
"14.8800","12.4015","0.3259","12.4015","31.0037","32.5852","0.0000"
"14.9000","12.4181","0.3262","12.4181","31.0454","32.6206","0.0000"
"14.9200","12.4347","0.3265","12.4347","31.0867","32.6542","0.0000"
"14.9400","12.4516","0.3269","12.4516","31.1289","32.6914","0.0000"
"14.9600","12.4683","0.3273","12.4683","31.1708","32.7328","0.0000"
"14.9800","12.4852","0.3278","12.4852","31.2130","32.7783","0.0000"
"15.0000","12.5018","0.3283","12.5018","31.2546","32.8252","0.0000"
"15.0200","12.5183","0.3287","12.5183","31.2956","32.8678","0.0000"
