 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity
1,201220_gelatin_02_20x.nd2 - C=0,94999.891,29344.551,18824,49109,360.215,315.875,1621.325,771.071,156.870,132.074,0.454,4.915,0.203,0.959
